cui1,rel,cui2_raw,cui2_resolved,rela,sab,cui2_name
C0032269,RO,A31661579,C2709738,may_prevent,MED-RT,Streptococcus pneumoniae type 11A capsular polysaccharide antigen
C0032269,RO,A31748543,C2709740,may_prevent,MED-RT,Streptococcus pneumoniae type 12F capsular polysaccharide antigen
C0032269,RO,A31644211,C2709742,may_prevent,MED-RT,Streptococcus pneumoniae type 14 capsular polysaccharide antigen
C0032269,RO,A31696280,C2709744,may_prevent,MED-RT,Streptococcus pneumoniae type 15B capsular polysaccharide antigen
C0032269,RO,A31748544,C2709746,may_prevent,MED-RT,Streptococcus pneumoniae type 17F capsular polysaccharide antigen
C0032269,RO,A31661583,C2709748,may_prevent,MED-RT,Streptococcus pneumoniae type 18C capsular polysaccharide antigen
C0032269,RO,A31678958,C2709750,may_prevent,MED-RT,Streptococcus pneumoniae type 19A capsular polysaccharide antigen
C0032269,RO,A31678960,C2709752,may_prevent,MED-RT,Streptococcus pneumoniae type 19F capsular polysaccharide antigen
C0032269,RO,A31696283,C2709754,may_prevent,MED-RT,Streptococcus pneumoniae type 2 capsular polysaccharide antigen
C0032269,RO,A31748545,C2709756,may_prevent,MED-RT,Streptococcus pneumoniae type 20 capsular polysaccharide antigen
C0032269,RO,A31661585,C2709758,may_prevent,MED-RT,Streptococcus pneumoniae type 22F capsular polysaccharide antigen
C0032269,RO,A31696285,C2709760,may_prevent,MED-RT,Streptococcus pneumoniae type 23F capsular polysaccharide antigen
C0032269,RO,A31678962,C2709762,may_prevent,MED-RT,Streptococcus pneumoniae type 3 capsular polysaccharide antigen
C0032269,RO,A31678963,C2709764,may_prevent,MED-RT,Streptococcus pneumoniae type 33F capsular polysaccharide antigen
C0032269,RO,A31678964,C2709766,may_prevent,MED-RT,Streptococcus pneumoniae type 4 capsular polysaccharide antigen
C0032269,RO,A31661589,C2709768,may_prevent,MED-RT,Streptococcus pneumoniae type 5 capsular polysaccharide antigen
C0032269,RO,A31748548,C2709770,may_prevent,MED-RT,Streptococcus pneumoniae type 6B capsular polysaccharide antigen
C0032269,RO,A31644218,C2709772,may_prevent,MED-RT,Streptococcus pneumoniae type 7F capsular polysaccharide antigen
C0032269,RO,A31696287,C2709774,may_prevent,MED-RT,Streptococcus pneumoniae type 8 capsular polysaccharide antigen
C0032269,RO,A31644221,C2709776,may_prevent,MED-RT,Streptococcus pneumoniae type 9N capsular polysaccharide antigen
C0032269,RO,A31748550,C2709778,may_prevent,MED-RT,Streptococcus pneumoniae type 9V capsular polysaccharide antigen
C0032269,RO,A36507990,C5925860,may_prevent,MED-RT,Streptococcus pneumoniae serotype 15A capsular antigen diphtheria CRM197 protein conjugate vaccine
C0032269,RO,A36506278,C5925861,may_prevent,MED-RT,Streptococcus pneumoniae serotype 16F capsular antigen diphtheria CRM197 protein conjugate vaccine
C0032269,RO,A36504772,C5925862,may_prevent,MED-RT,Streptococcus pneumoniae serotype 17F capsular antigen diphtheria CRM197 protein conjugate vaccine
C0032269,RO,A36505798,C5925863,may_prevent,MED-RT,Streptococcus pneumoniae serotype 20A capsular antigen diphtheria CRM197 protein conjugate vaccine
C0032269,RO,A36503565,C5925864,may_prevent,MED-RT,Streptococcus pneumoniae serotype 23A capsular antigen diphtheria CRM197 protein conjugate vaccine
C0032269,RO,A36505109,C5925865,may_prevent,MED-RT,Streptococcus pneumoniae serotype 23B capsular antigen diphtheria CRM197 protein conjugate vaccine
C0032269,RO,A36506280,C5925866,may_prevent,MED-RT,Streptococcus pneumoniae serotype 24F capsular antigen diphtheria CRM197 protein conjugate vaccine
C0032269,RO,A36504598,C5925867,may_prevent,MED-RT,Streptococcus pneumoniae serotype 31 capsular antigen diphtheria CRM197 protein conjugate vaccine
C0032269,RO,A36502884,C5925868,may_prevent,MED-RT,Streptococcus pneumoniae serotype 35B capsular antigen diphtheria CRM197 protein conjugate vaccine
C0032269,RO,A36507795,C5925869,may_prevent,MED-RT,Streptococcus pneumoniae serotype 9N capsular antigen diphtheria CRM197 protein conjugate vaccine
C0032269,RO,A36506915,C5925870,may_prevent,MED-RT,Streptococcus pneumoniae serotype DEOAC15B capsular antigen diphtheria CRM197 protein conjugate vaccine
C0032285,RO,A31739492,C0001047,may_treat,MED-RT,acetylcysteine
C0032285,RO,A31684002,C0004599,may_treat,MED-RT,bacitracin
C0032285,RO,A31710683,C0016277,may_treat,MED-RT,fluconazole
C0032285,RO,A31730466,C0030054,may_treat,MED-RT,oxygen
C0032285,RO,A31730971,C0031955,may_treat,MED-RT,piperacillin
C0032285,RO,A31750393,C0038633,may_treat,MED-RT,sucralfate
C0032285,RO,A16794298,C0043483,may_treat,MED-RT,bacitracin zinc
C0032285,RO,A10337826,C0052585,may_treat,MED-RT,sparfloxacin
C0032285,RO,A28617033,C0052882,may_treat,MED-RT,bacitracin A
C0032285,RO,A31722538,C0700463,may_treat,MED-RT,piperacillin sodium
C0032285,RO,A31636783,C0772506,may_treat,MED-RT,acetylcysteine sodium
C0032285,RO,A31633520,C0887741,may_treat,MED-RT,acetylcysteine zinc
C0032285,RO,A36802463,C1100584,may_treat,MED-RT,ceftobiprole
C0032285,RO,A10413552,C1120106,may_treat,MED-RT,ertapenem
C0032285,RO,A16792274,C1170745,may_treat,MED-RT,ertapenem sodium
C0032285,RO,A17038599,C1453642,may_treat,MED-RT,telavancin
C0032285,RO,A31633797,C1882383,may_treat,MED-RT,piperacillin anhydrous
C0032285,RO,A26440973,C2001525,may_treat,MED-RT,ceftaroline fosamil
C0032285,RO,A17044467,C2730005,may_treat,MED-RT,telavancin hydrochloride
C0032285,RO,A26700450,C2955460,may_treat,MED-RT,ceftaroline fosamil acetate
C0032285,RO,A23553750,C3700999,may_treat,MED-RT,sucralfate malate
C0032285,RO,A24152560,C3857933,may_treat,MED-RT,acetylcysteine amide
C0032285,RO,A31686815,C4283417,may_treat,MED-RT,acetylcysteine magnesium
C0032285,RO,A36802464,C4759883,may_treat,MED-RT,ceftobiprole medocaril sodium
C0032302,RO,A31759540,C0011276,may_treat,MED-RT,demeclocycline
C0032302,RO,A31739250,C0052796,may_treat,MED-RT,azithromycin
C0032302,RO,A31757714,C0055856,may_treat,MED-RT,clarithromycin
C0032302,RO,A31643844,C0282125,may_treat,MED-RT,demeclocycline hydrochloride
C0032302,RO,A31637264,C0795582,may_treat,MED-RT,azithromycin dihydrate
C0032302,RO,A31666955,C0886592,may_treat,MED-RT,azithromycin monohydrate
C0032302,RO,A31719399,C2698292,may_treat,MED-RT,azithromycin anhydrous
C0032302,RO,A36392975,C5910982,may_treat,MED-RT,azithromycin sodium dihydrogen phosphate
C0032326,RO,A31673698,C0013084,contraindicated_with_disease,MED-RT,doxapram
C0032326,RO,A31766847,C0034403,may_prevent,MED-RT,quinacrine
C0032326,RO,A31750449,C0039267,may_treat,MED-RT,talc
C0032326,RO,A31713492,C0282152,contraindicated_with_disease,MED-RT,doxapram hydrochloride
C0032326,RO,A31713499,C0282331,may_prevent,MED-RT,quinacrine monohydrochloride
C0032333,RO,A0047877,C0011849,has_contraindicated_drug,MED-RT,Diabetes Mellitus
C0032333,RO,A0092012,C0027960,has_contraindicated_drug,MED-RT,Nevus
C0032333,RO,A0095079,C0029166,has_contraindicated_drug,MED-RT,Oral Manifestations
C0032333,RO,A0104436,C0032961,has_contraindicated_drug,MED-RT,Pregnancy
C0032333,RO,A0130538,C0041969,has_contraindicated_drug,MED-RT,Urethral Diseases
C0032333,RO,A0133650,C3665596,has_contraindicated_drug,MED-RT,Warts
C0032334,RO,A0070926,C0020517,has_contraindicated_drug,MED-RT,Hypersensitivity
C0032334,RO,A30275428,C4722090,therapeutic_class_of,MED-RT,Dermatological Agents
C0032343,RO,A31739492,C0001047,may_treat,MED-RT,acetylcysteine
C0032343,RO,A31706896,C0001275,contraindicated_with_disease,MED-RT,activated charcoal
C0032343,RO,A31706896,C0001275,may_treat,MED-RT,activated charcoal
C0032343,RO,A31718695,C0004259,may_treat,MED-RT,atropine
C0032343,RO,A31723835,C0007955,contraindicated_with_disease,MED-RT,charcoal
C0032343,RO,A31723835,C0007955,may_treat,MED-RT,charcoal
C0032343,RO,A31632485,C0009148,may_treat,MED-RT,cobalt
C0032343,RO,A31676412,C0020316,may_treat,MED-RT,hydroxocobalamin
C0032343,RO,A31694565,C0022046,may_treat,MED-RT,ipecac
C0032343,RO,A31677282,C0022251,may_treat,MED-RT,isosorbide
C0032343,RO,A31729566,C0022252,may_treat,MED-RT,isosorbide dinitrate
C0032343,RO,A31660312,C0025746,may_treat,MED-RT,methylene blue
C0032343,RO,A31714123,C0032831,may_treat,MED-RT,potassium iodide
C0032343,RO,A31662784,C0037688,may_treat,MED-RT,sorbitol
C0032343,RO,A10340660,C0048504,may_treat,MED-RT,fomepizole
C0032343,RO,A31741715,C0064079,may_treat,MED-RT,isosorbide mononitrate
C0032343,RO,A10337709,C0071808,contraindicated_with_disease,MED-RT,pralidoxime
C0032343,RO,A10337709,C0071808,may_treat,MED-RT,pralidoxime
C0032343,RO,A29791522,C0091724,may_treat,MED-RT,dimethyl isosorbide
C0032343,RO,A31641693,C0138210,contraindicated_with_disease,MED-RT,pralidoxime iodide
C0032343,RO,A31641693,C0138210,may_treat,MED-RT,pralidoxime iodide
C0032343,RO,A31659071,C0138211,contraindicated_with_disease,MED-RT,pralidoxime mesylate
C0032343,RO,A31659071,C0138211,may_treat,MED-RT,pralidoxime mesylate
C0032343,RO,A31763402,C0139449,contraindicated_with_disease,MED-RT,pralidoxime chloride
C0032343,RO,A31763402,C0139449,may_treat,MED-RT,pralidoxime chloride
C0032343,RO,A31720855,C0596005,may_treat,MED-RT,atropine sulfate
C0032343,RO,A31654230,C0771561,may_treat,MED-RT,hydroxocobalamin acetate
C0032343,RO,A31636783,C0772506,may_treat,MED-RT,acetylcysteine sodium
C0032343,RO,A31633520,C0887741,may_treat,MED-RT,acetylcysteine zinc
C0032343,RO,A28934510,C2917342,may_treat,MED-RT,Antidote for Acetaminophen Overdose
C0032343,RO,A28939353,C3536843,may_treat,MED-RT,Antidote
C0032343,RO,A24117596,C3848531,may_treat,MED-RT,methylene blue cation
C0032343,RO,A31738227,C3848556,contraindicated_with_disease,MED-RT,pralidoxime cation
C0032343,RO,A31738227,C3848556,may_treat,MED-RT,pralidoxime cation
C0032343,RO,A24152560,C3857933,may_treat,MED-RT,acetylcysteine amide
C0032343,RO,A26697412,C4084176,may_treat,MED-RT,"sorbitol, L-"
C0032343,RO,A31686815,C4283417,may_treat,MED-RT,acetylcysteine magnesium
C0032343,RO,A31205365,C5200996,may_treat,MED-RT,methylene blue anhydrous
C0032371,RO,A31716465,C0360506,may_prevent,MED-RT,intramuscular immunoglobulin
C0032371,RO,A20970157,C2242156,may_prevent,MED-RT,"poliovirus vaccine inactivated, type 1 (Mahoney)"
C0032371,RO,A20967822,C2242158,may_prevent,MED-RT,"poliovirus vaccine inactivated, type 2 (MEF-1)"
C0032371,RO,A20965495,C2242160,may_prevent,MED-RT,"poliovirus vaccine inactivated, type 3 (Saukett)"
C0032453,RO,A31689588,C0010980,may_treat,MED-RT,dapsone
C0032460,RO,A31737031,C0524639,may_treat,MED-RT,urofollitropin
C0032463,RO,A31739194,C0006463,may_treat,MED-RT,busulfan
C0032463,RO,A10338281,C0020402,may_treat,MED-RT,hydroxyurea
C0032463,RO,A31764170,C0021735,may_treat,MED-RT,interferon alfa-2b
C0032463,RO,A31748355,C0031965,may_treat,MED-RT,pipobroman
C0032463,RO,A31681839,C0041920,may_treat,MED-RT,uracil mustard
C0032463,RO,A10336866,C0051809,may_treat,MED-RT,anagrelide
C0032463,RO,A31741174,C0771907,may_treat,MED-RT,anagrelide hydrochloride
C0032463,RO,A19985604,C2931926,may_treat,MED-RT,ruxolitinib
C0032463,RO,A19985603,C3247907,may_treat,MED-RT,ruxolitinib phosphate
C0032463,RO,A33590941,C4542175,may_treat,MED-RT,ropeginterferon alfa-2b
C0032463,RO,A33591687,C5561179,may_treat,MED-RT,ropeginterferon alfa-2b-njft
C0032477,RO,A0051521,C0013182,has_contraindicated_drug,MED-RT,Drug Hypersensitivity
C0032477,RO,A0075114,C0021843,has_contraindicated_drug,MED-RT,Intestinal Obstruction
C0032477,RO,A0075121,C0021845,has_contraindicated_drug,MED-RT,Intestinal Perforation
C0032477,RO,A0084320,C0025162,has_contraindicated_drug,MED-RT,"Megacolon, Toxic"
C0032477,RO,A0416384,C0152020,has_contraindicated_drug,MED-RT,Gastroparesis
C0032477,RO,A30275382,C4722060,therapeutic_class_of,MED-RT,Ophthalmic Agents
C0032478,RO,A0051521,C0013182,has_contraindicated_drug,MED-RT,Drug Hypersensitivity
C0032478,RO,A0075114,C0021843,has_contraindicated_drug,MED-RT,Intestinal Obstruction
C0032478,RO,A0075121,C0021845,has_contraindicated_drug,MED-RT,Intestinal Perforation
C0032478,RO,A0084320,C0025162,has_contraindicated_drug,MED-RT,"Megacolon, Toxic"
C0032478,RO,A0416384,C0152020,has_contraindicated_drug,MED-RT,Gastroparesis
C0032478,RO,A30275382,C4722060,therapeutic_class_of,MED-RT,Ophthalmic Agents
C0032483,RO,A0051521,C0013182,has_contraindicated_drug,MED-RT,Drug Hypersensitivity
C0032483,RO,A28940607,C0017173,therapeutic_class_of,MED-RT,Gastrointestinal Agent
C0032483,RO,A0075114,C0021843,has_contraindicated_drug,MED-RT,Intestinal Obstruction
C0032483,RO,A0075121,C0021845,has_contraindicated_drug,MED-RT,Intestinal Perforation
C0032483,RO,A0084320,C0025162,has_contraindicated_drug,MED-RT,"Megacolon, Toxic"
C0032483,RO,A0416384,C0152020,has_contraindicated_drug,MED-RT,Gastroparesis
C0032535,RO,A0051521,C0013182,has_contraindicated_drug,MED-RT,Drug Hypersensitivity
C0032535,RO,A28939259,C0279516,therapeutic_class_of,MED-RT,Antibacterial Agent
C0032535,RO,A28939256,C1371959,has_contraindicated_physiologic_effect,MED-RT,Decreased Striated Muscle Contraction
C0032535,RO,A28934328,C1373090,has_contraindicated_mechanism_of_action,MED-RT,Cholinergic Nicotinic Antagonists
C0032580,RO,A10339671,C0538927,may_treat,MED-RT,celecoxib
C0032601,RO,A10338269,C0246415,contraindicated_class_of,MED-RT,docetaxel
C0032601,RO,A31632239,C0771375,contraindicated_class_of,MED-RT,docetaxel anhydrous
C0032613,RO,A0025378,C0003460,has_contraindicated_drug,MED-RT,Anuria
C0032613,RO,A28939656,C0007220,therapeutic_class_of,MED-RT,Cardiovascular Agent
C0032613,RO,A0051521,C0013182,has_contraindicated_drug,MED-RT,Drug Hypersensitivity
C0032613,RO,A0104436,C0032961,has_contraindicated_drug,MED-RT,Pregnancy
C0032613,RO,A26669932,C0035078,has_contraindicated_drug,MED-RT,Kidney Failure
C0032613,RO,A0121097,C0038760,has_contraindicated_class,MED-RT,Sulfonamides
C0032617,RO,A31729786,C0002502,may_treat,MED-RT,amiloride
C0032617,RO,A31650649,C0546849,may_treat,MED-RT,amiloride hydrochloride
C0032617,RO,A31649711,C0949217,may_treat,MED-RT,"amiloride hydrochloride, anhydrous"
C0032712,RO,A31677639,C0002563,contraindicated_class_of,MED-RT,aminolevulinic acid
C0032712,RO,A31759085,C0876231,contraindicated_class_of,MED-RT,aminolevulinic acid hydrochloride
C0032743,RO,A31754225,C0016980,may_treat,MED-RT,gallium
C0032743,RO,A33588418,C3656970,may_treat,MED-RT,gallium GA-68 gozetotide
C0032743,RO,A33639999,C5564132,may_treat,MED-RT,gozetotide
C0032768,RO,A10337300,C0060926,may_treat,MED-RT,gabapentin
C0032768,RO,A10351693,C0657912,may_treat,MED-RT,pregabalin
C0032768,RO,A19313581,C2700226,may_treat,MED-RT,gabapentin enacarbil
C0032787,RO,A31739492,C0001047,may_prevent,MED-RT,acetylcysteine
C0032787,RO,A31741706,C0009077,may_prevent,MED-RT,cloxacillin
C0032787,RO,A31741706,C0009077,may_treat,MED-RT,cloxacillin
C0032787,RO,A31672730,C0011793,may_prevent,MED-RT,dextran 40
C0032787,RO,A31690431,C0012093,may_prevent,MED-RT,dicloxacillin
C0032787,RO,A31690431,C0012093,may_treat,MED-RT,dicloxacillin
C0032787,RO,A31641443,C0017725,may_treat,MED-RT,glucose
C0032787,RO,A20831033,C0017734,may_treat,MED-RT,dextrose monohydrate
C0032787,RO,A27411956,C0019134,may_prevent,MED-RT,heparin
C0032787,RO,A27411956,C0019134,may_treat,MED-RT,heparin
C0032787,RO,A31712689,C0027324,may_prevent,MED-RT,nafcillin
C0032787,RO,A31712689,C0027324,may_treat,MED-RT,nafcillin
C0032787,RO,A31765203,C0029983,may_prevent,MED-RT,oxacillin
C0032787,RO,A31765203,C0029983,may_treat,MED-RT,oxacillin
C0032787,RO,A31766418,C0033405,may_treat,MED-RT,promethazine
C0032787,RO,A31662124,C0033602,may_treat,MED-RT,protamine sulfate (USP)
C0032787,RO,A31662674,C0037496,may_prevent,MED-RT,cloxacillin sodium
C0032787,RO,A31662674,C0037496,may_treat,MED-RT,cloxacillin sodium
C0032787,RO,A27407765,C0037513,may_prevent,MED-RT,heparin sodium
C0032787,RO,A27407765,C0037513,may_treat,MED-RT,heparin sodium
C0032787,RO,A31749632,C0037531,may_prevent,MED-RT,nafcillin sodium
C0032787,RO,A31749632,C0037531,may_treat,MED-RT,nafcillin sodium
C0032787,RO,A31714928,C0037536,may_prevent,MED-RT,oxacillin sodium
C0032787,RO,A31714928,C0037536,may_treat,MED-RT,oxacillin sodium
C0032787,RO,A31717000,C0042313,may_treat,MED-RT,vancomycin
C0032787,RO,A31630104,C0043031,may_prevent,MED-RT,warfarin
C0032787,RO,A31630104,C0043031,may_treat,MED-RT,warfarin
C0032787,RO,A29793924,C0053154,may_prevent,MED-RT,cloxacillin benzathine
C0032787,RO,A29793924,C0053154,may_treat,MED-RT,cloxacillin benzathine
C0032787,RO,A16791847,C0054452,may_prevent,MED-RT,heparin calcium
C0032787,RO,A16791847,C0054452,may_treat,MED-RT,heparin calcium
C0032787,RO,A31712450,C0205992,may_treat,MED-RT,vancomycin hydrochloride
C0032787,RO,A31764562,C0206232,may_prevent,MED-RT,nadroparin
C0032787,RO,A31764562,C0206232,may_treat,MED-RT,nadroparin
C0032787,RO,A31694989,C0206460,may_prevent,MED-RT,enoxaparin
C0032787,RO,A31694989,C0206460,may_treat,MED-RT,enoxaparin
C0032787,RO,A31642842,C0206461,may_prevent,MED-RT,dalteparin
C0032787,RO,A31642842,C0206461,may_treat,MED-RT,dalteparin
C0032787,RO,A10338262,C0259507,may_prevent,MED-RT,danaparoid
C0032787,RO,A31765590,C0282378,may_prevent,MED-RT,warfarin potassium
C0032787,RO,A31765590,C0282378,may_treat,MED-RT,warfarin potassium
C0032787,RO,A31730819,C0282471,may_prevent,MED-RT,dalteparin sodium
C0032787,RO,A31730819,C0282471,may_treat,MED-RT,dalteparin sodium
C0032787,RO,A16791892,C0297268,may_prevent,MED-RT,ardeparin sodium
C0032787,RO,A10347344,C0297269,may_prevent,MED-RT,ardeparin
C0032787,RO,A31679683,C0301383,may_treat,MED-RT,mannitol hexanitrate
C0032787,RO,A31680859,C0353453,may_prevent,MED-RT,danaparoid sodium
C0032787,RO,A31717168,C0376218,may_prevent,MED-RT,warfarin sodium
C0032787,RO,A31717168,C0376218,may_treat,MED-RT,warfarin sodium
C0032787,RO,A10339483,C0378366,may_prevent,MED-RT,desirudin
C0032787,RO,A31650664,C0546876,may_treat,MED-RT,promethazine hydrochloride
C0032787,RO,A31740697,C0724579,may_prevent,MED-RT,enoxaparin sodium
C0032787,RO,A31740697,C0724579,may_treat,MED-RT,enoxaparin sodium
C0032787,RO,A27406986,C0770546,may_prevent,MED-RT,"heparin, porcine"
C0032787,RO,A27406986,C0770546,may_treat,MED-RT,"heparin, porcine"
C0032787,RO,A27409863,C0771246,may_prevent,MED-RT,"heparin, bovine"
C0032787,RO,A27409863,C0771246,may_treat,MED-RT,"heparin, bovine"
C0032787,RO,A31654247,C0772132,may_treat,MED-RT,promethazine dioxide
C0032787,RO,A31636783,C0772506,may_prevent,MED-RT,acetylcysteine sodium
C0032787,RO,A31637321,C0887422,may_prevent,MED-RT,dicloxacillin sodium
C0032787,RO,A31637321,C0887422,may_treat,MED-RT,dicloxacillin sodium
C0032787,RO,A31633520,C0887741,may_prevent,MED-RT,acetylcysteine zinc
C0032787,RO,A13032959,C0916062,may_prevent,MED-RT,bemiparin
C0032787,RO,A13032959,C0916062,may_treat,MED-RT,bemiparin
C0032787,RO,A31632432,C0982057,may_treat,MED-RT,carboxymethylcellulose calcium
C0032787,RO,A21076916,C0982192,may_prevent,MED-RT,"heparin sodium, porcine"
C0032787,RO,A21076916,C0982192,may_treat,MED-RT,"heparin sodium, porcine"
C0032787,RO,A31641441,C0982292,may_prevent,MED-RT,nafcillin sodium monohydrate
C0032787,RO,A31641441,C0982292,may_treat,MED-RT,nafcillin sodium monohydrate
C0032787,RO,A31693505,C0982361,may_treat,MED-RT,promethazine hydrobromide
C0032787,RO,A10480514,C1098510,may_prevent,MED-RT,fondaparinux
C0032787,RO,A31672715,C1099664,may_prevent,MED-RT,fondaparinux sodium
C0032787,RO,A31760429,C1165353,may_treat,MED-RT,anhydrous dextrose
C0032787,RO,A31658224,C1365493,may_prevent,MED-RT,bemiparin sodium
C0032787,RO,A31658224,C1365493,may_treat,MED-RT,bemiparin sodium
C0032787,RO,A21076867,C1445698,may_prevent,MED-RT,"heparin sodium, bovine"
C0032787,RO,A21076867,C1445698,may_treat,MED-RT,"heparin sodium, bovine"
C0032787,RO,A15512774,C1508750,may_prevent,MED-RT,alvimopan
C0032787,RO,A31753914,C1657537,may_treat,MED-RT,dextrose hydrous
C0032787,RO,A31717057,C1705480,may_prevent,MED-RT,vasopressin (USP)
C0032787,RO,A31717057,C1705480,may_treat,MED-RT,vasopressin (USP)
C0032787,RO,A23835253,C1876722,may_treat,MED-RT,beta-D-glucopyranose
C0032787,RO,A24116382,C2698078,may_prevent,MED-RT,alvimopan anhydrous
C0032787,RO,A24152560,C3857933,may_prevent,MED-RT,acetylcysteine amide
C0032787,RO,A31686815,C4283417,may_prevent,MED-RT,acetylcysteine magnesium
C0032788,RO,A31703499,C0005640,contraindicated_with_disease,MED-RT,dicumarol
C0032788,RO,A31765549,C0031444,contraindicated_with_disease,MED-RT,phenprocoumon
C0032788,RO,A31630104,C0043031,contraindicated_with_disease,MED-RT,warfarin
C0032788,RO,A10336870,C0051919,contraindicated_with_disease,MED-RT,anisindione
C0032788,RO,A31765590,C0282378,contraindicated_with_disease,MED-RT,warfarin potassium
C0032788,RO,A31717168,C0376218,contraindicated_with_disease,MED-RT,warfarin sodium
C0032797,RO,A31739892,C0007047,may_treat,MED-RT,carboprost
C0032797,RO,A31690582,C0012288,may_prevent,MED-RT,dihydroergocornine
C0032797,RO,A31690582,C0012288,may_treat,MED-RT,dihydroergocornine
C0032797,RO,A31655968,C0012289,may_prevent,MED-RT,dihydroergocristine
C0032797,RO,A31655968,C0012289,may_treat,MED-RT,dihydroergocristine
C0032797,RO,A31708074,C0012290,may_prevent,MED-RT,dihydroergocryptine
C0032797,RO,A31708074,C0012290,may_treat,MED-RT,dihydroergocryptine
C0032797,RO,A31638522,C0012291,may_prevent,MED-RT,dihydroergotamine
C0032797,RO,A31638522,C0012291,may_treat,MED-RT,dihydroergotamine
C0032797,RO,A31742901,C0012294,may_prevent,MED-RT,dihydroergotoxine
C0032797,RO,A31742901,C0012294,may_treat,MED-RT,dihydroergotoxine
C0032797,RO,A31709832,C0014704,may_prevent,MED-RT,ergonovine
C0032797,RO,A31709832,C0014704,may_treat,MED-RT,ergonovine
C0032797,RO,A31712513,C0025760,may_prevent,MED-RT,methylergonovine
C0032797,RO,A31712513,C0025760,may_treat,MED-RT,methylergonovine
C0032797,RO,A31747759,C0030095,may_treat,MED-RT,oxytocin
C0032797,RO,A16794301,C0054721,may_treat,MED-RT,carboprost tromethamine
C0032797,RO,A31741254,C0059514,may_prevent,MED-RT,ergonovine maleate
C0032797,RO,A31741254,C0059514,may_treat,MED-RT,ergonovine maleate
C0032797,RO,A31762342,C0086158,may_prevent,MED-RT,dihydroergocornine mesylate
C0032797,RO,A31762342,C0086158,may_treat,MED-RT,dihydroergocornine mesylate
C0032797,RO,A31692668,C0086159,may_prevent,MED-RT,dihydroergocristine monomesylate
C0032797,RO,A31692668,C0086159,may_treat,MED-RT,dihydroergocristine monomesylate
C0032797,RO,A31744926,C0086160,may_prevent,MED-RT,dihydroergocryptine mesylate
C0032797,RO,A31744926,C0086160,may_treat,MED-RT,dihydroergocryptine mesylate
C0032797,RO,A31762344,C0086248,may_prevent,MED-RT,ergotamine tartrate
C0032797,RO,A31762344,C0086248,may_treat,MED-RT,ergotamine tartrate
C0032797,RO,A31696116,C0289432,may_prevent,MED-RT,methylergonovine maleate
C0032797,RO,A31696116,C0289432,may_treat,MED-RT,methylergonovine maleate
C0032797,RO,A31732040,C0304712,may_prevent,MED-RT,ergot preparation
C0032797,RO,A31732040,C0304712,may_treat,MED-RT,ergot preparation
C0032797,RO,A31704983,C0700532,may_prevent,MED-RT,dihydroergotamine mesylate
C0032797,RO,A31704983,C0700532,may_treat,MED-RT,dihydroergotamine mesylate
C0032797,RO,A31671575,C0771983,may_prevent,MED-RT,dihydroergotamine tartrate
C0032797,RO,A31671575,C0771983,may_treat,MED-RT,dihydroergotamine tartrate
C0032797,RO,A26682486,C4080270,may_treat,MED-RT,oxytocin acetate
C0032821,RO,A31729786,C0002502,contraindicated_class_of,MED-RT,amiloride
C0032821,RO,A31650649,C0546849,contraindicated_class_of,MED-RT,amiloride hydrochloride
C0032821,RO,A31649711,C0949217,contraindicated_class_of,MED-RT,"amiloride hydrochloride, anhydrous"
C0032825,RO,A6954527,C0001403,has_contraindicated_drug,MED-RT,Addison Disease
C0032825,RO,A0046009,C0011175,has_contraindicated_drug,MED-RT,Dehydration
C0032825,RO,A0051521,C0013182,has_contraindicated_drug,MED-RT,Drug Hypersensitivity
C0032825,RO,A0070734,C0020461,has_contraindicated_drug,MED-RT,Hyperkalemia
C0032825,RO,A0075114,C0021843,has_contraindicated_drug,MED-RT,Intestinal Obstruction
C0032825,RO,A26669932,C0035078,has_contraindicated_drug,MED-RT,Kidney Failure
C0032825,RO,A1649847,C0238357,has_contraindicated_drug,MED-RT,"Paralysis, Hyperkalemic Periodic"
C0032825,RO,A30275370,C4722078,therapeutic_class_of,MED-RT,Therapeutic Nutrients/Minerals/Electrolytes
C0032831,RO,A0047223,C0011608,has_contraindicated_drug,MED-RT,Dermatitis Herpetiformis
C0032831,RO,A0051521,C0013182,has_contraindicated_drug,MED-RT,Drug Hypersensitivity
C0032831,RO,A0064377,C0018021,has_contraindicated_drug,MED-RT,Goiter
C0032831,RO,A0070734,C0020461,has_contraindicated_drug,MED-RT,Hyperkalemia
C0032831,RO,A0070926,C0020517,has_contraindicated_drug,MED-RT,Hypersensitivity
C0032831,RO,A0071021,C0020550,has_contraindicated_drug,MED-RT,Hyperthyroidism
C0032831,RO,A0077214,C0022658,has_contraindicated_drug,MED-RT,Kidney Diseases
C0032831,RO,A0104436,C0032961,has_contraindicated_drug,MED-RT,Pregnancy
C0032831,RO,A0107751,C0034063,has_contraindicated_drug,MED-RT,Pulmonary Edema
C0032831,RO,A0126025,C0040128,has_contraindicated_drug,MED-RT,Thyroid Diseases
C0032831,RO,A0131615,C0042384,has_contraindicated_drug,MED-RT,Vasculitis
C0032831,RO,A30275370,C4722078,therapeutic_class_of,MED-RT,Therapeutic Nutrients/Minerals/Electrolytes
C0032838,RO,A0051521,C0013182,has_contraindicated_drug,MED-RT,Drug Hypersensitivity
C0032856,RO,A0051521,C0013182,has_contraindicated_drug,MED-RT,Drug Hypersensitivity
