cui1,rel,cui2,rela,sab
C0039943,RO,A0051521,has_contraindicated_drug,MED-RT
C0039943,RO,A0070978,has_contraindicated_drug,MED-RT
C0039943,RO,A0071436,has_contraindicated_drug,MED-RT
C0039943,RO,A28934608,therapeutic_class_of,MED-RT
C0039943,RO,A28939450,has_contraindicated_physiologic_effect,MED-RT
C0039943,RO,A28936365,has_contraindicated_mechanism_of_action,MED-RT
C0039955,RO,A0031546,has_contraindicated_drug,MED-RT
C0039955,RO,A0041166,has_contraindicated_drug,MED-RT
C0039955,RO,A0051521,has_contraindicated_drug,MED-RT
C0039955,RO,A28934608,therapeutic_class_of,MED-RT
C0039955,RO,A28939450,has_contraindicated_physiologic_effect,MED-RT
C0039962,RO,A31656178,contraindicated_class_of,MED-RT
C0040015,RO,A23422166,may_treat,MED-RT
C0040015,RO,A23399902,may_treat,MED-RT
C0040015,RO,A35720299,may_treat,MED-RT
C0040018,RO,A0051521,has_contraindicated_drug,MED-RT
C0040018,RO,A30275399,therapeutic_class_of,MED-RT
C0040021,RO,A31677284,may_treat,MED-RT
C0040021,RO,A31695577,may_treat,MED-RT
C0040021,RO,A31646860,may_treat,MED-RT
C0040021,RO,A31765580,may_treat,MED-RT
C0040021,RO,A31678591,may_treat,MED-RT
C0040021,RO,A31706303,may_treat,MED-RT
C0040028,RO,A10338281,may_treat,MED-RT
C0040028,RO,A31729502,may_treat,MED-RT
C0040028,RO,A31764170,may_treat,MED-RT
C0040028,RO,A31677210,may_treat,MED-RT
C0040028,RO,A10340605,may_treat,MED-RT
C0040028,RO,A31677855,may_treat,MED-RT
C0040028,RO,A10480587,may_treat,MED-RT
C0040028,RO,A10387235,may_treat,MED-RT
C0040028,RO,A31655203,may_treat,MED-RT
C0040034,RO,A18534629,contraindicated_with_disease,MED-RT
C0040034,RO,A31660138,contraindicated_with_disease,MED-RT
C0040034,RO,A31635819,contraindicated_with_disease,MED-RT
C0040034,RO,A31689308,contraindicated_with_disease,MED-RT
C0040034,RO,A31689591,contraindicated_with_disease,MED-RT
C0040034,RO,A16498807,may_treat,MED-RT
C0040034,RO,A31672730,contraindicated_with_disease,MED-RT
C0040034,RO,A31725078,contraindicated_with_disease,MED-RT
C0040034,RO,A31725079,contraindicated_with_disease,MED-RT
C0040034,RO,A31743315,contraindicated_with_disease,MED-RT
C0040034,RO,A31658559,contraindicated_with_disease,MED-RT
C0040034,RO,A31763114,contraindicated_with_disease,MED-RT
C0040034,RO,A27411956,contraindicated_with_disease,MED-RT
C0040034,RO,A31658863,contraindicated_with_disease,MED-RT
C0040034,RO,A10338281,contraindicated_with_disease,MED-RT
C0040034,RO,A31693983,contraindicated_with_disease,MED-RT
C0040034,RO,A31764033,contraindicated_with_disease,MED-RT
C0040034,RO,A31729502,may_treat,MED-RT
C0040034,RO,A31764170,may_treat,MED-RT
C0040034,RO,A31677210,may_treat,MED-RT
C0040034,RO,A31747138,contraindicated_with_disease,MED-RT
C0040034,RO,A31694990,contraindicated_with_disease,MED-RT
C0040034,RO,A16788042,contraindicated_with_disease,MED-RT
C0040034,RO,A31660284,contraindicated_with_disease,MED-RT
C0040034,RO,A31642965,contraindicated_with_disease,MED-RT
C0040034,RO,A31748355,contraindicated_with_disease,MED-RT
C0040034,RO,A10338297,may_treat,MED-RT
C0040034,RO,A31644731,contraindicated_with_disease,MED-RT
C0040034,RO,A31749434,contraindicated_with_disease,MED-RT
C0040034,RO,A31679836,contraindicated_with_disease,MED-RT
C0040034,RO,A31732034,contraindicated_with_disease,MED-RT
C0040034,RO,A31766849,contraindicated_with_disease,MED-RT
C0040034,RO,A27407765,contraindicated_with_disease,MED-RT
C0040034,RO,A31680643,contraindicated_with_disease,MED-RT
C0040034,RO,A31715734,contraindicated_with_disease,MED-RT
C0040034,RO,A31629109,contraindicated_with_disease,MED-RT
C0040034,RO,A31681839,contraindicated_with_disease,MED-RT
C0040034,RO,A31751585,contraindicated_with_disease,MED-RT
C0040034,RO,A31630095,contraindicated_with_disease,MED-RT
C0040034,RO,A31734423,contraindicated_with_disease,MED-RT
C0040034,RO,A10387158,may_treat,MED-RT
C0040034,RO,A16791847,contraindicated_with_disease,MED-RT
C0040034,RO,A16793074,may_treat,MED-RT
C0040034,RO,A16791863,may_treat,MED-RT
C0040034,RO,A16790598,may_treat,MED-RT
C0040034,RO,A10337966,contraindicated_with_disease,MED-RT
C0040034,RO,A10337970,contraindicated_with_disease,MED-RT
C0040034,RO,A31657651,contraindicated_with_disease,MED-RT
C0040034,RO,A31675369,may_treat,MED-RT
C0040034,RO,A31727675,contraindicated_with_disease,MED-RT
C0040034,RO,A31763400,may_treat,MED-RT
C0040034,RO,A16791874,may_treat,MED-RT
C0040034,RO,A31763404,contraindicated_with_disease,MED-RT
C0040034,RO,A31711800,contraindicated_with_disease,MED-RT
C0040034,RO,A10340605,may_treat,MED-RT
C0040034,RO,A10338052,contraindicated_with_disease,MED-RT
C0040034,RO,A31747151,contraindicated_with_disease,MED-RT
C0040034,RO,A31694989,contraindicated_with_disease,MED-RT
C0040034,RO,A31642842,contraindicated_with_disease,MED-RT
C0040034,RO,A10338134,contraindicated_with_disease,MED-RT
C0040034,RO,A31677855,may_treat,MED-RT
C0040034,RO,A10338269,contraindicated_with_disease,MED-RT
C0040034,RO,A10340651,contraindicated_with_disease,MED-RT
C0040034,RO,A10338262,may_treat,MED-RT
C0040034,RO,A31643843,contraindicated_with_disease,MED-RT
C0040034,RO,A31643858,contraindicated_with_disease,MED-RT
C0040034,RO,A31730819,contraindicated_with_disease,MED-RT
C0040034,RO,A10338550,contraindicated_with_disease,MED-RT
C0040034,RO,A16791892,contraindicated_with_disease,MED-RT
C0040034,RO,A10347344,contraindicated_with_disease,MED-RT
C0040034,RO,A31680859,may_treat,MED-RT
C0040034,RO,A31681064,contraindicated_with_disease,MED-RT
C0040034,RO,A31734440,contraindicated_with_disease,MED-RT
C0040034,RO,A10480587,may_treat,MED-RT
C0040034,RO,A31650579,may_prevent,MED-RT
C0040034,RO,A31633149,contraindicated_with_disease,MED-RT
C0040034,RO,A31651296,contraindicated_with_disease,MED-RT
C0040034,RO,A31688156,contraindicated_with_disease,MED-RT
C0040034,RO,A31670864,contraindicated_with_disease,MED-RT
C0040034,RO,A31626407,contraindicated_with_disease,MED-RT
C0040034,RO,A31740697,contraindicated_with_disease,MED-RT
C0040034,RO,A27406986,contraindicated_with_disease,MED-RT
C0040034,RO,A31636718,contraindicated_with_disease,MED-RT
C0040034,RO,A31654219,contraindicated_with_disease,MED-RT
C0040034,RO,A27409863,contraindicated_with_disease,MED-RT
C0040034,RO,A31632239,contraindicated_with_disease,MED-RT
C0040034,RO,A31758541,contraindicated_with_disease,MED-RT
C0040034,RO,A10340670,may_treat,MED-RT
C0040034,RO,A10387235,may_treat,MED-RT
C0040034,RO,A31654748,contraindicated_with_disease,MED-RT
C0040034,RO,A31724406,contraindicated_with_disease,MED-RT
C0040034,RO,A10381381,contraindicated_with_disease,MED-RT
C0040034,RO,A31724454,contraindicated_with_disease,MED-RT
C0040034,RO,A16788375,may_treat,MED-RT
C0040034,RO,A10381459,contraindicated_with_disease,MED-RT
C0040034,RO,A10381491,contraindicated_with_disease,MED-RT
C0040034,RO,A31637366,contraindicated_with_disease,MED-RT
C0040034,RO,A31654878,contraindicated_with_disease,MED-RT
C0040034,RO,A21076916,contraindicated_with_disease,MED-RT
C0040034,RO,A31649537,contraindicated_with_disease,MED-RT
C0040034,RO,A31655203,may_treat,MED-RT
C0040034,RO,A10480514,contraindicated_with_disease,MED-RT
C0040034,RO,A31672715,contraindicated_with_disease,MED-RT
C0040034,RO,A13269763,contraindicated_with_disease,MED-RT
C0040034,RO,A31674972,contraindicated_with_disease,MED-RT
C0040034,RO,A31684946,contraindicated_with_disease,MED-RT
C0040034,RO,A32632730,contraindicated_with_disease,MED-RT
C0040034,RO,A21076867,contraindicated_with_disease,MED-RT
C0040034,RO,A19732176,contraindicated_with_disease,MED-RT
C0040034,RO,A10728579,contraindicated_with_disease,MED-RT
C0040034,RO,A31685871,contraindicated_with_disease,MED-RT
C0040034,RO,A29741289,may_treat,MED-RT
C0040034,RO,A24115163,may_treat,MED-RT
C0040034,RO,A29362256,may_treat,MED-RT
C0040034,RO,A31633210,contraindicated_with_disease,MED-RT
C0040034,RO,A29372500,may_treat,MED-RT
C0040034,RO,A29742940,may_treat,MED-RT
C0040034,RO,A29372502,may_treat,MED-RT
C0040038,RO,A31662672,may_prevent,MED-RT
C0040038,RO,A31703499,may_prevent,MED-RT
C0040038,RO,A31703499,may_treat,MED-RT
C0040038,RO,A31758594,contraindicated_with_disease,MED-RT
C0040038,RO,A31741898,contraindicated_with_disease,MED-RT
C0040038,RO,A31672730,may_prevent,MED-RT
C0040038,RO,A31638456,contraindicated_with_disease,MED-RT
C0040038,RO,A31657756,contraindicated_with_disease,MED-RT
C0040038,RO,A31675130,contraindicated_with_disease,MED-RT
C0040038,RO,A31709923,contraindicated_with_disease,MED-RT
C0040038,RO,A31640402,contraindicated_with_disease,MED-RT
C0040038,RO,A31709930,contraindicated_with_disease,MED-RT
C0040038,RO,A31692410,contraindicated_with_disease,MED-RT
C0040038,RO,A31657841,contraindicated_with_disease,MED-RT
C0040038,RO,A31710070,contraindicated_with_disease,MED-RT
C0040038,RO,A27411956,may_prevent,MED-RT
C0040038,RO,A27411956,may_treat,MED-RT
C0040038,RO,A31677483,contraindicated_with_disease,MED-RT
C0040038,RO,A31642858,contraindicated_with_disease,MED-RT
C0040038,RO,A31678005,contraindicated_with_disease,MED-RT
C0040038,RO,A31747551,contraindicated_with_disease,MED-RT
C0040038,RO,A31695377,contraindicated_with_disease,MED-RT
C0040038,RO,A31678210,may_treat,MED-RT
C0040038,RO,A31765549,may_prevent,MED-RT
C0040038,RO,A31765549,may_treat,MED-RT
C0040038,RO,A31696744,contraindicated_with_disease,MED-RT
C0040038,RO,A31766848,contraindicated_with_disease,MED-RT
C0040038,RO,A27407765,may_prevent,MED-RT
C0040038,RO,A27407765,may_treat,MED-RT
C0040038,RO,A31733709,may_prevent,MED-RT
C0040038,RO,A31630104,may_prevent,MED-RT
C0040038,RO,A31630104,may_treat,MED-RT
C0040038,RO,A10338560,contraindicated_with_disease,MED-RT
C0040038,RO,A16791844,contraindicated_with_disease,MED-RT
C0040038,RO,A31728697,contraindicated_with_disease,MED-RT
C0040038,RO,A31650895,contraindicated_with_disease,MED-RT
C0040038,RO,A10387158,may_prevent,MED-RT
C0040038,RO,A10387158,may_treat,MED-RT
C0040038,RO,A10336870,may_prevent,MED-RT
C0040038,RO,A10336870,may_treat,MED-RT
C0040038,RO,A16791847,may_prevent,MED-RT
C0040038,RO,A16791847,may_treat,MED-RT
C0040038,RO,A31653806,contraindicated_with_disease,MED-RT
C0040038,RO,A10337144,contraindicated_with_disease,MED-RT
C0040038,RO,A18435040,contraindicated_with_disease,MED-RT
C0040038,RO,A16788067,contraindicated_with_disease,MED-RT
C0040038,RO,A10337226,contraindicated_with_disease,MED-RT
C0040038,RO,A16795549,contraindicated_with_disease,MED-RT
C0040038,RO,A16794309,contraindicated_with_disease,MED-RT
C0040038,RO,A10337589,contraindicated_with_disease,MED-RT
C0040038,RO,A10337213,contraindicated_with_disease,MED-RT
C0040038,RO,A17483392,contraindicated_with_disease,MED-RT
C0040038,RO,A10337694,contraindicated_with_disease,MED-RT
C0040038,RO,A16790597,contraindicated_with_disease,MED-RT
C0040038,RO,A16794328,contraindicated_with_disease,MED-RT
C0040038,RO,A10339480,may_prevent,MED-RT
C0040038,RO,A31764562,may_prevent,MED-RT
C0040038,RO,A31764562,may_treat,MED-RT
C0040038,RO,A31694989,may_prevent,MED-RT
C0040038,RO,A31694989,may_treat,MED-RT
C0040038,RO,A31642842,may_prevent,MED-RT
C0040038,RO,A31642842,may_treat,MED-RT
C0040038,RO,A10338134,may_treat,MED-RT
C0040038,RO,A31643065,contraindicated_with_disease,MED-RT
C0040038,RO,A10339498,may_prevent,MED-RT
C0040038,RO,A10338262,may_prevent,MED-RT
C0040038,RO,A10338262,may_treat,MED-RT
C0040038,RO,A31765590,may_prevent,MED-RT
C0040038,RO,A31765590,may_treat,MED-RT
C0040038,RO,A31730819,may_prevent,MED-RT
C0040038,RO,A31730819,may_treat,MED-RT
C0040038,RO,A16791892,may_prevent,MED-RT
C0040038,RO,A16791892,may_treat,MED-RT
C0040038,RO,A10347344,may_prevent,MED-RT
C0040038,RO,A10347344,may_treat,MED-RT
C0040038,RO,A31662508,contraindicated_with_disease,MED-RT
C0040038,RO,A31680859,may_prevent,MED-RT
C0040038,RO,A31680859,may_treat,MED-RT
C0040038,RO,A31681064,may_treat,MED-RT
C0040038,RO,A31733691,contraindicated_with_disease,MED-RT
C0040038,RO,A31717168,may_prevent,MED-RT
C0040038,RO,A31717168,may_treat,MED-RT
C0040038,RO,A16794389,may_treat,MED-RT
C0040038,RO,A31755913,contraindicated_with_disease,MED-RT
C0040038,RO,A31652830,may_treat,MED-RT
C0040038,RO,A31670868,contraindicated_with_disease,MED-RT
C0040038,RO,A31740697,may_prevent,MED-RT
C0040038,RO,A31740697,may_treat,MED-RT
C0040038,RO,A31681892,contraindicated_with_disease,MED-RT
C0040038,RO,A27406986,may_prevent,MED-RT
C0040038,RO,A27406986,may_treat,MED-RT
C0040038,RO,A31654219,may_treat,MED-RT
C0040038,RO,A27409863,may_prevent,MED-RT
C0040038,RO,A27409863,may_treat,MED-RT
C0040038,RO,A31688856,contraindicated_with_disease,MED-RT
C0040038,RO,A10340670,may_prevent,MED-RT
C0040038,RO,A10340670,may_treat,MED-RT
C0040038,RO,A24150388,contraindicated_with_disease,MED-RT
C0040038,RO,A31759030,may_prevent,MED-RT
C0040038,RO,A16797042,contraindicated_with_disease,MED-RT
C0040038,RO,A13032959,may_prevent,MED-RT
C0040038,RO,A13032959,may_treat,MED-RT
C0040038,RO,A21076916,may_prevent,MED-RT
C0040038,RO,A21076916,may_treat,MED-RT
C0040038,RO,A10480514,may_prevent,MED-RT
C0040038,RO,A31672715,may_prevent,MED-RT
C0040038,RO,A10413556,contraindicated_with_disease,MED-RT
C0040038,RO,A31762053,contraindicated_with_disease,MED-RT
C0040038,RO,A31658224,may_prevent,MED-RT
C0040038,RO,A31658224,may_treat,MED-RT
C0040038,RO,A21076867,may_prevent,MED-RT
C0040038,RO,A21076867,may_treat,MED-RT
C0040038,RO,A23327039,contraindicated_with_disease,MED-RT
C0040038,RO,A24153718,contraindicated_with_disease,MED-RT
C0040038,RO,A21091485,may_prevent,MED-RT
C0040038,RO,A23072425,contraindicated_with_disease,MED-RT
C0040038,RO,A24115163,may_prevent,MED-RT
C0040038,RO,A24115163,may_treat,MED-RT
C0040038,RO,A24226618,may_prevent,MED-RT
C0040038,RO,A24229384,may_prevent,MED-RT
C0040038,RO,A32277189,may_prevent,MED-RT
C0040038,RO,A32085245,contraindicated_with_disease,MED-RT
C0040046,RO,A31758594,contraindicated_with_disease,MED-RT
C0040046,RO,A31638456,contraindicated_with_disease,MED-RT
C0040046,RO,A31690533,contraindicated_with_disease,MED-RT
C0040046,RO,A31657756,contraindicated_with_disease,MED-RT
C0040046,RO,A31675130,contraindicated_with_disease,MED-RT
C0040046,RO,A31709923,contraindicated_with_disease,MED-RT
C0040046,RO,A31640402,contraindicated_with_disease,MED-RT
C0040046,RO,A31709930,contraindicated_with_disease,MED-RT
C0040046,RO,A31692410,contraindicated_with_disease,MED-RT
C0040046,RO,A31657841,contraindicated_with_disease,MED-RT
C0040046,RO,A31710070,contraindicated_with_disease,MED-RT
C0040046,RO,A27411956,may_treat,MED-RT
C0040046,RO,A31677483,contraindicated_with_disease,MED-RT
C0040046,RO,A31729886,contraindicated_with_disease,MED-RT
C0040046,RO,A31642858,contraindicated_with_disease,MED-RT
C0040046,RO,A31678005,contraindicated_with_disease,MED-RT
C0040046,RO,A31747551,contraindicated_with_disease,MED-RT
C0040046,RO,A31695377,contraindicated_with_disease,MED-RT
C0040046,RO,A31695577,may_treat,MED-RT
C0040046,RO,A31696744,contraindicated_with_disease,MED-RT
C0040046,RO,A31766848,contraindicated_with_disease,MED-RT
C0040046,RO,A27407765,may_treat,MED-RT
C0040046,RO,A31749631,contraindicated_with_disease,MED-RT
C0040046,RO,A31714954,contraindicated_with_disease,MED-RT
C0040046,RO,A31646860,may_treat,MED-RT
C0040046,RO,A31630104,may_treat,MED-RT
C0040046,RO,A10338560,contraindicated_with_disease,MED-RT
C0040046,RO,A16791844,contraindicated_with_disease,MED-RT
C0040046,RO,A31728697,contraindicated_with_disease,MED-RT
C0040046,RO,A31650895,contraindicated_with_disease,MED-RT
C0040046,RO,A16791847,may_treat,MED-RT
C0040046,RO,A31653806,contraindicated_with_disease,MED-RT
C0040046,RO,A18435040,contraindicated_with_disease,MED-RT
C0040046,RO,A16788067,contraindicated_with_disease,MED-RT
C0040046,RO,A10337226,contraindicated_with_disease,MED-RT
C0040046,RO,A10337292,contraindicated_with_disease,MED-RT
C0040046,RO,A18430324,contraindicated_with_disease,MED-RT
C0040046,RO,A16795549,contraindicated_with_disease,MED-RT
C0040046,RO,A16794309,contraindicated_with_disease,MED-RT
C0040046,RO,A10337589,contraindicated_with_disease,MED-RT
C0040046,RO,A10337213,contraindicated_with_disease,MED-RT
C0040046,RO,A16794328,contraindicated_with_disease,MED-RT
C0040046,RO,A31694989,may_treat,MED-RT
C0040046,RO,A31642842,may_treat,MED-RT
C0040046,RO,A31678591,may_treat,MED-RT
C0040046,RO,A31765590,may_treat,MED-RT
C0040046,RO,A31730819,may_treat,MED-RT
C0040046,RO,A16789376,contraindicated_with_disease,MED-RT
C0040046,RO,A10338551,contraindicated_with_disease,MED-RT
C0040046,RO,A31662508,contraindicated_with_disease,MED-RT
C0040046,RO,A31733691,contraindicated_with_disease,MED-RT
C0040046,RO,A31717168,may_treat,MED-RT
C0040046,RO,A31670868,contraindicated_with_disease,MED-RT
C0040046,RO,A31740697,may_treat,MED-RT
C0040046,RO,A31681892,contraindicated_with_disease,MED-RT
C0040046,RO,A31706303,may_treat,MED-RT
C0040046,RO,A27406986,may_treat,MED-RT
C0040046,RO,A27409863,may_treat,MED-RT
C0040046,RO,A31688856,contraindicated_with_disease,MED-RT
C0040046,RO,A24150388,contraindicated_with_disease,MED-RT
C0040046,RO,A16797042,contraindicated_with_disease,MED-RT
C0040046,RO,A31689377,contraindicated_with_disease,MED-RT
C0040046,RO,A21076916,may_treat,MED-RT
C0040046,RO,A10413556,contraindicated_with_disease,MED-RT
C0040046,RO,A31762053,contraindicated_with_disease,MED-RT
C0040046,RO,A21076867,may_treat,MED-RT
C0040046,RO,A24153718,contraindicated_with_disease,MED-RT
C0040053,RO,A31717901,contraindicated_with_disease,MED-RT
C0040053,RO,A31713288,may_treat,MED-RT
C0040053,RO,A31733045,may_prevent,MED-RT
C0040053,RO,A31716445,contraindicated_with_disease,MED-RT
C0040053,RO,A10338569,contraindicated_with_disease,MED-RT
C0040053,RO,A33199260,contraindicated_with_disease,MED-RT
C0040096,RO,A28936842,therapeutic_class_of,MED-RT
C0040123,RO,A0051521,has_contraindicated_drug,MED-RT
C0040127,RO,A31747187,may_treat,MED-RT
C0040127,RO,A31662102,may_treat,MED-RT
C0040128,RO,A31672095,contraindicated_with_disease,MED-RT
C0040128,RO,A31642449,contraindicated_with_disease,MED-RT
C0040128,RO,A31714123,contraindicated_with_disease,MED-RT
C0040128,RO,A31696629,contraindicated_with_disease,MED-RT
C0040128,RO,A31680008,contraindicated_with_disease,MED-RT
C0040128,RO,A16495596,contraindicated_with_disease,MED-RT
C0040128,RO,A31737031,contraindicated_with_disease,MED-RT
C0040128,RO,A31720287,contraindicated_with_disease,MED-RT
C0040128,RO,A31636421,contraindicated_with_disease,MED-RT
C0040128,RO,A33560381,contraindicated_with_disease,MED-RT
C0040128,RO,A33560381,may_treat,MED-RT
C0040128,RO,A16788379,contraindicated_with_disease,MED-RT
C0040128,RO,A26453267,contraindicated_with_disease,MED-RT
C0040128,RO,A31657593,contraindicated_with_disease,MED-RT
C0040128,RO,A24171724,contraindicated_with_disease,MED-RT
C0040134,RO,A6993207,has_contraindicated_drug,MED-RT
C0040134,RO,A0051521,has_contraindicated_drug,MED-RT
C0040134,RO,A0089429,has_contraindicated_drug,MED-RT
C0040134,RO,A0126109,has_contraindicated_drug,MED-RT
C0040136,RO,A31743315,may_treat,MED-RT
C0040136,RO,A31764170,may_treat,MED-RT
C0040136,RO,A31751080,may_treat,MED-RT
C0040136,RO,A18542030,may_treat,MED-RT
C0040136,RO,A27391671,may_treat,MED-RT
C0040136,RO,A27389087,may_treat,MED-RT
C0040136,RO,A31657656,may_treat,MED-RT
C0040136,RO,A31633149,may_treat,MED-RT
C0040136,RO,A16790649,may_treat,MED-RT
C0040136,RO,A31672729,may_treat,MED-RT
C0040136,RO,A31647259,may_treat,MED-RT
C0040136,RO,A10662160,may_treat,MED-RT
C0040136,RO,A19732176,may_treat,MED-RT
C0040136,RO,A16789838,may_treat,MED-RT
C0040136,RO,A26944922,may_treat,MED-RT
C0040136,RO,A33559222,may_treat,MED-RT
C0040136,RO,A24342660,may_treat,MED-RT
C0040136,RO,A24342141,may_treat,MED-RT
C0040136,RO,A31720159,may_treat,MED-RT
C0040136,RO,A31793840,may_treat,MED-RT
C0040147,RO,A31759159,may_treat,MED-RT
C0040147,RO,A31725074,may_treat,MED-RT
C0040147,RO,A31725075,may_treat,MED-RT
C0040147,RO,A31660356,may_treat,MED-RT
C0040147,RO,A10338297,may_treat,MED-RT
C0040147,RO,A31696691,may_treat,MED-RT
C0040147,RO,A31733753,may_treat,MED-RT
C0040147,RO,A31751152,may_treat,MED-RT
C0040147,RO,A16796743,may_treat,MED-RT
C0040147,RO,A16788059,may_treat,MED-RT
C0040147,RO,A16790587,may_treat,MED-RT
C0040147,RO,A16790588,may_treat,MED-RT
C0040147,RO,A16793072,may_treat,MED-RT
C0040147,RO,A16793074,may_treat,MED-RT
C0040147,RO,A16791863,may_treat,MED-RT
C0040147,RO,A16790598,may_treat,MED-RT
C0040147,RO,A16790600,may_treat,MED-RT
C0040147,RO,A31711045,may_treat,MED-RT
C0040147,RO,A31763400,may_treat,MED-RT
C0040147,RO,A16791874,may_treat,MED-RT
C0040147,RO,A16793100,may_treat,MED-RT
C0040147,RO,A16796836,may_treat,MED-RT
C0040147,RO,A31687496,may_treat,MED-RT
C0040147,RO,A31741126,may_treat,MED-RT
C0040147,RO,A16788375,may_treat,MED-RT
C0040147,RO,A32635095,may_treat,MED-RT
C0040156,RO,A31718695,contraindicated_with_disease,MED-RT
C0040156,RO,A31712158,contraindicated_with_disease,MED-RT
C0040156,RO,A31695123,contraindicated_with_disease,MED-RT
C0040156,RO,A31714123,may_treat,MED-RT
C0040156,RO,A31714796,contraindicated_with_disease,MED-RT
C0040156,RO,A31645234,contraindicated_with_disease,MED-RT
C0040156,RO,A31714954,contraindicated_with_disease,MED-RT
C0040156,RO,A31751080,may_treat,MED-RT
C0040156,RO,A18542030,contraindicated_with_disease,MED-RT
C0040156,RO,A18542030,may_treat,MED-RT
C0040156,RO,A27391671,contraindicated_with_disease,MED-RT
C0040156,RO,A27391671,may_treat,MED-RT
C0040156,RO,A27389087,contraindicated_with_disease,MED-RT
C0040156,RO,A27389087,may_treat,MED-RT
C0040156,RO,A31657656,contraindicated_with_disease,MED-RT
C0040156,RO,A31657656,may_treat,MED-RT
C0040156,RO,A16790649,contraindicated_with_disease,MED-RT
C0040156,RO,A16790649,may_treat,MED-RT
C0040156,RO,A31720855,contraindicated_with_disease,MED-RT
C0040156,RO,A31687494,contraindicated_with_disease,MED-RT
C0040156,RO,A18019216,contraindicated_with_disease,MED-RT
C0040156,RO,A31654874,contraindicated_with_disease,MED-RT
C0040156,RO,A31672729,contraindicated_with_disease,MED-RT
C0040156,RO,A31672729,may_treat,MED-RT
C0040156,RO,A31720159,contraindicated_with_disease,MED-RT
C0040156,RO,A31720159,may_treat,MED-RT
C0040162,RO,A0051521,has_contraindicated_drug,MED-RT
C0040162,RO,A30275411,therapeutic_class_of,MED-RT
C0040165,RO,A6993207,has_contraindicated_drug,MED-RT
C0040165,RO,A0051521,has_contraindicated_drug,MED-RT
C0040165,RO,A0089429,has_contraindicated_drug,MED-RT
C0040165,RO,A0126109,has_contraindicated_drug,MED-RT
C0040165,RO,A30275426,therapeutic_class_of,MED-RT
C0040188,RO,A31672098,may_treat,MED-RT
C0040193,RO,A0051521,has_contraindicated_drug,MED-RT
C0040193,RO,A28939259,therapeutic_class_of,MED-RT
C0040207,RO,A0031546,has_contraindicated_drug,MED-RT
C0040207,RO,A0051521,has_contraindicated_drug,MED-RT
C0040207,RO,A0067245,has_contraindicated_drug,MED-RT
C0040207,RO,A0080699,has_contraindicated_drug,MED-RT
C0040207,RO,A30275399,therapeutic_class_of,MED-RT
C0040233,RO,A0027339,has_contraindicated_drug,MED-RT
C0040233,RO,A13000243,has_contraindicated_drug,MED-RT
C0040233,RO,A0032857,has_contraindicated_drug,MED-RT
C0040233,RO,A28939656,therapeutic_class_of,MED-RT
C0040233,RO,A0051521,has_contraindicated_drug,MED-RT
C0040233,RO,A12985263,has_contraindicated_drug,MED-RT
C0040233,RO,A0071436,has_contraindicated_drug,MED-RT
C0040233,RO,A0107746,has_contraindicated_drug,MED-RT
C0040233,RO,A0104436,has_contraindicated_drug,MED-RT
C0040233,RO,A0107751,has_contraindicated_drug,MED-RT
C0040233,RO,A0116150,has_contraindicated_drug,MED-RT
C0040233,RO,A0116372,has_contraindicated_drug,MED-RT
C0040233,RO,A0032850,has_contraindicated_drug,MED-RT
C0040233,RO,A0032418,has_contraindicated_drug,MED-RT
C0040233,RO,A28939516,has_contraindicated_physiologic_effect,MED-RT
C0040233,RO,A30275382,therapeutic_class_of,MED-RT
C0040247,RO,A23325068,may_treat,MED-RT
C0040250,RO,A31676174,may_treat,MED-RT
C0040250,RO,A17035064,may_treat,MED-RT
C0040250,RO,A10337870,may_treat,MED-RT
C0040250,RO,A31679839,may_treat,MED-RT
C0040250,RO,A31723275,may_treat,MED-RT
C0040250,RO,A31654189,may_treat,MED-RT
C0040252,RO,A37663934,may_treat,MED-RT
C0040259,RO,A31724452,may_treat,MED-RT
C0040259,RO,A31761464,may_treat,MED-RT
C0040259,RO,A31676174,may_treat,MED-RT
C0040259,RO,A31677213,may_treat,MED-RT
C0040259,RO,A31694656,may_treat,MED-RT
C0040259,RO,A31642957,may_treat,MED-RT
C0040259,RO,A31714927,may_treat,MED-RT
C0040259,RO,A31664118,may_treat,MED-RT
C0040259,RO,A31751481,may_treat,MED-RT
C0040259,RO,A10336929,may_treat,MED-RT
C0040259,RO,A10337050,may_treat,MED-RT
C0040259,RO,A10337336,may_treat,MED-RT
C0040259,RO,A10835863,may_treat,MED-RT
C0040259,RO,A10337617,may_treat,MED-RT
C0040259,RO,A10337797,may_treat,MED-RT
C0040259,RO,A10337841,may_treat,MED-RT
C0040259,RO,A10337870,may_treat,MED-RT
C0040259,RO,A31727697,may_treat,MED-RT
C0040259,RO,A10336968,may_treat,MED-RT
C0040259,RO,A31641481,may_treat,MED-RT
C0040259,RO,A31763425,may_treat,MED-RT
C0040259,RO,A31642019,may_treat,MED-RT
C0040259,RO,A31679839,may_treat,MED-RT
C0040259,RO,A31749440,may_treat,MED-RT
C0040259,RO,A31702665,may_treat,MED-RT
C0040259,RO,A31723275,may_treat,MED-RT
C0040259,RO,A31654189,may_treat,MED-RT
C0040259,RO,A31636769,may_treat,MED-RT
C0040259,RO,A16789579,may_treat,MED-RT
C0040259,RO,A37663934,may_treat,MED-RT
C0040259,RO,A33639666,may_treat,MED-RT
C0040261,RO,A31664118,contraindicated_with_disease,MED-RT
