cui1,rel,cui2,rela,sab
C0040261,RO,A10337050,may_treat,MED-RT
C0040261,RO,A31706897,may_treat,MED-RT
C0040261,RO,A10337870,may_treat,MED-RT
C0040261,RO,A31641481,may_treat,MED-RT
C0040261,RO,A31654189,may_treat,MED-RT
C0040261,RO,A24036008,may_treat,MED-RT
C0040261,RO,A24043676,may_treat,MED-RT
C0040262,RO,A31761464,may_treat,MED-RT
C0040262,RO,A31694656,may_treat,MED-RT
C0040262,RO,A31642957,may_treat,MED-RT
C0040262,RO,A31749629,may_treat,MED-RT
C0040262,RO,A31664118,may_treat,MED-RT
C0040262,RO,A10337050,may_treat,MED-RT
C0040262,RO,A10337600,may_treat,MED-RT
C0040262,RO,A10337617,may_treat,MED-RT
C0040262,RO,A17035064,may_treat,MED-RT
C0040262,RO,A34814103,may_treat,MED-RT
C0040262,RO,A10337841,may_treat,MED-RT
C0040262,RO,A10337870,may_treat,MED-RT
C0040262,RO,A31727697,may_treat,MED-RT
C0040262,RO,A10336968,may_treat,MED-RT
C0040262,RO,A31641481,may_treat,MED-RT
C0040262,RO,A31763425,may_treat,MED-RT
C0040262,RO,A31642019,may_treat,MED-RT
C0040262,RO,A16788142,may_treat,MED-RT
C0040262,RO,A31702665,may_treat,MED-RT
C0040262,RO,A31654189,may_treat,MED-RT
C0040262,RO,A31636769,may_treat,MED-RT
C0040262,RO,A31721867,may_treat,MED-RT
C0040262,RO,A33639666,may_treat,MED-RT
C0040263,RO,A0032578,has_contraindicated_drug,MED-RT
C0040263,RO,A0070926,has_contraindicated_drug,MED-RT
C0040263,RO,A0104490,has_contraindicated_drug,MED-RT
C0040263,RO,A28935484,therapeutic_class_of,MED-RT
C0040264,RO,A31749434,contraindicated_with_disease,MED-RT
C0040264,RO,A31679836,contraindicated_with_disease,MED-RT
C0040264,RO,A31732034,contraindicated_with_disease,MED-RT
C0040264,RO,A31766849,contraindicated_with_disease,MED-RT
C0040264,RO,A31758541,contraindicated_with_disease,MED-RT
C0040264,RO,A31674972,contraindicated_with_disease,MED-RT
C0040264,RO,A31633210,contraindicated_with_disease,MED-RT
C0040336,RO,A31706834,may_treat,MED-RT
C0040336,RO,A31677483,contraindicated_with_disease,MED-RT
C0040336,RO,A31642858,contraindicated_with_disease,MED-RT
C0040336,RO,A31712774,may_treat,MED-RT
C0040336,RO,A10338560,contraindicated_with_disease,MED-RT
C0040336,RO,A31650895,contraindicated_with_disease,MED-RT
C0040336,RO,A31653806,contraindicated_with_disease,MED-RT
C0040336,RO,A16796756,may_treat,MED-RT
C0040336,RO,A10337589,contraindicated_with_disease,MED-RT
C0040336,RO,A31710176,may_treat,MED-RT
C0040336,RO,A31652841,may_treat,MED-RT
C0040336,RO,A31758097,may_treat,MED-RT
C0040336,RO,A10413556,contraindicated_with_disease,MED-RT
C0040336,RO,A31715012,may_treat,MED-RT
C0040341,RO,A0051521,has_contraindicated_drug,MED-RT
C0040341,RO,A28939259,therapeutic_class_of,MED-RT
C0040348,RO,A31715815,contraindicated_with_disease,MED-RT
C0040348,RO,A31680835,contraindicated_with_disease,MED-RT
C0040372,RO,A0047924,has_contraindicated_drug,MED-RT
C0040372,RO,A0070926,has_contraindicated_drug,MED-RT
C0040372,RO,A0104436,has_contraindicated_drug,MED-RT
C0040372,RO,A30275398,therapeutic_class_of,MED-RT
C0040374,RO,A0047924,has_contraindicated_drug,MED-RT
C0040374,RO,A0070926,has_contraindicated_drug,MED-RT
C0040374,RO,A0104436,has_contraindicated_drug,MED-RT
C0040374,RO,A30275398,therapeutic_class_of,MED-RT
C0040377,RO,A31689378,contraindicated_class_of,MED-RT
C0040377,RO,A28936840,therapeutic_class_of,MED-RT
C0040377,RO,A0051521,has_contraindicated_drug,MED-RT
C0040377,RO,A0104436,has_contraindicated_drug,MED-RT
C0040377,RO,A30275408,therapeutic_class_of,MED-RT
C0040379,RO,A28939258,therapeutic_class_of,MED-RT
C0040379,RO,A0070926,has_contraindicated_drug,MED-RT
C0040379,RO,A0114220,has_contraindicated_drug,MED-RT
C0040379,RO,A0094774,has_contraindicated_drug,MED-RT
C0040425,RO,A31739250,may_treat,MED-RT
C0040425,RO,A10337013,may_treat,MED-RT
C0040425,RO,A10337016,may_treat,MED-RT
C0040425,RO,A31757714,may_treat,MED-RT
C0040425,RO,A10337169,may_treat,MED-RT
C0040425,RO,A10337007,may_treat,MED-RT
C0040425,RO,A16790603,may_treat,MED-RT
C0040425,RO,A31637264,may_treat,MED-RT
C0040425,RO,A31719328,may_treat,MED-RT
C0040425,RO,A31666955,may_treat,MED-RT
C0040425,RO,A31719399,may_treat,MED-RT
C0040425,RO,A20893879,may_treat,MED-RT
C0040425,RO,A36392975,may_treat,MED-RT
C0040435,RO,A31756756,may_treat,MED-RT
C0040435,RO,A10337172,may_prevent,MED-RT
C0040435,RO,A10337172,may_treat,MED-RT
C0040435,RO,A31658853,may_prevent,MED-RT
C0040435,RO,A31658853,may_treat,MED-RT
C0040435,RO,A31753917,may_treat,MED-RT
C0040435,RO,A31736607,may_treat,MED-RT
C0040435,RO,A27412970,may_treat,MED-RT
C0040460,RO,A31702561,may_treat,MED-RT
C0040460,RO,A31637267,may_prevent,MED-RT
C0040460,RO,A31692576,may_prevent,MED-RT
C0040460,RO,A31692576,may_treat,MED-RT
C0040460,RO,A31764811,may_treat,MED-RT
C0040460,RO,A31696739,may_prevent,MED-RT
C0040460,RO,A31702107,may_treat,MED-RT
C0040460,RO,A31650662,may_treat,MED-RT
C0040460,RO,A16789554,may_treat,MED-RT
C0040460,RO,A31741193,may_treat,MED-RT
C0040460,RO,A31733504,may_treat,MED-RT
C0040479,RO,A31764227,may_treat,MED-RT
C0040479,RO,A31660231,may_treat,MED-RT
C0040479,RO,A31748987,contraindicated_with_disease,MED-RT
C0040479,RO,A31661236,may_treat,MED-RT
C0040479,RO,A31730811,may_treat,MED-RT
C0040479,RO,A31720992,contraindicated_with_disease,MED-RT
C0040479,RO,A31632521,may_treat,MED-RT
C0040479,RO,A35707736,contraindicated_with_disease,MED-RT
C0040479,RO,A31702001,may_treat,MED-RT
C0040479,RO,A35708417,contraindicated_with_disease,MED-RT
C0040479,RO,A30081953,may_treat,MED-RT
C0040485,RO,A31748084,may_treat,MED-RT
C0040485,RO,A16790594,may_treat,MED-RT
C0040517,RO,A31633110,contraindicated_with_disease,MED-RT
C0040517,RO,A31637294,may_treat,MED-RT
C0040517,RO,A31725609,contraindicated_with_disease,MED-RT
C0040517,RO,A31676178,may_treat,MED-RT
C0040517,RO,A31747137,may_treat,MED-RT
C0040517,RO,A31729920,contraindicated_with_disease,MED-RT
C0040517,RO,A31660355,contraindicated_with_disease,MED-RT
C0040517,RO,A31747830,contraindicated_with_disease,MED-RT
C0040517,RO,A31713340,may_treat,MED-RT
C0040517,RO,A31713341,may_treat,MED-RT
C0040517,RO,A31748084,may_treat,MED-RT
C0040517,RO,A31748334,may_treat,MED-RT
C0040517,RO,A16793068,may_treat,MED-RT
C0040517,RO,A16790594,may_treat,MED-RT
C0040517,RO,A31708267,may_treat,MED-RT
C0040517,RO,A31730808,contraindicated_with_disease,MED-RT
C0040517,RO,A31643850,contraindicated_with_disease,MED-RT
C0040517,RO,A31732037,may_treat,MED-RT
C0040517,RO,A20658393,may_treat,MED-RT
C0040517,RO,A10339502,may_treat,MED-RT
C0040517,RO,A31633146,contraindicated_with_disease,MED-RT
C0040517,RO,A31685246,may_treat,MED-RT
C0040517,RO,A31670265,contraindicated_with_disease,MED-RT
C0040517,RO,A31636136,may_treat,MED-RT
C0040517,RO,A16793365,may_treat,MED-RT
C0040517,RO,A10480492,contraindicated_with_disease,MED-RT
C0040517,RO,A16793492,contraindicated_with_disease,MED-RT
C0040517,RO,A31760498,may_treat,MED-RT
C0040517,RO,A21075448,may_treat,MED-RT
C0040524,RO,A31706896,may_treat,MED-RT
C0040524,RO,A31723835,may_treat,MED-RT
C0040524,RO,A31712513,contraindicated_with_disease,MED-RT
C0040524,RO,A31747759,contraindicated_with_disease,MED-RT
C0040524,RO,A31741254,contraindicated_with_disease,MED-RT
C0040524,RO,A31696116,contraindicated_with_disease,MED-RT
C0040524,RO,A26682486,contraindicated_with_disease,MED-RT
C0040553,RO,A31658119,may_treat,MED-RT
C0040558,RO,A31689310,may_treat,MED-RT
C0040558,RO,A31689588,may_prevent,MED-RT
C0040558,RO,A31766725,may_treat,MED-RT
C0040558,RO,A31628716,may_treat,MED-RT
C0040558,RO,A31715734,may_treat,MED-RT
C0040558,RO,A31664152,may_treat,MED-RT
C0040558,RO,A16788058,may_treat,MED-RT
C0040558,RO,A18542397,may_treat,MED-RT
C0040558,RO,A31713485,may_treat,MED-RT
C0040558,RO,A31662498,may_treat,MED-RT
C0040558,RO,A31723379,may_treat,MED-RT
C0040558,RO,A31758105,may_treat,MED-RT
C0040558,RO,A31758504,may_treat,MED-RT
C0040558,RO,A31637276,may_treat,MED-RT
C0040592,RO,A31759540,may_treat,MED-RT
C0040592,RO,A31760707,may_treat,MED-RT
C0040592,RO,A31712577,may_treat,MED-RT
C0040592,RO,A31712578,may_treat,MED-RT
C0040592,RO,A31733030,may_treat,MED-RT
C0040592,RO,A31628716,may_treat,MED-RT
C0040592,RO,A31680777,may_treat,MED-RT
C0040592,RO,A16789339,may_treat,MED-RT
C0040592,RO,A31643844,may_treat,MED-RT
C0040592,RO,A31730810,may_treat,MED-RT
C0040592,RO,A31661240,may_treat,MED-RT
C0040592,RO,A31739809,may_treat,MED-RT
C0040592,RO,A31723379,may_treat,MED-RT
C0040592,RO,A31706368,may_treat,MED-RT
C0040592,RO,A24113054,may_treat,MED-RT
C0040602,RO,A0027339,has_contraindicated_drug,MED-RT
C0040602,RO,A0035248,has_contraindicated_drug,MED-RT
C0040602,RO,A0047877,has_contraindicated_drug,MED-RT
C0040602,RO,A0053805,has_contraindicated_drug,MED-RT
C0040602,RO,A1366101,has_contraindicated_drug,MED-RT
C0040602,RO,A0104436,has_contraindicated_drug,MED-RT
C0040602,RO,A28934458,therapeutic_class_of,MED-RT
C0040602,RO,A30275352,therapeutic_class_of,MED-RT
C0040610,RO,A10339691,contraindicated_class_of,MED-RT
C0040610,RO,A19397274,contraindicated_class_of,MED-RT
C0040610,RO,A28936841,therapeutic_class_of,MED-RT
C0040610,RO,A0051521,has_contraindicated_drug,MED-RT
C0040610,RO,A1023899,has_contraindicated_drug,MED-RT
C0040610,RO,A30275408,therapeutic_class_of,MED-RT
C0040613,RO,A0031561,has_contraindicated_class,MED-RT
C0040613,RO,A0051521,has_contraindicated_drug,MED-RT
C0040613,RO,A0120434,has_contraindicated_drug,MED-RT
C0040613,RO,A0125830,has_contraindicated_drug,MED-RT
C0040613,RO,A0132924,has_contraindicated_drug,MED-RT
C0040613,RO,A30275399,therapeutic_class_of,MED-RT
C0040615,RO,A31636545,contraindicated_class_of,MED-RT
C0040615,RO,A31723341,contraindicated_class_of,MED-RT
C0040615,RO,A31201570,contraindicated_class_of,MED-RT
C0040615,RO,A31650548,has_therapeutic_class,MED-RT
C0040615,RO,A31688891,has_therapeutic_class,MED-RT
C0040615,RO,A31689372,has_therapeutic_class,MED-RT
C0040615,RO,A31658560,has_therapeutic_class,MED-RT
C0040615,RO,A31641194,has_therapeutic_class,MED-RT
C0040615,RO,A31675949,has_therapeutic_class,MED-RT
C0040615,RO,A31676178,has_therapeutic_class,MED-RT
C0040615,RO,A31677554,has_therapeutic_class,MED-RT
C0040615,RO,A31677557,has_therapeutic_class,MED-RT
C0040615,RO,A31695002,has_therapeutic_class,MED-RT
C0040615,RO,A31764582,has_therapeutic_class,MED-RT
C0040615,RO,A31764722,has_therapeutic_class,MED-RT
C0040615,RO,A31695669,has_therapeutic_class,MED-RT
C0040615,RO,A31643714,has_therapeutic_class,MED-RT
C0040615,RO,A31748334,has_therapeutic_class,MED-RT
C0040615,RO,A10338295,has_therapeutic_class,MED-RT
C0040615,RO,A31644732,has_therapeutic_class,MED-RT
C0040615,RO,A17048412,has_therapeutic_class,MED-RT
C0040615,RO,A31681308,has_therapeutic_class,MED-RT
C0040615,RO,A31681328,has_therapeutic_class,MED-RT
C0040615,RO,A31716464,has_therapeutic_class,MED-RT
C0040615,RO,A31681463,has_therapeutic_class,MED-RT
C0040615,RO,A31751153,has_therapeutic_class,MED-RT
C0040615,RO,A10336814,has_therapeutic_class,MED-RT
C0040615,RO,A10336957,has_therapeutic_class,MED-RT
C0040615,RO,A16789343,has_therapeutic_class,MED-RT
C0040615,RO,A16795546,has_therapeutic_class,MED-RT
C0040615,RO,A16793068,has_therapeutic_class,MED-RT
C0040615,RO,A31654884,has_therapeutic_class,MED-RT
C0040615,RO,A10337674,has_therapeutic_class,MED-RT
C0040615,RO,A31708267,has_therapeutic_class,MED-RT
C0040615,RO,A10337798,has_therapeutic_class,MED-RT
C0040615,RO,A10340695,has_therapeutic_class,MED-RT
C0040615,RO,A10338079,has_therapeutic_class,MED-RT
C0040615,RO,A36955145,has_therapeutic_class,MED-RT
C0040615,RO,A16725101,has_therapeutic_class,MED-RT
C0040615,RO,A31730813,has_therapeutic_class,MED-RT
C0040615,RO,A36954221,has_therapeutic_class,MED-RT
C0040615,RO,A10340616,has_therapeutic_class,MED-RT
C0040615,RO,A31766850,has_therapeutic_class,MED-RT
C0040615,RO,A31766851,has_therapeutic_class,MED-RT
C0040615,RO,A31679842,has_therapeutic_class,MED-RT
C0040615,RO,A31714756,has_therapeutic_class,MED-RT
C0040615,RO,A31714757,has_therapeutic_class,MED-RT
C0040615,RO,A31766852,has_therapeutic_class,MED-RT
C0040615,RO,A31645201,has_therapeutic_class,MED-RT
C0040615,RO,A20658393,has_therapeutic_class,MED-RT
C0040615,RO,A10339502,has_therapeutic_class,MED-RT
C0040615,RO,A31685256,has_therapeutic_class,MED-RT
C0040615,RO,A16790660,has_therapeutic_class,MED-RT
C0040615,RO,A16789419,has_therapeutic_class,MED-RT
C0040615,RO,A31652834,has_therapeutic_class,MED-RT
C0040615,RO,A31687495,has_therapeutic_class,MED-RT
C0040615,RO,A31652843,has_therapeutic_class,MED-RT
C0040615,RO,A31636136,has_therapeutic_class,MED-RT
C0040615,RO,A31758103,has_therapeutic_class,MED-RT
C0040615,RO,A11563862,has_therapeutic_class,MED-RT
C0040615,RO,A25779610,has_therapeutic_class,MED-RT
C0040615,RO,A31758500,has_therapeutic_class,MED-RT
C0040615,RO,A31636746,has_therapeutic_class,MED-RT
C0040615,RO,A31758553,has_therapeutic_class,MED-RT
C0040615,RO,A16792132,has_therapeutic_class,MED-RT
C0040615,RO,A31760498,has_therapeutic_class,MED-RT
C0040615,RO,A27019687,has_therapeutic_class,MED-RT
C0040615,RO,A31660852,has_therapeutic_class,MED-RT
C0040615,RO,A18723839,has_therapeutic_class,MED-RT
C0040615,RO,A17019514,has_therapeutic_class,MED-RT
C0040615,RO,A28934652,has_therapeutic_class,MED-RT
C0040615,RO,A25782278,has_therapeutic_class,MED-RT
C0040615,RO,A28939435,has_therapeutic_class,MED-RT
C0040615,RO,A24779334,has_therapeutic_class,MED-RT
C0040615,RO,A25780273,has_therapeutic_class,MED-RT
C0040615,RO,A26453283,has_therapeutic_class,MED-RT
C0040615,RO,A32965884,has_therapeutic_class,MED-RT
C0040615,RO,A34812986,has_therapeutic_class,MED-RT
C0040615,RO,A31560004,has_therapeutic_class,MED-RT
C0040615,RO,A33445264,has_therapeutic_class,MED-RT
C0040778,RO,A31698854,contraindicated_class_of,MED-RT
C0040778,RO,A31714755,contraindicated_class_of,MED-RT
C0040778,RO,A0023031,has_contraindicated_class,MED-RT
C0040778,RO,A28936513,therapeutic_class_of,MED-RT
C0040778,RO,A0024848,has_contraindicated_class,MED-RT
C0040778,RO,A0025144,has_contraindicated_class,MED-RT
C0040778,RO,A0029546,has_contraindicated_drug,MED-RT
C0040778,RO,A0013998,has_contraindicated_drug,MED-RT
C0040778,RO,A0034702,has_contraindicated_class,MED-RT
C0040778,RO,A0035248,has_contraindicated_drug,MED-RT
C0040778,RO,A0036747,has_contraindicated_class,MED-RT
C0040778,RO,A0037068,has_contraindicated_drug,MED-RT
C0040778,RO,A0037431,has_contraindicated_drug,MED-RT
C0040778,RO,A0047808,has_contraindicated_class,MED-RT
C0040778,RO,A0051521,has_contraindicated_drug,MED-RT
C0040778,RO,A0061354,has_contraindicated_class,MED-RT
C0040778,RO,A0070978,has_contraindicated_drug,MED-RT
C0040778,RO,A0075944,has_contraindicated_class,MED-RT
C0040778,RO,A0077214,has_contraindicated_drug,MED-RT
C0040778,RO,A0080699,has_contraindicated_drug,MED-RT
C0040778,RO,A0084918,has_contraindicated_class,MED-RT
C0040778,RO,A0085809,has_contraindicated_class,MED-RT
C0040778,RO,A0097874,has_contraindicated_class,MED-RT
C0040778,RO,A0099664,has_contraindicated_class,MED-RT
C0040778,RO,A26652801,has_contraindicated_class,MED-RT
C0040778,RO,A0100544,has_contraindicated_drug,MED-RT
C0040778,RO,A0121865,has_contraindicated_class,MED-RT
C0040778,RO,A0127982,has_contraindicated_class,MED-RT
C0040778,RO,A0129804,has_contraindicated_class,MED-RT
C0040778,RO,A0134688,has_contraindicated_drug,MED-RT
C0040778,RO,A0033295,has_contraindicated_class,MED-RT
C0040778,RO,A7795259,has_contraindicated_class,MED-RT
C0040778,RO,A26612279,has_contraindicated_class,MED-RT
C0040778,RO,A24129247,has_contraindicated_drug,MED-RT
C0040778,RO,A26636974,has_contraindicated_class,MED-RT
C0040778,RO,A26636060,has_contraindicated_class,MED-RT
C0040778,RO,A26649821,has_contraindicated_class,MED-RT
C0040778,RO,A26620136,has_contraindicated_class,MED-RT
C0040778,RO,A26595908,has_contraindicated_class,MED-RT
C0040778,RO,A26608738,has_contraindicated_class,MED-RT
C0040778,RO,A26654907,has_contraindicated_class,MED-RT
C0040778,RO,A26679152,has_contraindicated_class,MED-RT
C0040778,RO,A26604223,has_contraindicated_class,MED-RT
C0040778,RO,A2790923,has_contraindicated_drug,MED-RT
C0040778,RO,A28941356,has_contraindicated_physiologic_effect,MED-RT
C0040778,RO,A28941114,has_contraindicated_mechanism_of_action,MED-RT
C0040778,RO,A28936295,has_contraindicated_mechanism_of_action,MED-RT
C0040778,RO,A28936695,has_contraindicated_physiologic_effect,MED-RT
C0040779,RO,A28939656,therapeutic_class_of,MED-RT
C0040805,RO,A28936513,therapeutic_class_of,MED-RT
C0040805,RO,A0051521,has_contraindicated_drug,MED-RT
C0040805,RO,A0085901,has_contraindicated_class,MED-RT
C0040805,RO,A24829911,has_contraindicated_class,MED-RT
C0040805,RO,A28936349,has_contraindicated_mechanism_of_action,MED-RT
C0040822,RO,A31701015,may_treat,MED-RT
C0040822,RO,A31766413,may_treat,MED-RT
C0040822,RO,A31733461,may_treat,MED-RT
C0040822,RO,A31720854,may_treat,MED-RT
C0040822,RO,A31721621,may_treat,MED-RT
C0040845,RO,A28935811,therapeutic_class_of,MED-RT
C0040845,RO,A0051521,has_contraindicated_drug,MED-RT
C0040845,RO,A0097421,has_contraindicated_class,MED-RT
C0040845,RO,A0104436,has_contraindicated_drug,MED-RT
C0040864,RO,A28936840,therapeutic_class_of,MED-RT
C0040864,RO,A0051521,has_contraindicated_drug,MED-RT
C0040864,RO,A0089175,has_contraindicated_drug,MED-RT
C0040864,RO,A0119369,has_contraindicated_drug,MED-RT
C0040864,RO,A31097592,has_contraindicated_drug,MED-RT
C0040864,RO,A30275369,therapeutic_class_of,MED-RT
C0040864,RO,A30275428,therapeutic_class_of,MED-RT
C0040866,RO,A28936840,therapeutic_class_of,MED-RT
C0040866,RO,A0051521,has_contraindicated_drug,MED-RT
C0040866,RO,A0089175,has_contraindicated_drug,MED-RT
C0040866,RO,A0119369,has_contraindicated_drug,MED-RT
C0040866,RO,A31097592,has_contraindicated_drug,MED-RT
C0040866,RO,A30275369,therapeutic_class_of,MED-RT
C0040866,RO,A30275428,therapeutic_class_of,MED-RT
C0040867,RO,A28936840,therapeutic_class_of,MED-RT
C0040867,RO,A0051521,has_contraindicated_drug,MED-RT
C0040867,RO,A0089175,has_contraindicated_drug,MED-RT
C0040867,RO,A0119369,has_contraindicated_drug,MED-RT
C0040867,RO,A31097592,has_contraindicated_drug,MED-RT
C0040867,RO,A30275369,therapeutic_class_of,MED-RT
C0040867,RO,A30275428,therapeutic_class_of,MED-RT
C0040869,RO,A31729786,contraindicated_class_of,MED-RT
C0040869,RO,A31650649,contraindicated_class_of,MED-RT
C0040869,RO,A31649711,contraindicated_class_of,MED-RT
C0040869,RO,A0022661,has_contraindicated_class,MED-RT
C0040869,RO,A0025378,has_contraindicated_drug,MED-RT
C0040869,RO,A28939656,therapeutic_class_of,MED-RT
C0040869,RO,A0051521,has_contraindicated_drug,MED-RT
C0040869,RO,A0070734,has_contraindicated_drug,MED-RT
C0040869,RO,A0077214,has_contraindicated_drug,MED-RT
C0040869,RO,A0080699,has_contraindicated_drug,MED-RT
C0040869,RO,A0104436,has_contraindicated_drug,MED-RT
C0040869,RO,A0118681,has_contraindicated_class,MED-RT
C0040879,RO,A31694656,contraindicated_class_of,MED-RT
C0040879,RO,A31706897,contraindicated_class_of,MED-RT
C0040879,RO,A10337568,contraindicated_class_of,MED-RT
C0040879,RO,A17023021,contraindicated_class_of,MED-RT
C0040879,RO,A31696073,contraindicated_class_of,MED-RT
C0040879,RO,A31765780,contraindicated_class_of,MED-RT
C0040879,RO,A31661759,contraindicated_class_of,MED-RT
C0040879,RO,A31664822,contraindicated_class_of,MED-RT
C0040879,RO,A31719766,contraindicated_class_of,MED-RT
C0040879,RO,A31702607,contraindicated_class_of,MED-RT
