rela,sab,count
expanded_form_of,MSH,78
has_expanded_form,MSH,78
measures,SNOMEDCT_US,78
measures,SCTSPA,78
measured_by,SNOMEDCT_US,78
measured_by,SCTSPA,78
has_expanded_form,CSP,77
expanded_form_of,CSP,77
matures_into,FMA,76
matures_from,FMA,76
has_units,SNOMEDCT_US,75
units_of,SNOMEDCT_US,75
has_units,SCTSPA,74
units_of,SCTSPA,74
activity_of_allele,NCI,74
allele_has_activity,NCI,74
homonym_for,FMA,73
homonym_of,FMA,73
has_excluded_procedure_device,CPT,73
procedure_device_of_excluded,CPT,73
associated_with,SNOMEDCT_VET,72
biological_process_has_result_anatomy,NCI,71
has_measurement_method,SNOMEDCT_US,71
has_measurement_method,SCTSPA,71
anatomy_originated_from_biological_process,NCI,71
measurement_method_of,SCTSPA,71
measurement_method_of,SNOMEDCT_US,71
has_patient_type,CPT,66
patient_type_of,CPT,66
has_associated_function,SNOMEDCT_US,64
has_associated_function,SCTSPA,64
associated_function_of,SNOMEDCT_US,64
associated_function_of,SCTSPA,64
has_recipient_category,MEDCIN,62
has_specimen_procedure,SNOMEDCT_VET,62
specimen_procedure_of,SNOMEDCT_VET,62
recipient_category_of,MEDCIN,62
has_ped-pro-ctcae_parent,NCI,62
is_ped-pro-ctcae_parent_of,NCI,62
has_excluded_pathology,CPT,60
pathology_of_excluded,CPT,60
associated_procedure_of_possibly_included,CPT,55
has_possibly_included_associated_procedure,CPT,55
has_british_form,ICPC2EENG,53
british_form_of,ICPC2EENG,53
anteromedial_to,FMA,53
reformulation_of,RXNORM,53
posterolateral_to,FMA,53
reformulated_to,RXNORM,53
associated_procedure_of_excluded,CPT,52
has_excluded_associated_procedure,CPT,52
transforms_into,FMA,50
transforms_from,FMA,50
has_definitional_manifestation,SNOMEDCT_VET,47
has_indirect_device,MEDCIN,47
indirect_device_of,MEDCIN,47
definitional_manifestation_of,SNOMEDCT_VET,47
corresponds_to,FMA,46
isa,ULT,45
mth_has_british_form,ICF-CY,45
mth_british_form_of,ICF-CY,45
inverse_isa,ULT,45
clinical_course_of,SNOMEDCT_VET,44
has_clinical_course,SNOMEDCT_VET,44
metabolic_site_of,MED-RT,43
continuation_branch_of,FMA,43
has_continuation_branch,FMA,43
site_of_metabolism,MED-RT,43
owning_subsection_of,HL7V3.0,42
has_owning_subsection,HL7V3.0,42
mth_has_expanded_form,OMS,42
mth_expanded_form_of,OMS,42
anteroinferior_to,FMA,41
has_finding_method,SNOMEDCT_VET,41
posterosuperior_to,FMA,41
finding_method_of,SNOMEDCT_VET,41
has_mapping_qualifier,MEDLINEPLUS,40
has_indirect_procedure_site,SNOMEDCT_VET,40
mapping_qualifier_of,MEDLINEPLUS,40
indirect_procedure_site_of,SNOMEDCT_VET,40
dependent_of,SCTSPA,40
has_dependent,SCTSPA,40
anterolateral_to,FMA,39
gene_is_biomarker_type,NCI,39
posteromedial_to,FMA,39
biomarker_type_includes_gene,NCI,39
has_coating_material,SNOMEDCT_US,37
has_subject,LNC,37
is_subject_of,LNC,37
coating_material_of,SNOMEDCT_US,37
has_possibly_included_approach,CPT,36
approach_of_possibly_included,CPT,36
has_route_of_administration,MEDCIN,36
route_of_administration_of,MEDCIN,36
has_coating_material,SCTSPA,35
anterosuperior_to,FMA,35
posteroinferior_to,FMA,35
coating_material_of,SCTSPA,35
has_procedure_site,SNOMEDCT_VET,34
realization_of,SNOMEDCT_VET,34
procedure_site_of,SNOMEDCT_VET,34
has_realization,SNOMEDCT_VET,34
biological_process_has_result_chemical_or_drug,NCI,32
during,MEDCIN,32
is_marked_by_gene_product,NCI,32
gene_product_is_biomarker_of,NCI,32
chemical_or_drug_is_product_of_biological_process,NCI,32
inverse_during,MEDCIN,32
has_pro-ctcae_attribute_value,NCI,30
is_pro-ctcae_attribute_value_of,NCI,30
has_direct_device,SNOMEDCT_VET,29
has_direct_morphology,SNOMEDCT_VET,29
direct_device_of,SNOMEDCT_VET,29
direct_morphology_of,SNOMEDCT_VET,29
is_related_to_endogenous_product,NCI,28
is_abnormality_of_gene_product,NCI,28
endogenous_product_related_to,NCI,28
chemical_or_drug_affects_abnormal_cell,NCI,28
has_excluded_specimen,CPT,28
specimen_of_excluded,CPT,28
abnormal_cell_affected_by_chemical_or_drug,NCI,28
gene_product_has_abnormality,NCI,28
has_expanded_form,MDRITA,27
expanded_form_of,MDR,27
expanded_form_of,MDRSPA,27
expanded_form_of,MDRITA,27
expanded_form_of,MDRFRE,27
expanded_form_of,MDRDUT,27
expanded_form_of,MDRGER,27
expanded_form_of,MDRPOR,27
has_expanded_form,MDRCZE,27
expanded_form_of,MDRCZE,27
has_expanded_form,MDR,27
has_expanded_form,MDRHUN,27
expanded_form_of,MDRHUN,27
expanded_form_of,MDRRUS,27
has_expanded_form,MDRRUS,27
has_expanded_form,MDRKOR,27
expanded_form_of,MDRKOR,27
expanded_form_of,MDRBPO,27
has_expanded_form,MDRBPO,27
expanded_form_of,MDRSWE,27
expanded_form_of,MDRLAV,27
has_expanded_form,MDRPOL,27
expanded_form_of,MDRGRE,27
has_expanded_form,MDRGRE,27
expanded_form_of,MDRPOL,27
has_expanded_form,MDRARA,27
expanded_form_of,MDRARA,27
has_expanded_form,MDRSWE,27
has_expanded_form,MDRLAV,27
has_expanded_form,MDREST,27
expanded_form_of,MDREST,27
expanded_form_of,MDRFIN,27
has_expanded_form,MDRFIN,27
expanded_form_of,MDRLIT,27
expanded_form_of,MDRHRV,27
has_expanded_form,MDRHRV,27
has_expanded_form,MDRLIT,27
expanded_form_of,MDRISL,27
has_expanded_form,MDRISL,27
has_expanded_form,MDRNOR,27
expanded_form_of,MDRSLK,27
has_expanded_form,MDRSLV,27
expanded_form_of,MDRNOR,27
expanded_form_of,MDRSLV,27
has_expanded_form,MDRSLK,27
has_expanded_form,MDRPOR,27
has_expanded_form,MDRSPA,27
has_expanded_form,MDRDUT,27
has_expanded_form,MDRFRE,27
has_expanded_form,MDRGER,27
gene_is_biomarker_of,NCI,27
disease_is_marked_by_gene,NCI,27
uses_device,SNOMEDCT_VET,26
mth_british_form_of,ICF,26
mth_has_british_form,ICF,26
device_used_by,SNOMEDCT_VET,26
specimen_of,SNOMEDCT_VET,26
has_location,SNOMEDCT_US,26
has_location,SCTSPA,26
fuses_with,FMA,26
location_of,SNOMEDCT_US,26
location_of,SCTSPA,26
has_specimen,SNOMEDCT_VET,26
has_finding_informer,MEDCIN,25
pathological_process_of,MEDCIN,25
has_pathological_process,MEDCIN,25
finding_informer_of,MEDCIN,25
dose_form_of,MEDCIN,24
has_episodicity,MEDCIN,24
has_dose_form,MEDCIN,24
episodicity_of,MEDCIN,24
part_of,FMA,23
has_specimen_source_identity,SNOMEDCT_VET,23
has_part,FMA,23
specimen_source_identity_of,SNOMEDCT_VET,23
adjacent_to,FMA,22
happens_during,GO,22
revision_status_of,MEDCIN,22
has_count_of_active_ingredient,SNOMEDCT_US,22
has_count_of_active_ingredient,SCTSPA,22
has_revision_status,MEDCIN,22
count_of_active_ingredient_of,SNOMEDCT_US,22
count_of_active_ingredient_of,SCTSPA,22
inverse_happens_during,GO,22
develops_into,FMA,21
uses,MTHMST,21
used_by,MTHMST,21
has_specimen_source_topography,MEDCIN,21
develops_from,FMA,21
specimen_source_topography_of,MEDCIN,21
may_be_qualified_by,HL7V3.0,20
inferolateral_to,FMA,20
inferomedial_to,FMA,20
superomedial_to,FMA,20
superolateral_to,FMA,20
may_qualify,HL7V3.0,20
location_of,ULT,19
has_location,ULT,19
has_possibly_included_associated_finding,CPT,19
biological_process_involves_chemical_or_drug,NCI,19
chemical_or_drug_plays_role_in_biological_process,NCI,19
associated_finding_of_possibly_included,CPT,19
target_population_of,SNOMEDCT_US,19
target_population_of,SCTSPA,19
has_target_population,SNOMEDCT_US,19
has_target_population,SCTSPA,19
has_component,HL7V3.0,17
component_of,HL7V3.0,17
has_possibly_included_component,CPT,16
moved_from,SNOMEDCT_VET,16
procedure_may_have_partially_excised_anatomy,NCI,16
partially_excised_anatomy_may_have_procedure,NCI,16
component_of_possibly_included,CPT,16
moved_to,SNOMEDCT_VET,16
has_related_developmental_entity,FMA,15
related_developmental_entity_of,FMA,15
has_ped-pro-ctcae_attribute_value,NCI,15
is_ped-pro-ctcae_attribute_value_of,NCI,15
forms,FMA,15
formed_by,FMA,15
procedure_may_have_excised_anatomy,NCI,14
excised_anatomy_may_have_procedure,NCI,14
has_possibly_included_patient_type,CPT,14
patient_type_of_possibly_included,CPT,14
has_specimen_source_morphology,SNOMEDCT_VET,13
has_focus,SNOMEDCT_VET,13
development_type_of,FMA,13
surgical_extent_of_possibly_included,CPT,13
focus_of,SNOMEDCT_VET,13
has_possibly_included_surgical_extent,CPT,13
has_product_characteristic,SNOMEDCT_US,13
has_product_characteristic,SCTSPA,13
includes_sub_specimen,SNOMEDCT_VET,13
has_ingredient_qualitative_strength,SNOMEDCT_US,13
has_ingredient_qualitative_strength,SCTSPA,13
cell_type_is_associated_with_eo_disease,NCI,13
eo_disease_has_associated_cell_type,NCI,13
sub_specimen_included_by,SNOMEDCT_VET,13
specimen_source_morphology_of,SNOMEDCT_VET,13
has_development_type,FMA,13
product_characteristic_of,SNOMEDCT_US,13
ingredient_qualitative_strength_of,SNOMEDCT_US,13
product_characteristic_of,SCTSPA,13
ingredient_qualitative_strength_of,SCTSPA,13
uses_substance,SNOMEDCT_VET,12
intent_of,SNOMEDCT_VET,12
substance_used_by,SNOMEDCT_VET,12
has_intent,SNOMEDCT_VET,12
role_is_parent_of,NCI,11
role_has_parent,NCI,11
uses_energy,MEDCIN,10
owning_section_of,HL7V3.0,10
route_of_administration_of_possibly_included,CPT,10
has_data_element,NCI,10
degree_of,MTHMST,10
has_degree,MTHMST,10
has_possibly_included_route_of_administration,CPT,10
energy_used_by,MEDCIN,10
has_owning_section,HL7V3.0,10
data_element_of,NCI,10
has_excluded_associated_finding,CPT,9
diagnosed_by,MTHMST,9
has_excluded_patient_type,CPT,9
disease_may_have_normal_tissue_origin,NCI,9
patient_type_of_excluded,CPT,9
associated_finding_of_excluded,CPT,9
diagnoses,MTHMST,9
may_be_normal_tissue_origin_of_disease,NCI,9
supported_concept_relationship_in,HL7V3.0,9
has_supported_concept_relationship,HL7V3.0,9
has_active_metabolites,MED-RT,8
has_indirect_morphology,MEDCIN,8
active_metabolites_of,MED-RT,8
has_specimen_procedure,MEDCIN,8
has_course,SNOMEDCT_VET,8
has_stage,SNOMEDCT_US,8
has_stage,SCTSPA,8
course_of,SNOMEDCT_VET,8
has_ingredient_characteristic,SNOMEDCT_US,8
stage_of,SNOMEDCT_US,8
stage_of,SCTSPA,8
indirect_morphology_of,MEDCIN,8
specimen_procedure_of,MEDCIN,8
dependent_of,SNOMEDCT_US,8
has_dependent,SNOMEDCT_US,8
ingredient_characteristic_of,SNOMEDCT_US,8
adheres_to,FMA,7
method_of,MTHMST,7
has_adherent,FMA,7
has_filling,SNOMEDCT_US,7
has_filling,SCTSPA,7
has_method,MTHMST,7
filling_of,SNOMEDCT_US,7
filling_of,SCTSPA,7
fusion_of,FMA,7
has_fusion,FMA,7
is_modification_of,SNOMEDCT_VET,6
procedure_may_have_completely_excised_anatomy,NCI,6
has_modification,SNOMEDCT_VET,6
completely_excised_anatomy_may_have_procedure,NCI,6
merges_with,FMA,6
has_ingredient_characteristic,SCTSPA,6
ingredient_characteristic_of,SCTSPA,6
has_part,ULT,5
conceptual_part_of,MTHMST,5
part_of,ULT,5
surgical_extent_of_excluded,CPT,5
right_lateral_to,FMA,5
right_medial_to,FMA,5
left_lateral_to,FMA,5
left_medial_to,FMA,5
has_temporal_context,MEDCIN,5
has_excluded_surgical_extent,CPT,5
temporal_context_of,MEDCIN,5
has_conceptual_part,MTHMST,5
connection_type_of,FMA,4
relative_to_part_of,SCTSPA,4
relative_to_part_of,SNOMEDCT_US,4
owning_affiliate_of,HL7V3.0,4
inherent_3d_shape_of,FMA,4
manifestation_of,ULT,4
has_owning_affiliate,HL7V3.0,4
associated_with,MTHMST,4
mapped_to,HCDT,4
has_inherent_3d_shape,FMA,4
has_surface_characteristic,SNOMEDCT_US,4
has_surface_texture,SNOMEDCT_US,4
has_surface_characteristic,SCTSPA,4
has_surface_texture,SCTSPA,4
has_manifestation,ULT,4
has_connection_type,FMA,4
part_referred_to_by,SNOMEDCT_US,4
part_referred_to_by,SCTSPA,4
has_route_of_administration,SNOMEDCT_VET,4
mapped_from,HCDT,4
route_of_administration_of,SNOMEDCT_VET,4
surface_characteristic_of,SNOMEDCT_US,4
surface_texture_of,SNOMEDCT_US,4
surface_characteristic_of,SCTSPA,4
surface_texture_of,SCTSPA,4
allele_plays_role_in_metabolism_of_chemical_or_drug,NCI,3
result_of,ULT,3
full_grown_phenotype_of,FMA,3
has_result,ULT,3
has_excluded_component,CPT,3
component_of_excluded,CPT,3
regional_part_of,SNOMEDCT_US,3
regional_part_of,SCTSPA,3
has_full_grown_phenotype,FMA,3
anatomical_entity_observed_in,FMA,3
has_procedure_context,MEDCIN,3
chemical_or_drug_metabolism_is_associated_with_allele,NCI,3
procedure_context_of,MEDCIN,3
has_observed_anatomical_entity,FMA,3
has_regional_part,SNOMEDCT_US,3
has_regional_part,SCTSPA,3
towards,SCTSPA,2
towards,SNOMEDCT_US,2
procedure_has_imaged_anatomy,NCI,2
effect_may_be_inhibited_by,MED-RT,2
may_inhibit_effect_of,MED-RT,2
has_excluded_locale,CPT,2
has_subject_relationship_context,SNOMEDCT_VET,2
has_location,FMA,2
has_excluded_approach,CPT,2
subject_relationship_context_of,SNOMEDCT_VET,2
approach_of_excluded,CPT,2
treated_by,MTHMST,2
segmental_composition_of,FMA,2
treats,MTHMST,2
has_segmental_composition,FMA,2
has_direct_cell_shape,FMA,2
direct_cell_shape_of,FMA,2
imaged_anatomy_has_procedure,NCI,2
location_of,FMA,2
locale_of_excluded,CPT,2
away_from,SNOMEDCT_US,2
away_from,SCTSPA,2
has_result,MTHMST,1
has_germ_origin,FMA,1
before,SNOMEDCT_US,1
before,SCTSPA,1
result_of,MTHMST,1
has_possibly_included_panel_element,CPT,1
before,MEDCIN,1
external_to,FMA,1
form_of,MTH,1
panel_element_of_possibly_included,CPT,1
after,SNOMEDCT_US,1
after,SCTSPA,1
internal_to,FMA,1
inverse_ends_during,GO,1
ends_during,GO,1
germ_origin_of,FMA,1
has_finding_context,MEDCIN,1
route_of_administration_of_excluded,CPT,1
has_form,MTH,1
allele_absent_from_wild-type_chromosomal_location,NCI,1
has_excluded_route_of_administration,CPT,1
smaller_than,HL7V3.0,1
larger_than,HL7V3.0,1
has_finding_informer,SNOMEDCT_VET,1
chromosomal_location_of_wild-type_gene,NCI,1
qualifier_applies_to,NCI,1
is_qualified_by,NCI,1
finding_informer_of,SNOMEDCT_VET,1
finding_context_of,MEDCIN,1
after,MEDCIN,1
