CUI1,CUI2,RELA,SAB,CUI1_name,CUI2_name
C0010980,C4722090,has_therapeutic_class,MED-RT,dapsone,Dermatological Agents [TC]
C0011015,C0003392,has_therapeutic_class,MED-RT,daunorubicin,Antineoplastic Agents
C0011145,C4722027,has_therapeutic_class,MED-RT,deferoxamine,Blood Products/Modifiers/Volume Expanders [TC]
C0011148,C4722027,has_therapeutic_class,MED-RT,deferoxamine mesylate,Blood Products/Modifiers/Volume Expanders [TC]
C0011185,C4722030,has_therapeutic_class,MED-RT,prasterone,Genitourinary Agents [TC]
C0011276,C1136254,has_therapeutic_class,MED-RT,demeclocycline,Microbicides
C0011279,C4722091,has_therapeutic_class,MED-RT,nordazepam,Anxiolytics [TC]
C0011685,C0003289,has_therapeutic_class,MED-RT,desipramine,Antidepressive Agents
C0011689,C0003195,has_therapeutic_class,MED-RT,deslanoside,Anti-Arrhythmia Agents
C0011701,C0007220,has_therapeutic_class,MED-RT,desmopressin,Cardiovascular Agents
C0011705,C0003209,has_therapeutic_class,MED-RT,desonide,Anti-Inflammatory Agents
C0011705,C4722090,has_therapeutic_class,MED-RT,desonide,Dermatological Agents [TC]
C0011707,C0003209,has_therapeutic_class,MED-RT,desoximetasone,Anti-Inflammatory Agents
C0011707,C4722090,has_therapeutic_class,MED-RT,desoximetasone,Dermatological Agents [TC]
C0011777,C0003209,has_therapeutic_class,MED-RT,dexamethasone,Anti-Inflammatory Agents
C0011779,C0003209,has_therapeutic_class,MED-RT,dexamethasone isonicotinate,Anti-Inflammatory Agents
C0011786,C0007680,has_therapeutic_class,MED-RT,dexfenfluramine,Central Nervous System Agents
C0011793,C4722027,has_therapeutic_class,MED-RT,dextran 40,Blood Products/Modifiers/Volume Expanders [TC]
C0011795,C4722027,has_therapeutic_class,MED-RT,dextran 70,Blood Products/Modifiers/Volume Expanders [TC]
C0011796,C0358514,has_therapeutic_class,MED-RT,dextran 75,Diagnostic agents
C0011796,C4722027,has_therapeutic_class,MED-RT,dextran 75,Blood Products/Modifiers/Volume Expanders [TC]
C0011810,C0007680,has_therapeutic_class,MED-RT,dextroamphetamine sulfate,Central Nervous System Agents
C0011812,C0007680,has_therapeutic_class,MED-RT,dextroamphetamine,Central Nervous System Agents
C0011816,C0003449,has_therapeutic_class,MED-RT,dextromethorphan,Antitussive Agents
C0011824,C0007220,has_therapeutic_class,MED-RT,dextrothyroxine,Cardiovascular Agents
C0012004,C0358514,has_therapeutic_class,MED-RT,diatrizoate,Diagnostic agents
C0012005,C0358514,has_therapeutic_class,MED-RT,diatrizoate meglumine,Diagnostic agents
C0012007,C0358514,has_therapeutic_class,MED-RT,diatrizoate sodium,Diagnostic agents
C0012010,C4722091,has_therapeutic_class,MED-RT,diazepam,Anxiolytics [TC]
C0012022,C0007220,has_therapeutic_class,MED-RT,diazoxide,Cardiovascular Agents
C0012030,C0003289,has_therapeutic_class,MED-RT,dibenzepin,Antidepressive Agents
C0012050,C4722089,has_therapeutic_class,MED-RT,dibucaine,Analgesics [TC]
C0012086,C4722060,has_therapeutic_class,MED-RT,dichlorphenamide,Ophthalmic Agents [TC]
C0012093,C0279516,has_therapeutic_class,MED-RT,dicloxacillin,Anti-Bacterial Agents
C0012125,C0017173,has_therapeutic_class,MED-RT,dicyclomine,Gastrointestinal Agents
C0012125,C4722055,has_therapeutic_class,MED-RT,dicyclomine,Inflammatory Bowel Disease Agents [TC]
C0012132,C0003204,has_therapeutic_class,MED-RT,zalcitabine,Anti-Infective Agents
C0012133,C0003451,has_therapeutic_class,MED-RT,didanosine,Antiviral Agents
C0012145,C4722072,has_therapeutic_class,MED-RT,dienestrol,"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers) [TC]"
C0012191,C0003158,has_therapeutic_class,MED-RT,diethylcarbamazine,Anthelmintics
C0012201,C0007680,has_therapeutic_class,MED-RT,diethylpropion,Central Nervous System Agents
C0012203,C0003392,has_therapeutic_class,MED-RT,diethylstilbestrol,Antineoplastic Agents
C0012228,C0003209,has_therapeutic_class,MED-RT,diflunisal,Anti-Inflammatory Agents
C0012228,C4722089,has_therapeutic_class,MED-RT,diflunisal,Analgesics [TC]
C0012258,C0007220,has_therapeutic_class,MED-RT,digitoxin,Cardiovascular Agents
C0012265,C0007220,has_therapeutic_class,MED-RT,digoxin,Cardiovascular Agents
C0012271,C0007220,has_therapeutic_class,MED-RT,dihydralazine,Cardiovascular Agents
C0012288,C0007680,has_therapeutic_class,MED-RT,dihydroergocornine,Central Nervous System Agents
C0012289,C0007680,has_therapeutic_class,MED-RT,dihydroergocristine,Central Nervous System Agents
C0012290,C4722088,has_therapeutic_class,MED-RT,dihydroergocryptine,Antiparkinson Agents [TC]
C0012291,C4722036,has_therapeutic_class,MED-RT,dihydroergotamine,Antimigraine Agents [TC]
C0012294,C0007680,has_therapeutic_class,MED-RT,dihydroergotoxine,Central Nervous System Agents
C0012306,C4722089,has_therapeutic_class,MED-RT,hydromorphone,Analgesics [TC]
C0012319,C4722074,has_therapeutic_class,MED-RT,dihydrotachysterol,Metabolic Bone Disease Agents [TC]
C0012322,C4722090,has_therapeutic_class,MED-RT,dihydroxyacetone,Dermatological Agents [TC]
C0012341,C0003204,has_therapeutic_class,MED-RT,iodoquinol,Anti-Infective Agents
C0012373,C0007220,has_therapeutic_class,MED-RT,diltiazem,Cardiovascular Agents
C0012381,C0003297,has_therapeutic_class,MED-RT,dimenhydrinate,Antiemetics
C0012383,C4722427,has_therapeutic_class,MED-RT,dimercaprol,"Antidotes, Deterrents, and Toxicologic Agents [TC]"
C0012384,C4722427,has_therapeutic_class,MED-RT,succimer,"Antidotes, Deterrents, and Toxicologic Agents [TC]"
C0012472,C4722030,has_therapeutic_class,MED-RT,dinoprostone,Genitourinary Agents [TC]
C0012472,C4722430,has_therapeutic_class,MED-RT,dinoprostone,"Hormonal Agents, Stimulant [TC]"
C0012522,C0282686,has_therapeutic_class,MED-RT,diphenhydramine,Respiratory System Agents
C0012525,C0003292,has_therapeutic_class,MED-RT,diphenoxylate,Antidiarrheals
C0012551,C4722075,has_therapeutic_class,MED-RT,"diphtheria toxoid vaccine, inactivated",Immunological Agents [TC]
C0012582,C0007220,has_therapeutic_class,MED-RT,dipyridamole,Cardiovascular Agents
C0012694,C0017173,has_therapeutic_class,MED-RT,cromolyn sodium,Gastrointestinal Agents
C0012694,C0282686,has_therapeutic_class,MED-RT,cromolyn sodium,Respiratory System Agents
C0012695,C4722090,has_therapeutic_class,MED-RT,edetate disodium,Dermatological Agents [TC]
C0012702,C0003195,has_therapeutic_class,MED-RT,disopyramide,Anti-Arrhythmia Agents
C0012772,C0007680,has_therapeutic_class,MED-RT,disulfiram,Central Nervous System Agents
C0012792,C4722297,has_therapeutic_class,MED-RT,succinylcholine chloride,Skeletal Muscle Relaxants [TC]
C0012963,C0007220,has_therapeutic_class,MED-RT,dobutamine,Cardiovascular Agents
C0013015,C0003297,has_therapeutic_class,MED-RT,domperidone,Antiemetics
C0013030,C0007220,has_therapeutic_class,MED-RT,dopamine,Cardiovascular Agents
C0013065,C0003289,has_therapeutic_class,MED-RT,dothiepin,Antidepressive Agents
C0013065,C4722091,has_therapeutic_class,MED-RT,dothiepin,Anxiolytics [TC]
C0013084,C0007680,has_therapeutic_class,MED-RT,doxapram,Central Nervous System Agents
C0013084,C0282686,has_therapeutic_class,MED-RT,doxapram,Respiratory System Agents
C0013085,C0003289,has_therapeutic_class,MED-RT,doxepin,Antidepressive Agents
C0013089,C0003392,has_therapeutic_class,MED-RT,doxorubicin,Antineoplastic Agents
C0013090,C0279516,has_therapeutic_class,MED-RT,doxycycline,Anti-Bacterial Agents
C0013090,C4722029,has_therapeutic_class,MED-RT,doxycycline,Dental and Oral Agents [TC]
C0013092,C0282686,has_therapeutic_class,MED-RT,doxylamine,Respiratory System Agents
C0013136,C0003297,has_therapeutic_class,MED-RT,droperidol,Antiemetics
C0013254,C4722427,has_therapeutic_class,MED-RT,pentetic acid,"Antidotes, Deterrents, and Toxicologic Agents [TC]"
C0013340,C4721697,has_therapeutic_class,MED-RT,dydrogesterone,"Hormonal Agents, Stimulant/Replacement/Modifying (Adrenal) [TC]"
C0013360,C0282686,has_therapeutic_class,MED-RT,dyphylline,Respiratory System Agents
C0013530,C4722060,has_therapeutic_class,MED-RT,echothiophate iodide,Ophthalmic Agents [TC]
C0013547,C0003308,has_therapeutic_class,MED-RT,econazole,Antifungal Agents
C0013615,C4722059,has_therapeutic_class,MED-RT,edrophonium,Antimyasthenic Agents [TC]
C0013617,C4722059,has_therapeutic_class,MED-RT,edrophonium chloride,Antimyasthenic Agents [TC]
C0013618,C4722090,has_therapeutic_class,MED-RT,edetic acid,Dermatological Agents [TC]
C0013974,C0003404,has_therapeutic_class,MED-RT,emetine,Antiparasitic Agents
C0013974,C4722427,has_therapeutic_class,MED-RT,emetine,"Antidotes, Deterrents, and Toxicologic Agents [TC]"
C0014025,C0007220,has_therapeutic_class,MED-RT,enalapril,Cardiovascular Agents
C0014027,C0007220,has_therapeutic_class,MED-RT,enalaprilat,Cardiovascular Agents
C0014277,C4722058,has_therapeutic_class,MED-RT,enflurane,Anesthetics [TC]
C0014310,C0279516,has_therapeutic_class,MED-RT,enoxacin,Anti-Bacterial Agents
C0014479,C0007220,has_therapeutic_class,MED-RT,ephedrine,Cardiovascular Agents
C0014563,C0007220,has_therapeutic_class,MED-RT,epinephrine,Cardiovascular Agents
C0014582,C0003392,has_therapeutic_class,MED-RT,epirubicin,Antineoplastic Agents
C0014695,C4722074,has_therapeutic_class,MED-RT,ergocalciferol,Metabolic Bone Disease Agents [TC]
C0014704,C0007220,has_therapeutic_class,MED-RT,ergonovine,Cardiovascular Agents
C0014704,C4722030,has_therapeutic_class,MED-RT,ergonovine,Genitourinary Agents [TC]
C0014708,C0007680,has_therapeutic_class,MED-RT,"ergoloid mesylates, USP",Central Nervous System Agents
C0014710,C4722036,has_therapeutic_class,MED-RT,ergotamine,Antimigraine Agents [TC]
C0014757,C0007220,has_therapeutic_class,MED-RT,erythritol,Cardiovascular Agents
C0014758,C0007220,has_therapeutic_class,MED-RT,erythrityl tetranitrate,Cardiovascular Agents
C0014806,C1136254,has_therapeutic_class,MED-RT,erythromycin,Microbicides
C0014809,C1136254,has_therapeutic_class,MED-RT,erythromycin estolate,Microbicides
C0014810,C1136254,has_therapeutic_class,MED-RT,erythromycin ethylsuccinate,Microbicides
C0014892,C0007680,has_therapeutic_class,MED-RT,estazolam,Central Nervous System Agents
C0014892,C4722091,has_therapeutic_class,MED-RT,estazolam,Anxiolytics [TC]
C0014899,C4722072,has_therapeutic_class,MED-RT,estetrol,"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers) [TC]"
C0014912,C4722433,has_therapeutic_class,MED-RT,estradiol,"Hormonal Agents, Suppressant (Sex Hormones/Modifiers) [TC]"
C0014921,C0003392,has_therapeutic_class,MED-RT,estramustine,Antineoplastic Agents
C0014922,C0003392,has_therapeutic_class,MED-RT,estramustine phosphate sodium,Antineoplastic Agents
C0014938,C4722072,has_therapeutic_class,MED-RT,"estrogens, conjugated (USP)","Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers) [TC]"
C0014939,C4722072,has_therapeutic_class,MED-RT,estrogens,"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers) [TC]"
C0014942,C4722072,has_therapeutic_class,MED-RT,estrone,"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers) [TC]"
C0014963,C4722030,has_therapeutic_class,MED-RT,ethacrynic acid,Genitourinary Agents [TC]
C0014964,C0360390,has_therapeutic_class,MED-RT,ethambutol,Antimycobacterial agent
C0014987,C0007680,has_therapeutic_class,MED-RT,ethchlorvynol,Central Nervous System Agents
C0015011,C4722433,has_therapeutic_class,MED-RT,ethinyl estradiol,"Hormonal Agents, Suppressant (Sex Hormones/Modifiers) [TC]"
C0015018,C0358514,has_therapeutic_class,MED-RT,ethiodized oil,Diagnostic agents
C0015021,C0360390,has_therapeutic_class,MED-RT,ethionamide,Antimycobacterial agent
C0015042,C4722088,has_therapeutic_class,MED-RT,profenamine,Antiparkinson Agents [TC]
C0015043,C0003299,has_therapeutic_class,MED-RT,ethosuximide,Antiepileptic Agents
C0015046,C0003299,has_therapeutic_class,MED-RT,ethotoin,Antiepileptic Agents
C0015091,C0358514,has_therapeutic_class,MED-RT,ethylenediamine,Diagnostic agents
C0015099,C4722072,has_therapeutic_class,MED-RT,ethylestrenol,"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers) [TC]"
C0015117,C4722072,has_therapeutic_class,MED-RT,ethynodiol diacetate,"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers) [TC]"
C0015120,C4722058,has_therapeutic_class,MED-RT,etidocaine,Anesthetics [TC]
C0015121,C4722074,has_therapeutic_class,MED-RT,etidronic acid,Metabolic Bone Disease Agents [TC]
C0015131,C4722058,has_therapeutic_class,MED-RT,etomidate,Anesthetics [TC]
C0015133,C0003392,has_therapeutic_class,MED-RT,etoposide,Antineoplastic Agents
C0015137,C4722090,has_therapeutic_class,MED-RT,etretinate,Dermatological Agents [TC]
C0015153,C4722029,has_therapeutic_class,MED-RT,eugenol,Dental and Oral Agents [TC]
C0015491,C4722027,has_therapeutic_class,MED-RT,factor IX,Blood Products/Modifiers/Volume Expanders [TC]
C0015502,C4722027,has_therapeutic_class,MED-RT,factor VII,Blood Products/Modifiers/Volume Expanders [TC]
C0015505,C4722027,has_therapeutic_class,MED-RT,factor VIIa,Blood Products/Modifiers/Volume Expanders [TC]
C0015506,C4722027,has_therapeutic_class,MED-RT,factor VIII,Blood Products/Modifiers/Volume Expanders [TC]
C0015518,C4722027,has_therapeutic_class,MED-RT,factor X,Blood Products/Modifiers/Volume Expanders [TC]
C0015528,C4722027,has_therapeutic_class,MED-RT,factor XIII,Blood Products/Modifiers/Volume Expanders [TC]
C0015620,C0017173,has_therapeutic_class,MED-RT,famotidine,Gastrointestinal Agents
C0015772,C0007220,has_therapeutic_class,MED-RT,felodipine,Cardiovascular Agents
C0015820,C4722089,has_therapeutic_class,MED-RT,nefopam hydrochloride,Analgesics [TC]
C0015821,C0003308,has_therapeutic_class,MED-RT,fenbendazole,Antifungal Agents
C0015824,C0007220,has_therapeutic_class,MED-RT,fendiline,Cardiovascular Agents
C0015827,C0007680,has_therapeutic_class,MED-RT,fenfluramine,Central Nervous System Agents
C0015837,C0003191,has_therapeutic_class,MED-RT,fenoprofen,Antirheumatic Agents
C0015837,C0003209,has_therapeutic_class,MED-RT,fenoprofen,Anti-Inflammatory Agents
C0015837,C4722089,has_therapeutic_class,MED-RT,fenoprofen,Analgesics [TC]
C0015840,C0282686,has_therapeutic_class,MED-RT,fenoterol,Respiratory System Agents
C0015846,C4722089,has_therapeutic_class,MED-RT,fentanyl,Analgesics [TC]
C0016006,C4722027,has_therapeutic_class,MED-RT,fibrinogen,Blood Products/Modifiers/Volume Expanders [TC]
C0016225,C4722030,has_therapeutic_class,MED-RT,flavoxate,Genitourinary Agents [TC]
C0016229,C0003195,has_therapeutic_class,MED-RT,flecainide,Anti-Arrhythmia Agents
C0016267,C0279516,has_therapeutic_class,MED-RT,floxacillin,Anti-Bacterial Agents
C0016277,C0003308,has_therapeutic_class,MED-RT,fluconazole,Antifungal Agents
C0016278,C0003308,has_therapeutic_class,MED-RT,flucytosine,Antifungal Agents
C0016280,C4721697,has_therapeutic_class,MED-RT,fludrocortisone,"Hormonal Agents, Stimulant/Replacement/Modifying (Adrenal) [TC]"
C0016293,C0007680,has_therapeutic_class,MED-RT,flumazenil,Central Nervous System Agents
C0016294,C0003209,has_therapeutic_class,MED-RT,flumethasone,Anti-Inflammatory Agents
C0016294,C4722090,has_therapeutic_class,MED-RT,flumethasone,Dermatological Agents [TC]
C0016295,C0007220,has_therapeutic_class,MED-RT,flunarizine,Cardiovascular Agents
C0016296,C4722053,has_therapeutic_class,MED-RT,flunitrazepam,Sedatives/Hypnotics [TC]
C0016298,C0003209,has_therapeutic_class,MED-RT,fluocinolone acetonide,Anti-Inflammatory Agents
C0016298,C4722090,has_therapeutic_class,MED-RT,fluocinolone acetonide,Dermatological Agents [TC]
C0016299,C4722090,has_therapeutic_class,MED-RT,fluocinonide,Dermatological Agents [TC]
C0016301,C0003209,has_therapeutic_class,MED-RT,fluocortolone,Anti-Inflammatory Agents
C0016301,C4722090,has_therapeutic_class,MED-RT,fluocortolone,Dermatological Agents [TC]
C0016302,C0003209,has_therapeutic_class,MED-RT,fluocortolone caproate,Anti-Inflammatory Agents
C0016302,C4722090,has_therapeutic_class,MED-RT,fluocortolone caproate,Dermatological Agents [TC]
C0016304,C0003209,has_therapeutic_class,MED-RT,fluocortolone pivalate,Anti-Inflammatory Agents
C0016304,C4722090,has_therapeutic_class,MED-RT,fluocortolone pivalate,Dermatological Agents [TC]
C0016343,C0003392,has_therapeutic_class,MED-RT,floxuridine,Antineoplastic Agents
C0016351,C4722060,has_therapeutic_class,MED-RT,fluorometholone,Ophthalmic Agents [TC]
C0016360,C0003392,has_therapeutic_class,MED-RT,fluorouracil,Antineoplastic Agents
C0016365,C0003289,has_therapeutic_class,MED-RT,fluoxetine,Antidepressive Agents
C0016366,C4722072,has_therapeutic_class,MED-RT,fluoxymesterone,"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers) [TC]"
C0016367,C0040615,has_therapeutic_class,MED-RT,flupenthixol,Antipsychotic Agents
C0016368,C0040615,has_therapeutic_class,MED-RT,fluphenazine,Antipsychotic Agents
C0016369,C0003209,has_therapeutic_class,MED-RT,fluprednisolone,Anti-Inflammatory Agents
C0016369,C4722090,has_therapeutic_class,MED-RT,fluprednisolone,Dermatological Agents [TC]
C0016374,C4722090,has_therapeutic_class,MED-RT,flurandrenolide,Dermatological Agents [TC]
C0016375,C4722053,has_therapeutic_class,MED-RT,flurazepam,Sedatives/Hypnotics [TC]
C0016377,C0003191,has_therapeutic_class,MED-RT,flurbiprofen,Antirheumatic Agents
C0016377,C0003209,has_therapeutic_class,MED-RT,flurbiprofen,Anti-Inflammatory Agents
C0016383,C0040615,has_therapeutic_class,MED-RT,fluspirilene,Antipsychotic Agents
C0016384,C0003392,has_therapeutic_class,MED-RT,flutamide,Antineoplastic Agents
C0016388,C4722078,has_therapeutic_class,MED-RT,riboflavin 5'-phosphate,Therapeutic Nutrients/Minerals/Electrolytes [TC]
C0016410,C4722078,has_therapeutic_class,MED-RT,folic acid,Therapeutic Nutrients/Minerals/Electrolytes [TC]
C0016564,C4722090,has_therapeutic_class,MED-RT,formaldehyde,Dermatological Agents [TC]
C0016610,C0360390,has_therapeutic_class,MED-RT,fosfomycin,Antimycobacterial agent
C0016855,C0003204,has_therapeutic_class,MED-RT,furazolidone,Anti-Infective Agents
C0016860,C0007220,has_therapeutic_class,MED-RT,furosemide,Cardiovascular Agents
C0016967,C4722077,has_therapeutic_class,MED-RT,galantamine,Antidementia Agents [TC]
C0016972,C0007680,has_therapeutic_class,MED-RT,gallamine triethiodide,Central Nervous System Agents
C0016980,C0358514,has_therapeutic_class,MED-RT,gallium,Diagnostic agents
C0016986,C0003195,has_therapeutic_class,MED-RT,gallopamil,Anti-Arrhythmia Agents
C0017066,C0003451,has_therapeutic_class,MED-RT,ganciclovir,Antiviral Agents
C0017245,C0007220,has_therapeutic_class,MED-RT,gemfibrozil,Cardiovascular Agents
C0017440,C0003204,has_therapeutic_class,MED-RT,gentian violet,Anti-Infective Agents
C0017449,C1136254,has_therapeutic_class,MED-RT,oxytetracycline hydrochloride,Microbicides
C0017628,C4722052,has_therapeutic_class,MED-RT,glyburide,Blood Glucose Regulators [TC]
C0017642,C4722052,has_therapeutic_class,MED-RT,glipizide,Blood Glucose Regulators [TC]
