CUI1,CUI2,RELA,SAB,CUI1_name,CUI2_name
C0001268,C0279516,has_therapeutic_class,MED-RT,spectinomycin,Anti-Bacterial Agents
C0001275,C4722427,has_therapeutic_class,MED-RT,activated charcoal,"Antidotes, Deterrents, and Toxicologic Agents [TC]"
C0001367,C0003451,has_therapeutic_class,MED-RT,acyclovir,Antiviral Agents
C0001407,C4722078,has_therapeutic_class,MED-RT,adenine,Therapeutic Nutrients/Minerals/Electrolytes [TC]
C0001443,C0003195,has_therapeutic_class,MED-RT,adenosine,Anti-Arrhythmia Agents
C0001465,C0003195,has_therapeutic_class,MED-RT,adenosine monophosphate,Anti-Arrhythmia Agents
C0001636,C0007220,has_therapeutic_class,MED-RT,epinephrine hydrochloride,Cardiovascular Agents
C0001655,C4722430,has_therapeutic_class,MED-RT,corticotropin,"Hormonal Agents, Stimulant [TC]"
C0001714,C0279516,has_therapeutic_class,MED-RT,polymyxin B sulfate,Anti-Bacterial Agents
C0001898,C4722078,has_therapeutic_class,MED-RT,alanine,Therapeutic Nutrients/Minerals/Electrolytes [TC]
C0001911,C0003158,has_therapeutic_class,MED-RT,albendazole,Anthelmintics
C0001927,C0282686,has_therapeutic_class,MED-RT,albuterol,Respiratory System Agents
C0001962,C0003204,has_therapeutic_class,MED-RT,ethanol,Anti-Infective Agents
C0002026,C0007680,has_therapeutic_class,MED-RT,alfentanil,Central Nervous System Agents
C0002083,C4722090,has_therapeutic_class,MED-RT,allantoin,Dermatological Agents [TC]
C0002144,C0003191,has_therapeutic_class,MED-RT,allopurinol,Antirheumatic Agents
C0002260,C0003416,has_therapeutic_class,MED-RT,eflornithine,Antiprotozoal Agents
C0002327,C4722089,has_therapeutic_class,MED-RT,alphaprodine,Analgesics [TC]
C0002333,C0007680,has_therapeutic_class,MED-RT,alprazolam,Central Nervous System Agents
C0002334,C0007220,has_therapeutic_class,MED-RT,alprenolol,Cardiovascular Agents
C0002335,C4722030,has_therapeutic_class,MED-RT,alprostadil,Genitourinary Agents [TC]
C0002371,C0017173,has_therapeutic_class,MED-RT,aluminum hydroxide,Gastrointestinal Agents
C0002372,C0017173,has_therapeutic_class,MED-RT,aluminum hydroxide gel,Gastrointestinal Agents
C0002403,C0007680,has_therapeutic_class,MED-RT,amantadine,Central Nervous System Agents
C0002404,C0007680,has_therapeutic_class,MED-RT,amantadine sulfate,Central Nervous System Agents
C0002412,C4722059,has_therapeutic_class,MED-RT,ambenonium,Antimyasthenic Agents [TC]
C0002413,C4722059,has_therapeutic_class,MED-RT,ambenonium chloride,Antimyasthenic Agents [TC]
C0002435,C0279516,has_therapeutic_class,MED-RT,amdinocillin,Anti-Bacterial Agents
C0002475,C0003392,has_therapeutic_class,MED-RT,mitomycin,Antineoplastic Agents
C0002499,C0279516,has_therapeutic_class,MED-RT,amikacin,Anti-Bacterial Agents
C0002501,C0279516,has_therapeutic_class,MED-RT,amikacin sulfate,Anti-Bacterial Agents
C0002502,C0007220,has_therapeutic_class,MED-RT,amiloride,Cardiovascular Agents
C0002555,C0003392,has_therapeutic_class,MED-RT,aminoglutethimide,Antineoplastic Agents
C0002563,C0358514,has_therapeutic_class,MED-RT,aminolevulinic acid,Diagnostic agents
C0002575,C0282686,has_therapeutic_class,MED-RT,aminophylline,Respiratory System Agents
C0002598,C0003195,has_therapeutic_class,MED-RT,amiodarone,Anti-Arrhythmia Agents
C0002600,C0003289,has_therapeutic_class,MED-RT,amitriptyline,Antidepressive Agents
C0002615,C4722078,has_therapeutic_class,MED-RT,ammonium chloride,Therapeutic Nutrients/Minerals/Electrolytes [TC]
C0002640,C4722053,has_therapeutic_class,MED-RT,amobarbital,Sedatives/Hypnotics [TC]
C0002644,C0003289,has_therapeutic_class,MED-RT,amoxapine,Antidepressive Agents
C0002645,C0279516,has_therapeutic_class,MED-RT,amoxicillin,Anti-Bacterial Agents
C0002679,C0003308,has_therapeutic_class,MED-RT,amphotericin B,Antifungal Agents
C0002680,C0279516,has_therapeutic_class,MED-RT,ampicillin,Anti-Bacterial Agents
C0002697,C0007220,has_therapeutic_class,MED-RT,inamrinone,Cardiovascular Agents
C0002711,C0007220,has_therapeutic_class,MED-RT,amyl nitrite,Cardiovascular Agents
C0003009,C0007220,has_therapeutic_class,MED-RT,angiotensin II,Cardiovascular Agents
C0003143,C0282686,has_therapeutic_class,MED-RT,antazoline,Respiratory System Agents
C0003143,C4722060,has_therapeutic_class,MED-RT,antazoline,Ophthalmic Agents [TC]
C0003144,C0282686,has_therapeutic_class,MED-RT,antazoline phosphate,Respiratory System Agents
C0003144,C4722060,has_therapeutic_class,MED-RT,antazoline phosphate,Ophthalmic Agents [TC]
C0003166,C4722090,has_therapeutic_class,MED-RT,anthralin,Dermatological Agents [TC]
C0003420,C0003209,has_therapeutic_class,MED-RT,antipyrine,Anti-Inflammatory Agents
C0003420,C4722089,has_therapeutic_class,MED-RT,antipyrine,Analgesics [TC]
C0003596,C4722088,has_therapeutic_class,MED-RT,apomorphine,Antiparkinson Agents [TC]
C0003641,C4722027,has_therapeutic_class,MED-RT,aprotinin,Blood Products/Modifiers/Volume Expanders [TC]
C0003765,C4722078,has_therapeutic_class,MED-RT,arginine,Therapeutic Nutrients/Minerals/Electrolytes [TC]
C0003830,C4722088,has_therapeutic_class,MED-RT,trihexyphenidyl hydrochloride,Antiparkinson Agents [TC]
C0003968,C4722078,has_therapeutic_class,MED-RT,ascorbic acid,Therapeutic Nutrients/Minerals/Electrolytes [TC]
C0003993,C0003392,has_therapeutic_class,MED-RT,asparaginase,Antineoplastic Agents
C0004011,C4722078,has_therapeutic_class,MED-RT,aspartate magnesium hydrochloride,Therapeutic Nutrients/Minerals/Electrolytes [TC]
C0004037,C4722075,has_therapeutic_class,MED-RT,Aspergillus fumigatus,Immunological Agents [TC]
C0004057,C0003209,has_therapeutic_class,MED-RT,aspirin,Anti-Inflammatory Agents
C0004057,C4722089,has_therapeutic_class,MED-RT,aspirin,Analgesics [TC]
C0004147,C0007220,has_therapeutic_class,MED-RT,atenolol,Cardiovascular Agents
C0004234,C4722297,has_therapeutic_class,MED-RT,atracurium,Skeletal Muscle Relaxants [TC]
C0004235,C4722297,has_therapeutic_class,MED-RT,atracurium besylate,Skeletal Muscle Relaxants [TC]
C0004259,C0007680,has_therapeutic_class,MED-RT,atropine,Central Nervous System Agents
C0004261,C0017173,has_therapeutic_class,MED-RT,hyoscyamine sulfate,Gastrointestinal Agents
C0004320,C0003209,has_therapeutic_class,MED-RT,auranofin,Anti-Inflammatory Agents
C0004475,C0003392,has_therapeutic_class,MED-RT,azacitidine,Antineoplastic Agents
C0004482,C0003191,has_therapeutic_class,MED-RT,azathioprine,Antirheumatic Agents
C0004482,C0003209,has_therapeutic_class,MED-RT,azathioprine,Anti-Inflammatory Agents
C0004482,C4722075,has_therapeutic_class,MED-RT,azathioprine,Immunological Agents [TC]
C0004499,C0279516,has_therapeutic_class,MED-RT,azlocillin,Anti-Bacterial Agents
C0004521,C0279516,has_therapeutic_class,MED-RT,aztreonam,Anti-Bacterial Agents
C0004599,C0279516,has_therapeutic_class,MED-RT,bacitracin,Anti-Bacterial Agents
C0004609,C4722056,has_therapeutic_class,MED-RT,baclofen,Antispasticity Agents [TC]
C0004609,C4722297,has_therapeutic_class,MED-RT,baclofen,Skeletal Muscle Relaxants [TC]
C0004743,C4722053,has_therapeutic_class,MED-RT,barbital,Sedatives/Hypnotics [TC]
C0004743,C4722073,has_therapeutic_class,MED-RT,barbital,Anticonvulsants [TC]
C0004754,C0358514,has_therapeutic_class,MED-RT,barium sulfate,Diagnostic agents
C0004905,C0003209,has_therapeutic_class,MED-RT,beclomethasone,Anti-Inflammatory Agents
C0004906,C0003209,has_therapeutic_class,MED-RT,beclomethasone dipropionate,Anti-Inflammatory Agents
C0004954,C0007680,has_therapeutic_class,MED-RT,belladonna alkaloids,Central Nervous System Agents
C0004963,C0282686,has_therapeutic_class,MED-RT,diphenhydramine hydrochloride,Respiratory System Agents
C0004975,C0007220,has_therapeutic_class,MED-RT,bendroflumethiazide,Cardiovascular Agents
C0005013,C0040615,has_therapeutic_class,MED-RT,benperidol,Antipsychotic Agents
C0005025,C0279516,has_therapeutic_class,MED-RT,benzalkonium,Anti-Bacterial Agents
C0005026,C0279516,has_therapeutic_class,MED-RT,benzalkonium chloride,Anti-Bacterial Agents
C0005038,C0003404,has_therapeutic_class,MED-RT,lindane,Antiparasitic Agents
C0005059,C4722089,has_therapeutic_class,MED-RT,benzocaine,Analgesics [TC]
C0005088,C4722090,has_therapeutic_class,MED-RT,benzoyl peroxide,Dermatological Agents [TC]
C0005096,C0007680,has_therapeutic_class,MED-RT,benzphetamine,Central Nervous System Agents
C0005098,C4722088,has_therapeutic_class,MED-RT,benztropine,Antiparkinson Agents [TC]
C0005100,C0003404,has_therapeutic_class,MED-RT,benzyl alcohol,Antiparasitic Agents
C0005100,C4722090,has_therapeutic_class,MED-RT,benzyl alcohol,Dermatological Agents [TC]
C0005116,C0003195,has_therapeutic_class,MED-RT,bepridil,Anti-Arrhythmia Agents
C0005116,C0007220,has_therapeutic_class,MED-RT,bepridil,Cardiovascular Agents
C0005116,C3537168,has_therapeutic_class,MED-RT,bepridil,Antianginals
C0005304,C4722426,has_therapeutic_class,MED-RT,betaine,Enzyme Replacements/Modifiers [TC]
C0005308,C0003191,has_therapeutic_class,MED-RT,betamethasone,Antirheumatic Agents
C0005308,C0003392,has_therapeutic_class,MED-RT,betamethasone,Antineoplastic Agents
C0005308,C0007680,has_therapeutic_class,MED-RT,betamethasone,Central Nervous System Agents
C0005308,C0017173,has_therapeutic_class,MED-RT,betamethasone,Gastrointestinal Agents
C0005308,C0282686,has_therapeutic_class,MED-RT,betamethasone,Respiratory System Agents
C0005308,C4722030,has_therapeutic_class,MED-RT,betamethasone,Genitourinary Agents [TC]
C0005308,C4722060,has_therapeutic_class,MED-RT,betamethasone,Ophthalmic Agents [TC]
C0005308,C4722090,has_therapeutic_class,MED-RT,betamethasone,Dermatological Agents [TC]
C0005310,C0003191,has_therapeutic_class,MED-RT,betamethasone acetate,Antirheumatic Agents
C0005310,C0003392,has_therapeutic_class,MED-RT,betamethasone acetate,Antineoplastic Agents
C0005310,C0007680,has_therapeutic_class,MED-RT,betamethasone acetate,Central Nervous System Agents
C0005310,C0017173,has_therapeutic_class,MED-RT,betamethasone acetate,Gastrointestinal Agents
C0005310,C0282686,has_therapeutic_class,MED-RT,betamethasone acetate,Respiratory System Agents
C0005310,C4722030,has_therapeutic_class,MED-RT,betamethasone acetate,Genitourinary Agents [TC]
C0005310,C4722060,has_therapeutic_class,MED-RT,betamethasone acetate,Ophthalmic Agents [TC]
C0005310,C4722090,has_therapeutic_class,MED-RT,betamethasone acetate,Dermatological Agents [TC]
C0005311,C0003191,has_therapeutic_class,MED-RT,betamethasone benzoate,Antirheumatic Agents
C0005311,C0003392,has_therapeutic_class,MED-RT,betamethasone benzoate,Antineoplastic Agents
C0005311,C0007680,has_therapeutic_class,MED-RT,betamethasone benzoate,Central Nervous System Agents
C0005311,C0017173,has_therapeutic_class,MED-RT,betamethasone benzoate,Gastrointestinal Agents
C0005311,C0282686,has_therapeutic_class,MED-RT,betamethasone benzoate,Respiratory System Agents
C0005311,C4722030,has_therapeutic_class,MED-RT,betamethasone benzoate,Genitourinary Agents [TC]
C0005311,C4722060,has_therapeutic_class,MED-RT,betamethasone benzoate,Ophthalmic Agents [TC]
C0005311,C4722090,has_therapeutic_class,MED-RT,betamethasone benzoate,Dermatological Agents [TC]
C0005320,C0007220,has_therapeutic_class,MED-RT,betaxolol,Cardiovascular Agents
C0005320,C4722060,has_therapeutic_class,MED-RT,betaxolol,Ophthalmic Agents [TC]
C0005578,C4722088,has_therapeutic_class,MED-RT,biperiden,Antiparkinson Agents [TC]
C0005632,C0017173,has_therapeutic_class,MED-RT,bisacodyl,Gastrointestinal Agents
C0005642,C0017173,has_therapeutic_class,MED-RT,bismuth,Gastrointestinal Agents
C0005739,C0003392,has_therapeutic_class,MED-RT,bleomycin sulfate,Antineoplastic Agents
C0005740,C0003392,has_therapeutic_class,MED-RT,bleomycin,Antineoplastic Agents
C0006050,C4722056,has_therapeutic_class,MED-RT,botulinum toxin type A,Antispasticity Agents [TC]
C0006051,C4722297,has_therapeutic_class,MED-RT,botulinum toxin type B,Skeletal Muscle Relaxants [TC]
C0006168,C0007220,has_therapeutic_class,MED-RT,bretylium tosylate,Cardiovascular Agents
C0006213,C4722297,has_therapeutic_class,MED-RT,bromazepam,Skeletal Muscle Relaxants [TC]
C0006230,C4722088,has_therapeutic_class,MED-RT,bromocriptine,Antiparkinson Agents [TC]
C0006230,C4722432,has_therapeutic_class,MED-RT,bromocriptine,"Hormonal Agents, Suppressant [TC]"
C0006246,C0282686,has_therapeutic_class,MED-RT,brompheniramine,Respiratory System Agents
C0006376,C0007220,has_therapeutic_class,MED-RT,bumetanide,Cardiovascular Agents
C0006388,C4722060,has_therapeutic_class,MED-RT,levobunolol,Ophthalmic Agents [TC]
C0006400,C4722058,has_therapeutic_class,MED-RT,bupivacaine,Anesthetics [TC]
C0006403,C0007220,has_therapeutic_class,MED-RT,bupranolol,Cardiovascular Agents
C0006405,C0007680,has_therapeutic_class,MED-RT,buprenorphine,Central Nervous System Agents
C0006462,C0007680,has_therapeutic_class,MED-RT,buspirone,Central Nervous System Agents
C0006463,C0003392,has_therapeutic_class,MED-RT,busulfan,Antineoplastic Agents
C0006464,C4722053,has_therapeutic_class,MED-RT,butabarbital,Sedatives/Hypnotics [TC]
C0006491,C4722089,has_therapeutic_class,MED-RT,butorphanol,Analgesics [TC]
C0006644,C0007680,has_therapeutic_class,MED-RT,caffeine,Central Nervous System Agents
C0006674,C0017173,has_therapeutic_class,MED-RT,calcitriol,Gastrointestinal Agents
C0006675,C4722078,has_therapeutic_class,MED-RT,calcium,Therapeutic Nutrients/Minerals/Electrolytes [TC]
C0006681,C0017173,has_therapeutic_class,MED-RT,calcium carbonate,Gastrointestinal Agents
C0006686,C4722078,has_therapeutic_class,MED-RT,calcium chloride,Therapeutic Nutrients/Minerals/Electrolytes [TC]
C0006692,C4722427,has_therapeutic_class,MED-RT,edetate calcium disodium,"Antidotes, Deterrents, and Toxicologic Agents [TC]"
C0006699,C4722027,has_therapeutic_class,MED-RT,calcium gluconate,Blood Products/Modifiers/Volume Expanders [TC]
C0006699,C4722078,has_therapeutic_class,MED-RT,calcium gluconate,Therapeutic Nutrients/Minerals/Electrolytes [TC]
C0006700,C4722078,has_therapeutic_class,MED-RT,calcium glycerophosphate,Therapeutic Nutrients/Minerals/Electrolytes [TC]
C0006703,C0358514,has_therapeutic_class,MED-RT,calcium ipodate,Diagnostic agents
C0006711,C4722078,has_therapeutic_class,MED-RT,calcium phosphate,Therapeutic Nutrients/Minerals/Electrolytes [TC]
C0006724,C0003299,has_therapeutic_class,MED-RT,calcium valproate,Antiepileptic Agents
C0006809,C4722058,has_therapeutic_class,MED-RT,camphor,Anesthetics [TC]
C0006837,C0358514,has_therapeutic_class,MED-RT,Candida albicans,Diagnostic agents
C0006837,C4722075,has_therapeutic_class,MED-RT,Candida albicans,Immunological Agents [TC]
C0006863,C0007680,has_therapeutic_class,MED-RT,cannabidiol,Central Nervous System Agents
C0006886,C4722090,has_therapeutic_class,MED-RT,cantharidin,Dermatological Agents [TC]
C0006920,C0360390,has_therapeutic_class,MED-RT,capreomycin sulfate,Antimycobacterial agent
C0006931,C4722058,has_therapeutic_class,MED-RT,capsaicin,Anesthetics [TC]
C0006938,C0007220,has_therapeutic_class,MED-RT,captopril,Cardiovascular Agents
C0006945,C0007680,has_therapeutic_class,MED-RT,carbachol,Central Nervous System Agents
C0006949,C0003289,has_therapeutic_class,MED-RT,carbamazepine,Antidepressive Agents
C0006949,C0003299,has_therapeutic_class,MED-RT,carbamazepine,Antiepileptic Agents
C0006949,C0242911,has_therapeutic_class,MED-RT,carbamazepine,Antimanic Agents
C0006976,C0279516,has_therapeutic_class,MED-RT,carbenicillin,Anti-Bacterial Agents
C0006982,C0007680,has_therapeutic_class,MED-RT,carbidopa,Central Nervous System Agents
C0006982,C4722088,has_therapeutic_class,MED-RT,carbidopa,Antiparkinson Agents [TC]
C0007012,C4722078,has_therapeutic_class,MED-RT,carbon dioxide,Therapeutic Nutrients/Minerals/Electrolytes [TC]
C0007047,C4722030,has_therapeutic_class,MED-RT,carboprost,Genitourinary Agents [TC]
C0007068,C4722060,has_therapeutic_class,MED-RT,carboxymethylcellulose,Ophthalmic Agents [TC]
C0007072,C4722426,has_therapeutic_class,MED-RT,glucarpidase,Enzyme Replacements/Modifiers [TC]
C0007248,C0007680,has_therapeutic_class,MED-RT,carisoprodol,Central Nervous System Agents
C0007248,C4722297,has_therapeutic_class,MED-RT,carisoprodol,Skeletal Muscle Relaxants [TC]
C0007257,C0003392,has_therapeutic_class,MED-RT,carmustine,Antineoplastic Agents
C0007257,C4722075,has_therapeutic_class,MED-RT,carmustine,Immunological Agents [TC]
C0007258,C4722078,has_therapeutic_class,MED-RT,carnitine,Therapeutic Nutrients/Minerals/Electrolytes [TC]
C0007299,C0003195,has_therapeutic_class,MED-RT,carteolol,Anti-Arrhythmia Agents
C0007299,C3537168,has_therapeutic_class,MED-RT,carteolol,Antianginals
C0007300,C4722058,has_therapeutic_class,MED-RT,articaine hydrochloride,Anesthetics [TC]
C0007332,C4722075,has_therapeutic_class,MED-RT,caseins,Immunological Agents [TC]
C0007537,C0279516,has_therapeutic_class,MED-RT,cefaclor,Anti-Bacterial Agents
C0007538,C0279516,has_therapeutic_class,MED-RT,cefadroxil,Anti-Bacterial Agents
C0007541,C0279516,has_therapeutic_class,MED-RT,cefamandole,Anti-Bacterial Agents
C0007545,C0279516,has_therapeutic_class,MED-RT,cefatrizine,Anti-Bacterial Agents
C0007546,C0279516,has_therapeutic_class,MED-RT,cefazolin,Anti-Bacterial Agents
C0007550,C0279516,has_therapeutic_class,MED-RT,cefmetazole,Anti-Bacterial Agents
C0007552,C0279516,has_therapeutic_class,MED-RT,cefoperazone,Anti-Bacterial Agents
C0007554,C0279516,has_therapeutic_class,MED-RT,cefotaxime,Anti-Bacterial Agents
C0007555,C0279516,has_therapeutic_class,MED-RT,cefotetan,Anti-Bacterial Agents
C0007556,C0279516,has_therapeutic_class,MED-RT,cefotiam,Anti-Bacterial Agents
C0007557,C0279516,has_therapeutic_class,MED-RT,cefoxitin,Anti-Bacterial Agents
C0007558,C0279516,has_therapeutic_class,MED-RT,cefsulodin,Anti-Bacterial Agents
C0007559,C0279516,has_therapeutic_class,MED-RT,ceftazidime,Anti-Bacterial Agents
C0007560,C0279516,has_therapeutic_class,MED-RT,ceftizoxime,Anti-Bacterial Agents
C0007561,C0279516,has_therapeutic_class,MED-RT,ceftriaxone,Anti-Bacterial Agents
C0007562,C0279516,has_therapeutic_class,MED-RT,cefuroxime,Anti-Bacterial Agents
C0007716,C0279516,has_therapeutic_class,MED-RT,cephalexin,Anti-Bacterial Agents
C0007735,C0279516,has_therapeutic_class,MED-RT,cephalothin,Anti-Bacterial Agents
C0007737,C0279516,has_therapeutic_class,MED-RT,cephapirin,Anti-Bacterial Agents
C0007738,C0279516,has_therapeutic_class,MED-RT,cephradine,Anti-Bacterial Agents
C0007906,C4722029,has_therapeutic_class,MED-RT,cetylpyridinium,Dental and Oral Agents [TC]
C0007907,C4722029,has_therapeutic_class,MED-RT,cetylpyridinium chloride,Dental and Oral Agents [TC]
C0008163,C0003392,has_therapeutic_class,MED-RT,chlorambucil,Antineoplastic Agents
C0008168,C0279516,has_therapeutic_class,MED-RT,chloramphenicol,Anti-Bacterial Agents
C0008174,C4722073,has_therapeutic_class,MED-RT,clorazepate,Anticonvulsants [TC]
C0008174,C4722091,has_therapeutic_class,MED-RT,clorazepate,Anxiolytics [TC]
C0008183,C0282686,has_therapeutic_class,MED-RT,chlorcyclizine,Respiratory System Agents
C0008188,C0007680,has_therapeutic_class,MED-RT,chlordiazepoxide,Central Nervous System Agents
C0008196,C0003205,has_therapeutic_class,MED-RT,chlorhexidine,"Anti-Infective Agents, Local"
C0008197,C0003205,has_therapeutic_class,MED-RT,chlorhexidine acetate,"Anti-Infective Agents, Local"
C0008199,C0003205,has_therapeutic_class,MED-RT,chlorhexidine hydrochloride,"Anti-Infective Agents, Local"
C0008221,C4722053,has_therapeutic_class,MED-RT,chlormethiazole,Sedatives/Hypnotics [TC]
C0008223,C4722091,has_therapeutic_class,MED-RT,chlormezanone,Anxiolytics [TC]
C0008223,C4722297,has_therapeutic_class,MED-RT,chlormezanone,Skeletal Muscle Relaxants [TC]
C0008241,C0003374,has_therapeutic_class,MED-RT,proguanil,Antimalarials
C0008269,C0003374,has_therapeutic_class,MED-RT,chloroquine,Antimalarials
C0008269,C0003416,has_therapeutic_class,MED-RT,chloroquine,Antiprotozoal Agents
C0008273,C0007220,has_therapeutic_class,MED-RT,chlorothiazide,Cardiovascular Agents
C0008275,C0003392,has_therapeutic_class,MED-RT,chlorotrianisene,Antineoplastic Agents
C0008275,C4722072,has_therapeutic_class,MED-RT,chlorotrianisene,"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers) [TC]"
C0008280,C0007680,has_therapeutic_class,MED-RT,chlorphenesin,Central Nervous System Agents
C0008281,C0003209,has_therapeutic_class,MED-RT,chlorpheniramine,Anti-Inflammatory Agents
C0008286,C0007680,has_therapeutic_class,MED-RT,chlorpromazine,Central Nervous System Agents
C0008287,C0358514,has_therapeutic_class,MED-RT,chlorpropamide,Diagnostic agents
C0008290,C0040615,has_therapeutic_class,MED-RT,chlorprothixene,Antipsychotic Agents
C0008294,C0007220,has_therapeutic_class,MED-RT,chlorthalidone,Cardiovascular Agents
C0008296,C4722297,has_therapeutic_class,MED-RT,chlorzoxazone,Skeletal Muscle Relaxants [TC]
C0008318,C4722078,has_therapeutic_class,MED-RT,cholecalciferol,Therapeutic Nutrients/Minerals/Electrolytes [TC]
C0008402,C0007220,has_therapeutic_class,MED-RT,cholestyramine resin,Cardiovascular Agents
C0008466,C0003209,has_therapeutic_class,MED-RT,chondroitin sulfates,Anti-Inflammatory Agents
C0008574,C4722078,has_therapeutic_class,MED-RT,chromium,Therapeutic Nutrients/Minerals/Electrolytes [TC]
C0008777,C0279516,has_therapeutic_class,MED-RT,cilastatin,Anti-Bacterial Agents
C0008783,C0017173,has_therapeutic_class,MED-RT,cimetidine,Gastrointestinal Agents
C0008806,C0279516,has_therapeutic_class,MED-RT,cinoxacin,Anti-Bacterial Agents
C0008809,C1136254,has_therapeutic_class,MED-RT,ciprofloxacin,Microbicides
C0008838,C0003392,has_therapeutic_class,MED-RT,cisplatin,Antineoplastic Agents
C0008845,C0003289,has_therapeutic_class,MED-RT,citalopram,Antidepressive Agents
C0008846,C4722058,has_therapeutic_class,MED-RT,prilocaine hydrochloride,Anesthetics [TC]
C0008929,C0282686,has_therapeutic_class,MED-RT,clemastine,Respiratory System Agents
C0008947,C0279516,has_therapeutic_class,MED-RT,clindamycin,Anti-Bacterial Agents
C0008992,C0003209,has_therapeutic_class,MED-RT,clobetasol,Anti-Inflammatory Agents
C0008992,C4722090,has_therapeutic_class,MED-RT,clobetasol,Dermatological Agents [TC]
C0008996,C0360390,has_therapeutic_class,MED-RT,clofazimine,Antimycobacterial agent
C0009002,C0007220,has_therapeutic_class,MED-RT,clofibrate,Cardiovascular Agents
C0009008,C4722072,has_therapeutic_class,MED-RT,clomiphene,"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers) [TC]"
C0009010,C0003289,has_therapeutic_class,MED-RT,clomipramine,Antidepressive Agents
C0009011,C4722073,has_therapeutic_class,MED-RT,clonazepam,Anticonvulsants [TC]
C0009014,C4722089,has_therapeutic_class,MED-RT,clonidine,Analgesics [TC]
C0009025,C4722297,has_therapeutic_class,MED-RT,clopamide,Skeletal Muscle Relaxants [TC]
C0009033,C4722073,has_therapeutic_class,MED-RT,clorazepate dipotassium,Anticonvulsants [TC]
C0009033,C4722091,has_therapeutic_class,MED-RT,clorazepate dipotassium,Anxiolytics [TC]
C0009053,C4722090,has_therapeutic_class,MED-RT,collagenase Clostridium histolyticum,Dermatological Agents [TC]
C0009073,C4722053,has_therapeutic_class,MED-RT,clotiazepam,Sedatives/Hypnotics [TC]
C0009073,C4722091,has_therapeutic_class,MED-RT,clotiazepam,Anxiolytics [TC]
C0009074,C0003308,has_therapeutic_class,MED-RT,clotrimazole,Antifungal Agents
C0009077,C0279516,has_therapeutic_class,MED-RT,cloxacillin,Anti-Bacterial Agents
C0009079,C0040615,has_therapeutic_class,MED-RT,clozapine,Antipsychotic Agents
C0009137,C4722090,has_therapeutic_class,MED-RT,coal tar,Dermatological Agents [TC]
C0009148,C4722089,has_therapeutic_class,MED-RT,cobalt,Analgesics [TC]
C0009170,C4722058,has_therapeutic_class,MED-RT,cocaine,Anesthetics [TC]
C0009214,C4722089,has_therapeutic_class,MED-RT,codeine,Analgesics [TC]
C0009217,C4722089,has_therapeutic_class,MED-RT,codeine phosphate,Analgesics [TC]
C0009262,C4722035,has_therapeutic_class,MED-RT,colchicine,Antigout Agents [TC]
C0009279,C0007220,has_therapeutic_class,MED-RT,colestipol,Cardiovascular Agents
C0009315,C0279516,has_therapeutic_class,MED-RT,colistimethate,Anti-Bacterial Agents
C0009968,C4722078,has_therapeutic_class,MED-RT,copper,Therapeutic Nutrients/Minerals/Electrolytes [TC]
C0009968,C4722090,has_therapeutic_class,MED-RT,copper,Dermatological Agents [TC]
C0010137,C0003191,has_therapeutic_class,MED-RT,cortisone,Antirheumatic Agents
C0010137,C0003209,has_therapeutic_class,MED-RT,cortisone,Anti-Inflammatory Agents
C0010137,C0003392,has_therapeutic_class,MED-RT,cortisone,Antineoplastic Agents
C0010137,C0007220,has_therapeutic_class,MED-RT,cortisone,Cardiovascular Agents
C0010137,C0282686,has_therapeutic_class,MED-RT,cortisone,Respiratory System Agents
C0010137,C4722060,has_therapeutic_class,MED-RT,cortisone,Ophthalmic Agents [TC]
C0010137,C4722090,has_therapeutic_class,MED-RT,cortisone,Dermatological Agents [TC]
C0010137,C4722430,has_therapeutic_class,MED-RT,cortisone,"Hormonal Agents, Stimulant [TC]"
C0010192,C0358514,has_therapeutic_class,MED-RT,cosyntropin,Diagnostic agents
C0010192,C4722430,has_therapeutic_class,MED-RT,cosyntropin,"Hormonal Agents, Stimulant [TC]"
C0010523,C0003204,has_therapeutic_class,MED-RT,cyclacillin,Anti-Infective Agents
C0010547,C0003297,has_therapeutic_class,MED-RT,cyclizine,Antiemetics
C0010582,C4722060,has_therapeutic_class,MED-RT,cyclopentolate,Ophthalmic Agents [TC]
C0010583,C0003392,has_therapeutic_class,MED-RT,cyclophosphamide,Antineoplastic Agents
C0010590,C0279516,has_therapeutic_class,MED-RT,cycloserine,Anti-Bacterial Agents
C0010592,C4722075,has_therapeutic_class,MED-RT,cyclosporine,Immunological Agents [TC]
C0010620,C0282686,has_therapeutic_class,MED-RT,cyproheptadine,Respiratory System Agents
C0010648,C4722030,has_therapeutic_class,MED-RT,cysteamine,Genitourinary Agents [TC]
C0010711,C0003392,has_therapeutic_class,MED-RT,cytarabine,Antineoplastic Agents
C0010927,C0003392,has_therapeutic_class,MED-RT,dacarbazine,Antineoplastic Agents
C0010934,C0003392,has_therapeutic_class,MED-RT,dactinomycin,Antineoplastic Agents
C0010961,C0007220,has_therapeutic_class,MED-RT,danazol,Cardiovascular Agents
C0010961,C4722030,has_therapeutic_class,MED-RT,danazol,Genitourinary Agents [TC]
C0010976,C0007680,has_therapeutic_class,MED-RT,dantrolene,Central Nervous System Agents
C0010977,C0007680,has_therapeutic_class,MED-RT,dantrolene sodium,Central Nervous System Agents
