CUI1,CUI2,RELA,SAB
C1098510,C0040034,contraindicated_with_disease,MED-RT
C1099414,C0011615,may_treat,MED-RT
C1099456,C1269683,may_treat,MED-RT
C1099664,C0019087,contraindicated_with_disease,MED-RT
C1099664,C0040034,contraindicated_with_disease,MED-RT
C1099677,C0080274,contraindicated_with_disease,MED-RT
C1099677,C0150045,may_treat,MED-RT
C1099776,C0019693,may_prevent,MED-RT
C1099776,C0019693,may_treat,MED-RT
C1099777,C0003811,contraindicated_with_disease,MED-RT
C1099777,C0018991,contraindicated_with_disease,MED-RT
C1099777,C0023895,contraindicated_with_disease,MED-RT
C1099777,C0038454,contraindicated_with_disease,MED-RT
C1099777,C0149931,may_treat,MED-RT
C1100584,C0004610,may_treat,MED-RT
C1101751,C0023895,contraindicated_with_disease,MED-RT
C1101751,C1956346,may_prevent,MED-RT
C1101751,C1956346,may_treat,MED-RT
C1101838,C0023895,contraindicated_with_disease,MED-RT
C1101838,C1956346,may_prevent,MED-RT
C1110619,C0011849,contraindicated_with_disease,MED-RT
C1110619,C0019087,contraindicated_with_disease,MED-RT
C1113707,C0037268,may_prevent,MED-RT
C1113707,C0037268,may_treat,MED-RT
C1118156,C0027145,may_treat,MED-RT
C1118156,C0040156,contraindicated_with_disease,MED-RT
C1118156,C0040156,may_treat,MED-RT
C1118156,C0920350,may_treat,MED-RT
C1119918,C0005779,contraindicated_with_disease,MED-RT
C1119918,C0019087,contraindicated_with_disease,MED-RT
C1119918,C0036341,contraindicated_with_disease,MED-RT
C1119918,C0242350,may_treat,MED-RT
C1120106,C0004623,may_prevent,MED-RT
C1120106,C0004623,may_treat,MED-RT
C1120106,C0014836,may_treat,MED-RT
C1120106,C0042029,may_treat,MED-RT
C1120110,C0011849,contraindicated_with_disease,MED-RT
C1120386,C0026946,may_prevent,MED-RT
C1120386,C0026946,may_treat,MED-RT
C1120952,C0002453,may_treat,MED-RT
C1120952,C0007820,contraindicated_with_disease,MED-RT
C1120952,C0011849,contraindicated_with_disease,MED-RT
C1120952,C0023895,contraindicated_with_disease,MED-RT
C1121849,C0023976,contraindicated_with_disease,MED-RT
C1121991,C0038454,may_prevent,MED-RT
C1122087,C0003872,may_treat,MED-RT
C1122087,C0003873,may_treat,MED-RT
C1122087,C0009324,may_treat,MED-RT
C1122087,C0010346,may_treat,MED-RT
C1122087,C0038013,may_treat,MED-RT
C1122087,C0042164,may_treat,MED-RT
C1122087,C0162836,may_treat,MED-RT
C1122087,C3495559,may_treat,MED-RT
C1122338,C0014836,may_treat,MED-RT
C1122338,C0018081,may_treat,MED-RT
C1122338,C0023860,may_treat,MED-RT
C1122338,C0036117,may_treat,MED-RT
C1122338,C0042029,may_treat,MED-RT
C1122975,C0009806,may_treat,MED-RT
C1122975,C0013390,may_treat,MED-RT
C1122975,C0025322,may_treat,MED-RT
C1122975,C0035435,may_treat,MED-RT
C1134467,C0022602,may_treat,MED-RT
C1134659,C0030343,contraindicated_with_disease,MED-RT
C1134659,C0042164,contraindicated_with_disease,MED-RT
C1135132,C0027947,contraindicated_with_disease,MED-RT
C1135132,C0040034,contraindicated_with_disease,MED-RT
C1135662,C0010674,may_treat,MED-RT
C1136535,C0027947,may_prevent,MED-RT
C1136535,C0027947,may_treat,MED-RT
C1137427,C0002986,may_treat,MED-RT
C1137921,C0009806,may_treat,MED-RT
C1137921,C0016977,contraindicated_with_disease,MED-RT
C1137921,C0021843,contraindicated_with_disease,MED-RT
C1137921,C0022104,may_treat,MED-RT
C1137921,C0023895,contraindicated_with_disease,MED-RT
C1141639,C0010417,may_treat,MED-RT
C1141639,C0021361,may_treat,MED-RT
C1141639,C0376358,contraindicated_with_disease,MED-RT
C1142738,C0026946,may_prevent,MED-RT
C1142738,C0026946,may_treat,MED-RT
C1142738,C0031154,may_treat,MED-RT
C1142985,C0020445,may_treat,MED-RT
C1143018,C0008311,may_treat,MED-RT
C1144149,C0026764,may_treat,MED-RT
C1144149,C3463824,may_treat,MED-RT
C1144149,C4721414,may_treat,MED-RT
C1144403,C0004623,may_prevent,MED-RT
C1144403,C0004623,may_treat,MED-RT
C1144481,C0023895,contraindicated_with_disease,MED-RT
C1145666,C0003950,may_treat,MED-RT
C1145666,C0027583,may_treat,MED-RT
C1145666,C0086227,may_treat,MED-RT
C1145701,C0004030,may_treat,MED-RT
C1145701,C0005716,may_treat,MED-RT
C1145701,C0009186,may_treat,MED-RT
C1145701,C0010692,may_treat,MED-RT
C1145701,C0019655,may_treat,MED-RT
C1145701,C0026946,may_prevent,MED-RT
C1145701,C0026946,may_treat,MED-RT
C1145701,C0027947,may_treat,MED-RT
C1145701,C0030409,may_treat,MED-RT
C1145701,C0031154,may_treat,MED-RT
C1145701,C0038034,may_treat,MED-RT
C1145701,C0042029,may_treat,MED-RT
C1145701,C0043541,may_treat,MED-RT
C1145701,C0085082,may_treat,MED-RT
C1145760,C0023895,contraindicated_with_disease,MED-RT
C1165353,C0011175,contraindicated_with_disease,MED-RT
C1165353,C0020456,contraindicated_with_disease,MED-RT
C1165353,C0020615,may_treat,MED-RT
C1165377,C0009806,may_treat,MED-RT
C1165377,C0020598,contraindicated_with_disease,MED-RT
C1165377,C0034063,contraindicated_with_disease,MED-RT
C1166177,C0042109,may_treat,MED-RT
C1169997,C0003469,contraindicated_with_disease,MED-RT
C1169997,C0017601,contraindicated_with_disease,MED-RT
C1169997,C0040517,contraindicated_with_disease,MED-RT
C1169997,C1263846,may_treat,MED-RT
C1170011,C0020456,may_prevent,MED-RT
C1170011,C0020456,may_treat,MED-RT
C1170011,C0020615,contraindicated_with_disease,MED-RT
C1170741,C1263846,may_treat,MED-RT
C1170742,C0035460,may_treat,MED-RT
C1170743,C0003469,contraindicated_with_disease,MED-RT
C1170743,C0017601,contraindicated_with_disease,MED-RT
C1170743,C0040517,contraindicated_with_disease,MED-RT
C1170743,C1263846,may_treat,MED-RT
C1170745,C0014836,may_treat,MED-RT
C1170745,C0042029,may_treat,MED-RT
C1170746,C1269683,may_treat,MED-RT
C1170754,C0003811,contraindicated_with_disease,MED-RT
C1170754,C0018801,contraindicated_with_disease,MED-RT
C1170754,C0036341,may_treat,MED-RT
C1170754,C0040517,may_treat,MED-RT
C1171274,C0017612,may_treat,MED-RT
C1171274,C0028840,may_treat,MED-RT
C1172636,C0004623,may_prevent,MED-RT
C1172636,C0004623,may_treat,MED-RT
C1172734,C0010346,may_treat,MED-RT
C1172734,C0023524,contraindicated_with_disease,MED-RT
C1172734,C0026769,may_treat,MED-RT
C1174779,C0020615,contraindicated_with_disease,MED-RT
C1174779,C0152020,contraindicated_with_disease,MED-RT
C1174893,C0042109,may_treat,MED-RT
C1174995,C0033860,may_treat,MED-RT
C1176020,C0238198,may_treat,MED-RT
C1176306,C0042963,may_prevent,MED-RT
C1176308,C0023895,contraindicated_with_disease,MED-RT
C1176308,C0546884,contraindicated_with_disease,MED-RT
C1176309,C0026764,may_treat,MED-RT
C1176309,C4721414,may_treat,MED-RT
C1176329,C1800706,contraindicated_with_disease,MED-RT
C1178484,C0003469,may_treat,MED-RT
C1178484,C0037383,may_treat,MED-RT
C1178484,C0042109,may_treat,MED-RT
C1178489,C0003811,contraindicated_with_disease,MED-RT
C1178489,C0021831,contraindicated_with_disease,MED-RT
C1178489,C0023895,contraindicated_with_disease,MED-RT
C1178489,C0038454,contraindicated_with_disease,MED-RT
C1178489,C0149931,may_treat,MED-RT
C1178580,C0010200,may_treat,MED-RT
C1178580,C0016204,may_treat,MED-RT
C1178580,C0266015,may_treat,MED-RT
C1260199,C0020598,contraindicated_with_disease,MED-RT
C1260298,C0004610,may_treat,MED-RT
C1260298,C0004623,may_prevent,MED-RT
C1260298,C0004623,may_treat,MED-RT
C1260298,C0014836,may_treat,MED-RT
C1268876,C0001621,contraindicated_with_disease,MED-RT
C1268876,C0029927,contraindicated_with_disease,MED-RT
C1268876,C0040128,contraindicated_with_disease,MED-RT
C1271551,C0003811,contraindicated_with_disease,MED-RT
C1271551,C0030920,contraindicated_with_disease,MED-RT
C1271551,C0034067,may_treat,MED-RT
C1271607,C0021361,may_treat,MED-RT
C1273036,C0004576,may_treat,MED-RT
C1273036,C0019061,contraindicated_with_disease,MED-RT
C1273036,C0024535,may_treat,MED-RT
C1273036,C0026896,contraindicated_with_disease,MED-RT
C1273036,C0029134,contraindicated_with_disease,MED-RT
C1273036,C0032984,contraindicated_with_disease,MED-RT
C1273036,C0040034,contraindicated_with_disease,MED-RT
C1273036,C0040264,contraindicated_with_disease,MED-RT
C1273043,C0006625,may_treat,MED-RT
C1273043,C0018801,may_treat,MED-RT
C1273043,C0032897,contraindicated_with_disease,MED-RT
C1273043,C0032897,may_treat,MED-RT
C1273043,C0041408,may_treat,MED-RT
C1273044,C0006625,may_treat,MED-RT
C1273044,C0018801,may_treat,MED-RT
C1273044,C0032897,contraindicated_with_disease,MED-RT
C1273044,C0032897,may_treat,MED-RT
C1273044,C0041408,may_treat,MED-RT
C1274086,C0015393,may_treat,MED-RT
C1289957,C0013390,may_treat,MED-RT
C1289957,C0018099,may_treat,MED-RT
C1289957,C0029408,may_treat,MED-RT
C1289957,C0030920,contraindicated_with_disease,MED-RT
C1289972,C0003811,contraindicated_with_disease,MED-RT
C1289972,C0018801,contraindicated_with_disease,MED-RT
C1289972,C0027947,contraindicated_with_disease,MED-RT
C1289972,C0030312,contraindicated_with_disease,MED-RT
C1289972,C0040034,contraindicated_with_disease,MED-RT
C1302030,C0267963,may_treat,MED-RT
C1302054,C0023786,may_treat,MED-RT
C1306772,C0034067,may_treat,MED-RT
C1307126,C0042974,may_treat,MED-RT
C1313386,C0020456,may_treat,MED-RT
C1313386,C0020615,contraindicated_with_disease,MED-RT
C1313616,C0038454,contraindicated_with_disease,MED-RT
C1318649,C0220994,may_treat,MED-RT
C1321596,C0017205,may_treat,MED-RT
C1321598,C0042850,may_treat,MED-RT
C1321643,C0042109,may_treat,MED-RT
C1321744,C0004623,may_prevent,MED-RT
C1321744,C0004623,may_treat,MED-RT
C1321744,C0033740,may_prevent,MED-RT
C1321744,C0033740,may_treat,MED-RT
C1321744,C0042029,may_treat,MED-RT
C1321982,C0010200,may_treat,MED-RT
C1321982,C0021843,contraindicated_with_disease,MED-RT
C1323100,C0002395,may_prevent,MED-RT
C1323100,C0002395,may_treat,MED-RT
C1323100,C0002878,may_prevent,MED-RT
C1323100,C0002878,may_treat,MED-RT
C1323100,C0042875,may_prevent,MED-RT
C1323100,C0042875,may_treat,MED-RT
C1328071,C0002871,may_treat,MED-RT
C1330620,C0021843,contraindicated_with_disease,MED-RT
C1330620,C0030920,contraindicated_with_disease,MED-RT
C1330620,C0035460,may_treat,MED-RT
C1330620,C0041969,contraindicated_with_disease,MED-RT
C1330620,C0042109,may_treat,MED-RT
C1330622,C0023895,contraindicated_with_disease,MED-RT
C1330622,C0025322,may_treat,MED-RT
C1330622,C0085215,may_treat,MED-RT
C1331034,C0017601,contraindicated_with_disease,MED-RT
C1331034,C0027404,may_treat,MED-RT
C1331034,C1263846,may_treat,MED-RT
C1331203,C0021843,contraindicated_with_disease,MED-RT
C1331203,C0030920,contraindicated_with_disease,MED-RT
C1331203,C0035460,may_treat,MED-RT
C1337140,C0014836,may_treat,MED-RT
C1337140,C0021099,may_treat,MED-RT
C1337140,C0042029,may_treat,MED-RT
C1337241,C0014868,may_treat,MED-RT
C1337241,C0017168,may_treat,MED-RT
C1337241,C0018834,may_treat,MED-RT
C1337242,C0020598,contraindicated_with_disease,MED-RT
C1337395,C0018133,may_treat,MED-RT
C1365510,C0028768,may_treat,MED-RT
C1365510,C0038436,may_treat,MED-RT
C1365510,C0349231,may_treat,MED-RT
C1369325,C0003811,may_treat,MED-RT
C1372952,C0005779,contraindicated_with_disease,MED-RT
C1372952,C0008049,contraindicated_with_disease,MED-RT
C1372952,C0008049,may_prevent,MED-RT
C1372952,C0009447,contraindicated_with_disease,MED-RT
C1372952,C0032984,contraindicated_with_disease,MED-RT
C1372952,C0040034,contraindicated_with_disease,MED-RT
C1375516,C0025007,may_prevent,MED-RT
C1383389,C0002438,may_treat,MED-RT
C1383389,C0003873,may_treat,MED-RT
C1383389,C0024530,may_prevent,MED-RT
C1383389,C0024530,may_treat,MED-RT
C1383389,C0024535,may_treat,MED-RT
C1383389,C0030807,may_treat,MED-RT
C1383389,C0033860,contraindicated_with_disease,MED-RT
C1383389,C0035309,contraindicated_with_disease,MED-RT
C1383389,C0036421,may_treat,MED-RT
C1434792,C0019693,may_prevent,MED-RT
C1434792,C0019693,may_treat,MED-RT
C1435749,C0026764,may_treat,MED-RT
C1445421,C0011849,contraindicated_with_disease,MED-RT
C1445421,C0019087,contraindicated_with_disease,MED-RT
C1445424,C0019087,contraindicated_with_disease,MED-RT
C1445426,C0019087,contraindicated_with_disease,MED-RT
C1445427,C0019087,contraindicated_with_disease,MED-RT
C1445698,C0040034,contraindicated_with_disease,MED-RT
C1450857,C0024530,may_prevent,MED-RT
C1450857,C0024530,may_treat,MED-RT
C1451502,C0017612,may_treat,MED-RT
C1451733,C0018834,may_treat,MED-RT
C1451733,C0020598,may_treat,MED-RT
C1451975,C0220756,may_treat,MED-RT
C1451975,C0524851,may_treat,MED-RT
C1453642,C0004623,may_prevent,MED-RT
C1453642,C0004623,may_treat,MED-RT
C1455147,C0023448,may_treat,MED-RT
C1455147,C0023470,may_treat,MED-RT
C1456408,C0025268,contraindicated_with_disease,MED-RT
C1456408,C0025269,contraindicated_with_disease,MED-RT
C1456409,C0019693,may_prevent,MED-RT
C1456409,C0019693,may_treat,MED-RT
C1505020,C0003469,may_treat,MED-RT
C1505020,C1269683,may_treat,MED-RT
C1509436,C0080274,contraindicated_with_disease,MED-RT
C1509436,C0150045,may_treat,MED-RT
C1509560,C0019158,contraindicated_with_disease,MED-RT
C1509560,C0024473,may_prevent,MED-RT
C1509560,C0024473,may_treat,MED-RT
C1509932,C0007302,may_treat,MED-RT
C1509932,C0029408,may_treat,MED-RT
C1516119,C2239176,may_treat,MED-RT
C1522690,C0003811,contraindicated_with_disease,MED-RT
C1522690,C0018801,contraindicated_with_disease,MED-RT
C1522690,C0019829,may_treat,MED-RT
C1522690,C0027947,contraindicated_with_disease,MED-RT
C1522690,C0036220,may_treat,MED-RT
C1522690,C0040034,contraindicated_with_disease,MED-RT
C1529400,C0033075,may_treat,MED-RT
C1530072,C1269683,may_treat,MED-RT
C1530889,C0036992,may_treat,MED-RT
C1533126,C1269683,may_treat,MED-RT
C1533643,C0004623,may_treat,MED-RT
C1541483,C0026896,may_treat,MED-RT
C1564716,C0002962,may_treat,MED-RT
C1564716,C0003811,may_treat,MED-RT
C1566826,C0019693,may_prevent,MED-RT
C1566826,C0019693,may_treat,MED-RT
C1571574,C0006142,contraindicated_with_disease,MED-RT
C1571574,C0023895,contraindicated_with_disease,MED-RT
C1571583,C0038454,may_prevent,MED-RT
C1572407,C0019087,contraindicated_with_disease,MED-RT
C1572489,C0009806,may_treat,MED-RT
C1572489,C0013537,may_treat,MED-RT
C1572489,C0019158,contraindicated_with_disease,MED-RT
C1572489,C0024473,may_prevent,MED-RT
C1572489,C0024473,may_treat,MED-RT
C1572489,C0032914,may_treat,MED-RT
C1572489,C0040479,may_treat,MED-RT
C1572489,C0042510,may_treat,MED-RT
C1576966,C0011615,may_treat,MED-RT
C1576966,C0018133,may_prevent,MED-RT
C1576966,C0018133,may_treat,MED-RT
C1577018,C0003873,contraindicated_with_disease,MED-RT
C1577018,C0003873,may_treat,MED-RT
C1577018,C0018133,may_prevent,MED-RT
C1577018,C0024141,may_treat,MED-RT
C1577018,C0026896,may_treat,MED-RT
C1577018,C0033860,contraindicated_with_disease,MED-RT
C1577018,C0033860,may_treat,MED-RT
C1577176,C0080274,contraindicated_with_disease,MED-RT
C1577176,C0150045,may_treat,MED-RT
C1577176,C0152020,contraindicated_with_disease,MED-RT
C1579318,C0014057,may_prevent,MED-RT
C1579389,C0034067,may_treat,MED-RT
C1601311,C0010200,may_prevent,MED-RT
C1601311,C0010200,may_treat,MED-RT
C1601983,C0017601,contraindicated_with_disease,MED-RT
C1601983,C0027404,may_treat,MED-RT
C1601983,C1263846,may_treat,MED-RT
C1608841,C0003872,may_treat,MED-RT
C1608841,C0009324,may_treat,MED-RT
C1608841,C0010346,may_treat,MED-RT
C1608841,C0033860,may_treat,MED-RT
C1609165,C0003873,may_treat,MED-RT
C1609165,C0948245,may_treat,MED-RT
C1609165,C3495559,may_treat,MED-RT
C1609931,C0017531,may_treat,MED-RT
C1619629,C0006826,contraindicated_with_disease,MED-RT
C1619629,C0040034,contraindicated_with_disease,MED-RT
C1619629,C3463824,contraindicated_with_disease,MED-RT
C1619962,C0018133,may_prevent,MED-RT
C1619966,C0003872,may_treat,MED-RT
C1619966,C0003873,may_treat,MED-RT
C1619966,C3495559,may_treat,MED-RT
C1620287,C0030920,contraindicated_with_disease,MED-RT
C1620287,C0038454,contraindicated_with_disease,MED-RT
C1646276,C0027430,may_prevent,MED-RT
C1648700,C0220994,contraindicated_with_disease,MED-RT
C1653590,C0027412,may_treat,MED-RT
C1653590,C0035204,may_treat,MED-RT
C1654782,C0010200,may_treat,MED-RT
C1654782,C0021843,contraindicated_with_disease,MED-RT
C1655015,C0024591,contraindicated_with_disease,MED-RT
C1657054,C0009806,may_treat,MED-RT
C1657054,C0020598,contraindicated_with_disease,MED-RT
C1657054,C0034063,contraindicated_with_disease,MED-RT
C1657077,C0018790,may_treat,MED-RT
C1657077,C0020598,may_treat,MED-RT
C1657077,C0042510,contraindicated_with_disease,MED-RT
C1657537,C0011175,contraindicated_with_disease,MED-RT
C1657537,C0020456,contraindicated_with_disease,MED-RT
C1657537,C0020615,may_treat,MED-RT
C1658209,C0009324,may_treat,MED-RT
C1658209,C0022568,may_treat,MED-RT
C1658209,C0023418,may_treat,MED-RT
C1658209,C0024141,may_treat,MED-RT
C1658209,C0026948,may_treat,MED-RT
C1658209,C0027430,may_prevent,MED-RT
C1658209,C0030807,may_treat,MED-RT
C1658209,C0035435,may_treat,MED-RT
C1658209,C0036202,may_treat,MED-RT
C1658209,C0038013,may_treat,MED-RT
C1658209,C0040147,may_treat,MED-RT
C1658209,C0041322,contraindicated_with_disease,MED-RT
C1658209,C0041327,may_treat,MED-RT
C1658209,C0042963,may_prevent,MED-RT
C1658209,C0042963,may_treat,MED-RT
C1667052,C0019693,may_treat,MED-RT
C1676709,C2239176,may_treat,MED-RT
C1678805,C0003872,may_treat,MED-RT
C1684405,C0009806,may_treat,MED-RT
C1684405,C0021843,contraindicated_with_disease,MED-RT
C1684405,C0022104,may_treat,MED-RT
C1685365,C0018801,contraindicated_with_disease,MED-RT
C1685365,C0018801,may_treat,MED-RT
C1685365,C0020649,contraindicated_with_disease,MED-RT
C1685365,C0023895,contraindicated_with_disease,MED-RT
C1690432,C0020598,contraindicated_with_disease,MED-RT
C1692318,C0000737,contraindicated_with_disease,MED-RT
C1692318,C0009806,may_prevent,MED-RT
C1692318,C0009806,may_treat,MED-RT
C1692318,C0021843,contraindicated_with_disease,MED-RT
C1692318,C0042963,contraindicated_with_disease,MED-RT
C1698215,C0004245,contraindicated_with_disease,MED-RT
C1699236,C0023895,contraindicated_with_disease,MED-RT
C1699236,C0025322,may_treat,MED-RT
C1699236,C0085215,may_treat,MED-RT
C1699926,C0004245,contraindicated_with_disease,MED-RT
C1699926,C0018801,contraindicated_with_disease,MED-RT
C1699926,C0038454,contraindicated_with_disease,MED-RT
C1699926,C0151744,contraindicated_with_disease,MED-RT
C1700683,C0035258,may_treat,MED-RT
C1700685,C0238198,may_treat,MED-RT
C1700730,C0042963,may_prevent,MED-RT
C1703334,C0004623,may_prevent,MED-RT
C1703334,C0004623,may_treat,MED-RT
C1703334,C0021099,may_treat,MED-RT
C1705480,C0011848,may_treat,MED-RT
C1705480,C0042510,may_treat,MED-RT
C1705480,C0042514,may_treat,MED-RT
C1707321,C0014836,may_treat,MED-RT
C1707321,C0021099,may_treat,MED-RT
C1707321,C0042029,may_treat,MED-RT
C1708156,C3463824,may_treat,MED-RT
C1709373,C0003873,may_treat,MED-RT
C1709373,C0005779,contraindicated_with_disease,MED-RT
C1709373,C0018801,contraindicated_with_disease,MED-RT
C1709373,C0023895,contraindicated_with_disease,MED-RT
C1709373,C0029408,may_treat,MED-RT
C1709373,C3495559,may_treat,MED-RT
C1714006,C0085605,contraindicated_with_disease,MED-RT
C1714006,C0149931,contraindicated_with_disease,MED-RT
C1718383,C0023895,contraindicated_with_disease,MED-RT
C1721288,C0021843,contraindicated_with_disease,MED-RT
C1721377,C0020621,contraindicated_with_disease,MED-RT
C1721377,C0023976,contraindicated_with_disease,MED-RT
C1722260,C0034067,may_treat,MED-RT
C1722267,C0018524,may_treat,MED-RT
C1723401,C0024141,may_treat,MED-RT
C1725449,C0018801,may_treat,MED-RT
C1725449,C0020428,contraindicated_with_disease,MED-RT
C1725449,C0020649,contraindicated_with_disease,MED-RT
C1738934,C0019196,may_prevent,MED-RT
C1738934,C0019196,may_treat,MED-RT
C1738934,C0524910,may_treat,MED-RT
C1739462,C0026705,may_treat,MED-RT
C1739768,C0038454,may_prevent,MED-RT
C1739826,C0017601,contraindicated_with_disease,MED-RT
C1739826,C0020534,contraindicated_with_disease,MED-RT
C1739826,C1263846,may_treat,MED-RT
C1742884,C1269683,may_treat,MED-RT
C1744503,C0024117,may_treat,MED-RT
C1802750,C0005779,contraindicated_with_disease,MED-RT
C1802750,C0019087,contraindicated_with_disease,MED-RT
C1814684,C0034067,may_treat,MED-RT
C1815010,C0002962,may_treat,MED-RT
C1815010,C0018801,contraindicated_with_disease,MED-RT
C1815010,C0018801,may_treat,MED-RT
C1815010,C0020649,contraindicated_with_disease,MED-RT
C1815010,C0034063,contraindicated_with_disease,MED-RT
C1815010,C0036980,contraindicated_with_disease,MED-RT
C1815010,C0085605,contraindicated_with_disease,MED-RT
C1829170,C0042109,may_treat,MED-RT
C1831808,C0038454,may_prevent,MED-RT
C1831828,C0023418,contraindicated_with_disease,MED-RT
C1832021,C0004030,may_treat,MED-RT
C1832021,C0026718,may_treat,MED-RT
C1832021,C0026946,may_prevent,MED-RT
C1832027,C0023448,may_treat,MED-RT
C1832049,C0026764,may_treat,MED-RT
C1869686,C0004623,may_prevent,MED-RT
C1869686,C0004623,may_treat,MED-RT
C1870115,C0023895,contraindicated_with_disease,MED-RT
C1871526,C0019693,may_prevent,MED-RT
C1871526,C0019693,may_treat,MED-RT
C1872109,C0003872,may_treat,MED-RT
C1872109,C0003873,may_treat,MED-RT
C1872109,C0010346,may_treat,MED-RT
C1872109,C0038013,may_treat,MED-RT
C1872203,C0010481,may_treat,MED-RT
C1873633,C0017601,contraindicated_with_disease,MED-RT
C1873633,C0020534,contraindicated_with_disease,MED-RT
C1873633,C1263846,may_treat,MED-RT
C1875875,C0042514,may_treat,MED-RT
C1876200,C0018674,contraindicated_with_disease,MED-RT
C1876200,C1136321,may_treat,MED-RT
C1876229,C0019196,may_prevent,MED-RT
C1876229,C0019196,may_treat,MED-RT
C1876229,C0524910,may_treat,MED-RT
C1876722,C0011175,contraindicated_with_disease,MED-RT
C1876722,C0020456,contraindicated_with_disease,MED-RT
C1876722,C0020615,may_treat,MED-RT
C1879678,C0011849,contraindicated_with_disease,MED-RT
C1879680,C0018133,may_treat,MED-RT
C1879850,C0038814,may_prevent,MED-RT
C1880207,C0006413,may_treat,MED-RT
C1880207,C0019829,may_treat,MED-RT
C1880207,C0026764,may_treat,MED-RT
C1880207,C0026769,may_treat,MED-RT
C1880207,C0026896,may_treat,MED-RT
C1880207,C0026948,may_treat,MED-RT
C1880207,C0035435,may_treat,MED-RT
C1880207,C0042075,contraindicated_with_disease,MED-RT
C1880207,C3495801,may_treat,MED-RT
C1880288,C1269683,may_treat,MED-RT
C1880412,C0004245,contraindicated_with_disease,MED-RT
C1880412,C0018801,contraindicated_with_disease,MED-RT
C1880412,C0023895,contraindicated_with_disease,MED-RT
C1880412,C0023976,contraindicated_with_disease,MED-RT
C1880412,C3541994,contraindicated_with_disease,MED-RT
C1881372,C1527304,contraindicated_with_disease,MED-RT
C1881785,C0023895,contraindicated_with_disease,MED-RT
C1881785,C0027947,contraindicated_with_disease,MED-RT
C1881785,C0040034,contraindicated_with_disease,MED-RT
C1881787,C0003615,may_treat,MED-RT
C1881787,C0014836,may_treat,MED-RT
C1881787,C0025294,may_treat,MED-RT
C1881787,C0025295,may_treat,MED-RT
C1881787,C0027947,may_treat,MED-RT
C1881787,C0031154,may_treat,MED-RT
C1881787,C0042029,may_treat,MED-RT
C1882138,C0026769,may_treat,MED-RT
C1882383,C0014836,may_treat,MED-RT
C1882383,C0042029,may_treat,MED-RT
C1882959,C0020649,contraindicated_with_disease,MED-RT
C1882993,C0007820,contraindicated_with_disease,MED-RT
C1882993,C0011849,contraindicated_with_disease,MED-RT
C1882993,C1956346,contraindicated_with_disease,MED-RT
C1883053,C0009806,may_treat,MED-RT
C1883054,C0009806,may_treat,MED-RT
C1883309,C0033860,may_treat,MED-RT
C1948374,C0027430,may_prevent,MED-RT
C1950681,C0011615,may_treat,MED-RT
C1950816,C0027430,may_prevent,MED-RT
C1955474,C0026764,may_treat,MED-RT
C1956280,C0026946,may_prevent,MED-RT
C1956280,C0026946,may_treat,MED-RT
C1956280,C0040247,may_treat,MED-RT
C1961039,C0036220,may_treat,MED-RT
C1965895,C0022602,may_treat,MED-RT
C1966347,C0005586,may_treat,MED-RT
C1966347,C0011175,contraindicated_with_disease,MED-RT
C1966347,C0038436,may_treat,MED-RT
C1966347,C0149654,may_treat,MED-RT
C1966375,C0020621,contraindicated_with_disease,MED-RT
C1966375,C0023976,contraindicated_with_disease,MED-RT
C1966407,C0019693,may_treat,MED-RT
C1998098,C0026764,may_treat,MED-RT
C1999375,C0038454,may_prevent,MED-RT
C1999896,C0002395,may_prevent,MED-RT
C1999896,C0002395,may_treat,MED-RT
C1999896,C0002878,may_prevent,MED-RT
C1999896,C0002878,may_treat,MED-RT
C1999896,C0042875,may_prevent,MED-RT
C1999896,C0042875,may_treat,MED-RT
C2000088,C0005586,may_treat,MED-RT
C2000088,C0036341,may_treat,MED-RT
C2000261,C0009806,may_treat,MED-RT
C2000261,C0021843,contraindicated_with_disease,MED-RT
C2000261,C0022104,may_treat,MED-RT
C2001521,C0004623,may_prevent,MED-RT
C2001521,C0004623,may_treat,MED-RT
C2001521,C0014836,may_treat,MED-RT
C2001525,C0014836,may_treat,MED-RT
C2001856,C0026764,may_treat,MED-RT
C2003424,C0005586,may_treat,MED-RT
C2003424,C0036341,may_treat,MED-RT
C2003424,C1269683,may_treat,MED-RT
C2241271,C0020649,contraindicated_with_disease,MED-RT
C2241271,C0080274,may_treat,MED-RT
C2241979,C0041466,may_prevent,MED-RT
C2242042,C0023418,contraindicated_with_disease,MED-RT
C2242042,C0035920,may_prevent,MED-RT
C2242156,C0032371,may_prevent,MED-RT
C2242158,C0032371,may_prevent,MED-RT
C2242160,C0032371,may_prevent,MED-RT
C2315497,C1527304,contraindicated_with_disease,MED-RT
C2315887,C0042963,may_prevent,MED-RT
C2316497,C0003123,contraindicated_with_disease,MED-RT
C2316497,C1263846,may_treat,MED-RT
C2343849,C0038454,may_prevent,MED-RT
C2343853,C0080274,contraindicated_with_disease,MED-RT
C2343853,C0150045,may_treat,MED-RT
C2343853,C0152020,contraindicated_with_disease,MED-RT
C2343854,C0080274,contraindicated_with_disease,MED-RT
C2343854,C0150045,may_treat,MED-RT
C2343854,C0152020,contraindicated_with_disease,MED-RT
C2343921,C0009806,may_treat,MED-RT
C2343921,C0021843,contraindicated_with_disease,MED-RT
C2344347,C0023418,contraindicated_with_disease,MED-RT
C2344347,C0026780,may_prevent,MED-RT
