CUI1,CUI2,RELA,SAB
C2344398,C0037354,may_prevent,MED-RT
C2346801,C0026764,may_treat,MED-RT
C2346927,C0009806,may_treat,MED-RT
C2346927,C0018834,may_treat,MED-RT
C2346970,C0006142,contraindicated_with_disease,MED-RT
C2346970,C0023895,contraindicated_with_disease,MED-RT
C2347624,C0026764,may_treat,MED-RT
C2348248,C0017168,may_treat,MED-RT
C2348248,C0018834,may_treat,MED-RT
C2348751,C1269683,may_treat,MED-RT
C2349941,C0042963,may_prevent,MED-RT
C2350089,C0027412,contraindicated_with_disease,MED-RT
C2350656,C0018099,may_treat,MED-RT
C2350948,C0028754,may_treat,MED-RT
C2351038,C2239176,may_treat,MED-RT
C2351042,C0004623,may_prevent,MED-RT
C2351042,C0004623,may_treat,MED-RT
C2351042,C0009768,may_treat,MED-RT
C2351042,C0033740,may_prevent,MED-RT
C2351042,C0033740,may_treat,MED-RT
C2353893,C0003873,may_treat,MED-RT
C2355841,C1527304,contraindicated_with_disease,MED-RT
C2356367,C0023418,contraindicated_with_disease,MED-RT
C2356367,C0025007,may_prevent,MED-RT
C2356374,C0023418,contraindicated_with_disease,MED-RT
C2356374,C0043395,may_prevent,MED-RT
C2368865,C1527304,contraindicated_with_disease,MED-RT
C2586798,C0034494,may_prevent,MED-RT
C2586803,C0034494,may_prevent,MED-RT
C2604635,C0023895,contraindicated_with_disease,MED-RT
C2605855,C0019196,may_prevent,MED-RT
C2605855,C0019196,may_treat,MED-RT
C2605855,C0524910,may_treat,MED-RT
C2606637,C0019693,may_prevent,MED-RT
C2606637,C0019693,may_treat,MED-RT
C2607479,C0025268,contraindicated_with_disease,MED-RT
C2607479,C0025269,contraindicated_with_disease,MED-RT
C2607621,C0018524,may_treat,MED-RT
C2608107,C0040034,may_treat,MED-RT
C2683417,C0030920,contraindicated_with_disease,MED-RT
C2683417,C0038454,contraindicated_with_disease,MED-RT
C2684343,C0019087,contraindicated_with_disease,MED-RT
C2684348,C0043144,contraindicated_with_disease,MED-RT
C2697593,C0002395,may_prevent,MED-RT
C2697593,C0002395,may_treat,MED-RT
C2697593,C0002878,may_prevent,MED-RT
C2697593,C0002878,may_treat,MED-RT
C2697593,C0042875,may_prevent,MED-RT
C2697593,C0042875,may_treat,MED-RT
C2697594,C0002395,may_prevent,MED-RT
C2697594,C0002395,may_treat,MED-RT
C2697594,C0002878,may_prevent,MED-RT
C2697594,C0002878,may_treat,MED-RT
C2697594,C0042875,may_prevent,MED-RT
C2697594,C0042875,may_treat,MED-RT
C2697837,C0004623,may_prevent,MED-RT
C2697837,C0014836,may_treat,MED-RT
C2697942,C0028754,may_treat,MED-RT
C2697950,C0005586,may_treat,MED-RT
C2697950,C0036341,may_treat,MED-RT
C2697950,C1269683,may_treat,MED-RT
C2698003,C0019158,contraindicated_with_disease,MED-RT
C2698003,C0024473,may_prevent,MED-RT
C2698003,C0024473,may_treat,MED-RT
C2698183,C0019087,contraindicated_with_disease,MED-RT
C2698183,C0040034,may_treat,MED-RT
C2698195,C0023895,contraindicated_with_disease,MED-RT
C2698195,C0085605,contraindicated_with_disease,MED-RT
C2698195,C1956346,may_prevent,MED-RT
C2698195,C1956346,may_treat,MED-RT
C2698220,C0002986,may_treat,MED-RT
C2698221,C0002986,may_treat,MED-RT
C2698280,C0242350,may_treat,MED-RT
C2698292,C0023895,contraindicated_with_disease,MED-RT
C2698292,C0026919,may_prevent,MED-RT
C2698292,C0026919,may_treat,MED-RT
C2698292,C0029882,may_treat,MED-RT
C2698292,C0032302,may_treat,MED-RT
C2698647,C0005586,may_treat,MED-RT
C2698647,C0036341,may_treat,MED-RT
C2698682,C0001144,may_treat,MED-RT
C2698682,C0018081,may_treat,MED-RT
C2698682,C0035585,may_treat,MED-RT
C2698692,C0023448,may_treat,MED-RT
C2698692,C1527304,contraindicated_with_disease,MED-RT
C2698975,C0038454,may_prevent,MED-RT
C2699131,C0014836,may_treat,MED-RT
C2699131,C0029882,may_treat,MED-RT
C2699131,C0042029,may_treat,MED-RT
C2699132,C0014836,may_treat,MED-RT
C2699132,C0021099,may_treat,MED-RT
C2699132,C0042029,may_treat,MED-RT
C2699141,C0004623,may_prevent,MED-RT
C2699141,C0004623,may_treat,MED-RT
C2699143,C0014836,may_treat,MED-RT
C2699143,C0029882,may_treat,MED-RT
C2699162,C0014836,may_treat,MED-RT
C2699162,C0029882,may_treat,MED-RT
C2699162,C0042029,may_treat,MED-RT
C2699543,C0001122,may_treat,MED-RT
C2699547,C0001122,may_treat,MED-RT
C2699562,C0023448,may_treat,MED-RT
C2699562,C0023470,may_treat,MED-RT
C2699757,C0024117,may_treat,MED-RT
C2699758,C0024117,may_treat,MED-RT
C2699808,C0003175,may_treat,MED-RT
C2699808,C0008354,may_treat,MED-RT
C2699808,C0018190,may_treat,MED-RT
C2699808,C0023895,contraindicated_with_disease,MED-RT
C2699808,C0024530,may_prevent,MED-RT
C2699808,C0032064,may_treat,MED-RT
C2699808,C0035021,may_treat,MED-RT
C2699808,C0035793,may_treat,MED-RT
C2699808,C0040592,may_treat,MED-RT
C2699951,C0001144,may_treat,MED-RT
C2700226,C0005586,may_treat,MED-RT
C2700226,C0014544,may_treat,MED-RT
C2700226,C0349231,may_treat,MED-RT
C2700247,C0008049,may_treat,MED-RT
C2700247,C0019348,may_treat,MED-RT
C2700247,C0019360,may_treat,MED-RT
C2700331,C0015393,may_treat,MED-RT
C2700334,C0026764,may_treat,MED-RT
C2701206,C0019087,contraindicated_with_disease,MED-RT
C2701231,C0019087,contraindicated_with_disease,MED-RT
C2701243,C0019087,contraindicated_with_disease,MED-RT
C2701282,C0019087,contraindicated_with_disease,MED-RT
C2701339,C0019087,contraindicated_with_disease,MED-RT
C2701415,C0011849,contraindicated_with_disease,MED-RT
C2701415,C0019087,contraindicated_with_disease,MED-RT
C2701451,C0019087,contraindicated_with_disease,MED-RT
C2701564,C0019087,contraindicated_with_disease,MED-RT
C2701576,C0011849,contraindicated_with_disease,MED-RT
C2701576,C0019087,contraindicated_with_disease,MED-RT
C2701586,C0019087,contraindicated_with_disease,MED-RT
C2702310,C0019087,contraindicated_with_disease,MED-RT
C2713074,C0020598,may_treat,MED-RT
C2713074,C0020626,may_treat,MED-RT
C2713074,C0024523,contraindicated_with_disease,MED-RT
C2713074,C0042870,may_prevent,MED-RT
C2713595,C0037354,may_treat,MED-RT
C2713632,C0040034,may_treat,MED-RT
C2714632,C0000737,may_treat,MED-RT
C2714632,C0085605,contraindicated_with_disease,MED-RT
C2717021,C0023443,may_treat,MED-RT
C2717174,C0003175,may_prevent,MED-RT
C2718773,C3495559,may_treat,MED-RT
C2719424,C0005747,may_treat,MED-RT
C2719424,C0016167,may_treat,MED-RT
C2719424,C0038379,may_treat,MED-RT
C2719430,C0007859,may_treat,MED-RT
C2719618,C0005586,may_treat,MED-RT
C2719618,C0036341,may_treat,MED-RT
C2719626,C0005586,may_treat,MED-RT
C2719626,C0036341,may_treat,MED-RT
C2719767,C0005747,may_treat,MED-RT
C2719767,C0016167,may_treat,MED-RT
C2719767,C0038379,may_treat,MED-RT
C2719767,C0042029,contraindicated_with_disease,MED-RT
C2719767,C0080274,contraindicated_with_disease,MED-RT
C2719767,C0149931,may_treat,MED-RT
C2720023,C0023895,contraindicated_with_disease,MED-RT
C2720023,C1956346,may_prevent,MED-RT
C2721771,C1527304,contraindicated_with_disease,MED-RT
C2721779,C1263846,may_treat,MED-RT
C2722030,C0019087,contraindicated_with_disease,MED-RT
C2723729,C0019087,contraindicated_with_disease,MED-RT
C2723734,C0019087,contraindicated_with_disease,MED-RT
C2725003,C0043167,may_prevent,MED-RT
C2725003,C0085584,contraindicated_with_disease,MED-RT
C2725004,C0043167,may_prevent,MED-RT
C2725004,C0085584,contraindicated_with_disease,MED-RT
C2725005,C0043167,may_prevent,MED-RT
C2725005,C0085584,contraindicated_with_disease,MED-RT
C2726165,C0019087,contraindicated_with_disease,MED-RT
C2726765,C0037379,may_treat,MED-RT
C2726767,C0037379,may_treat,MED-RT
C2726769,C0037379,may_treat,MED-RT
C2726771,C0037379,may_treat,MED-RT
C2726834,C0014836,may_treat,MED-RT
C2726834,C0018081,may_treat,MED-RT
C2726929,C0005586,may_treat,MED-RT
C2726929,C0036341,may_treat,MED-RT
C2727836,C0019087,contraindicated_with_disease,MED-RT
C2730005,C0004623,may_prevent,MED-RT
C2730005,C0004623,may_treat,MED-RT
C2731839,C0019087,contraindicated_with_disease,MED-RT
C2732002,C0042974,may_treat,MED-RT
C2742503,C0023448,may_treat,MED-RT
C2742503,C0024301,may_treat,MED-RT
C2742797,C0009324,may_treat,MED-RT
C2742797,C0010346,may_treat,MED-RT
C2744850,C0004623,may_prevent,MED-RT
C2744850,C0004623,may_treat,MED-RT
C2744960,C0011991,may_prevent,MED-RT
C2744960,C0011991,may_treat,MED-RT
C2746063,C3463824,may_treat,MED-RT
C2746157,C0043167,may_prevent,MED-RT
C2746157,C0085584,contraindicated_with_disease,MED-RT
C2746305,C0002453,may_treat,MED-RT
C2746305,C0029927,contraindicated_with_disease,MED-RT
C2746305,C0029927,may_treat,MED-RT
C2756198,C0019087,contraindicated_with_disease,MED-RT
C2756584,C0009324,contraindicated_with_disease,MED-RT
C2756584,C0009806,may_treat,MED-RT
C2756584,C0010346,contraindicated_with_disease,MED-RT
C2756584,C0021843,contraindicated_with_disease,MED-RT
C2756584,C0025162,contraindicated_with_disease,MED-RT
C2756728,C0014852,may_treat,MED-RT
C2756728,C0039236,may_treat,MED-RT
C2756728,C0042510,may_treat,MED-RT
C2756728,C0042514,may_treat,MED-RT
C2756728,C0151636,may_treat,MED-RT
C2825286,C0029878,may_treat,MED-RT
C2825339,C0027430,may_prevent,MED-RT
C2825383,C0014867,may_treat,MED-RT
C2825462,C0162316,contraindicated_with_disease,MED-RT
C2825616,C0002940,contraindicated_with_disease,MED-RT
C2825682,C0022602,may_treat,MED-RT
C2825840,C0011991,may_treat,MED-RT
C2825840,C0024586,may_treat,MED-RT
C2826354,C0026764,may_treat,MED-RT
C2827241,C0023895,contraindicated_with_disease,MED-RT
C2827242,C0023895,contraindicated_with_disease,MED-RT
C2827257,C0018801,may_treat,MED-RT
C2827257,C0020428,contraindicated_with_disease,MED-RT
C2827257,C0020649,contraindicated_with_disease,MED-RT
C2828271,C0162316,contraindicated_with_disease,MED-RT
C2828282,C0001261,may_treat,MED-RT
C2828282,C0023860,may_treat,MED-RT
C2828282,C0024198,may_treat,MED-RT
C2828282,C0029882,may_treat,MED-RT
C2828282,C0042029,may_treat,MED-RT
C2828290,C0004623,may_prevent,MED-RT
C2828290,C0004623,may_treat,MED-RT
C2828290,C0014836,may_treat,MED-RT
C2830183,C0027947,contraindicated_with_disease,MED-RT
C2919267,C0017205,may_treat,MED-RT
C2920417,C0034067,may_treat,MED-RT
C2930113,C0005747,may_treat,MED-RT
C2930113,C0016167,may_treat,MED-RT
C2930113,C0038379,may_treat,MED-RT
C2930696,C0003873,may_treat,MED-RT
C2930725,C3665596,may_treat,MED-RT
C2930762,C0004623,may_prevent,MED-RT
C2930762,C0004623,may_treat,MED-RT
C2930789,C1800706,may_treat,MED-RT
C2931926,C0032463,may_treat,MED-RT
C2934193,C0034067,may_treat,MED-RT
C2934701,C0004245,contraindicated_with_disease,MED-RT
C2934701,C0038454,contraindicated_with_disease,MED-RT
C2936870,C0005586,may_treat,MED-RT
C2936870,C0036341,may_treat,MED-RT
C2937701,C0001122,may_treat,MED-RT
C2939773,C0162316,contraindicated_with_disease,MED-RT
C2940103,C0009806,may_prevent,MED-RT
C2940103,C0009806,may_treat,MED-RT
C2940103,C0011991,may_treat,MED-RT
C2948222,C0016204,may_treat,MED-RT
C2955460,C0014836,may_treat,MED-RT
C2955463,C0018674,contraindicated_with_disease,MED-RT
C2955463,C1136321,may_treat,MED-RT
C2962546,C1269683,may_treat,MED-RT
C2973446,C0019829,may_treat,MED-RT
C2974521,C0038454,contraindicated_with_disease,MED-RT
C2974521,C0038454,may_prevent,MED-RT
C2975435,C0019087,contraindicated_with_disease,MED-RT
C2975435,C0038454,may_prevent,MED-RT
C2976303,C0019196,may_prevent,MED-RT
C2976303,C0019196,may_treat,MED-RT
C2976303,C0524910,may_treat,MED-RT
C2980074,C0027831,may_treat,MED-RT
C2980091,C0020621,contraindicated_with_disease,MED-RT
C2980091,C0023976,contraindicated_with_disease,MED-RT
C2980091,C0040479,contraindicated_with_disease,MED-RT
C2980094,C0238198,may_treat,MED-RT
C2980094,C2239176,may_treat,MED-RT
C2981174,C0023470,may_treat,MED-RT
C2981328,C0018939,contraindicated_with_disease,MED-RT
C2981328,C0042029,may_treat,MED-RT
C2981360,C0011615,may_treat,MED-RT
C2983812,C0150045,may_treat,MED-RT
C2983838,C0004623,may_prevent,MED-RT
C2983838,C0004623,may_treat,MED-RT
C2983840,C0014836,may_treat,MED-RT
C2983840,C0018081,may_treat,MED-RT
C2983887,C0002962,may_treat,MED-RT
C2983887,C0004245,contraindicated_with_disease,MED-RT
C2983887,C0017612,may_treat,MED-RT
C2983887,C0018799,may_prevent,MED-RT
C2983887,C0018801,contraindicated_with_disease,MED-RT
C2983887,C0018801,may_treat,MED-RT
C2983887,C0020649,contraindicated_with_disease,MED-RT
C2983887,C0024117,contraindicated_with_disease,MED-RT
C2983887,C0034063,contraindicated_with_disease,MED-RT
C2983887,C0036980,contraindicated_with_disease,MED-RT
C2983899,C0014836,may_treat,MED-RT
C2983899,C0027947,may_treat,MED-RT
C2983899,C0042029,may_treat,MED-RT
C2983900,C0019158,contraindicated_with_disease,MED-RT
C2983900,C0023176,may_prevent,MED-RT
C2983911,C0007302,may_treat,MED-RT
C2983911,C0029408,may_treat,MED-RT
C2983945,C0004623,may_prevent,MED-RT
C2983945,C0021099,may_treat,MED-RT
C2983952,C0033774,may_treat,MED-RT
C2983952,C0040252,may_treat,MED-RT
C2983952,C0040259,may_treat,MED-RT
C2983952,C1384589,may_treat,MED-RT
C2987007,C0027831,may_treat,MED-RT
C2987417,C0023470,may_treat,MED-RT
C2987429,C0339143,may_treat,MED-RT
C2987431,C0003873,may_treat,MED-RT
C2987603,C0026948,may_treat,MED-RT
C2987603,C0036920,may_treat,MED-RT
C3154850,C0019693,may_prevent,MED-RT
C3154850,C0019693,may_treat,MED-RT
C3159361,C0001486,may_prevent,MED-RT
C3159361,C0011168,contraindicated_with_disease,MED-RT
C3162633,C0002395,may_prevent,MED-RT
C3162633,C0002395,may_treat,MED-RT
C3162633,C0002878,may_prevent,MED-RT
C3162633,C0002878,may_treat,MED-RT
C3162633,C0042875,may_prevent,MED-RT
C3162633,C0042875,may_treat,MED-RT
C3177235,C0019693,may_treat,MED-RT
C3179535,C0027404,contraindicated_with_disease,MED-RT
C3179547,C0003872,may_treat,MED-RT
C3179547,C0038013,may_treat,MED-RT
C3179549,C0025268,contraindicated_with_disease,MED-RT
C3247907,C0032463,may_treat,MED-RT
C3252090,C0019196,may_prevent,MED-RT
C3252090,C0019196,may_treat,MED-RT
C3252090,C0524910,may_treat,MED-RT
C3253985,C0019693,may_prevent,MED-RT
C3253985,C0019693,may_treat,MED-RT
C3255087,C0007302,may_treat,MED-RT
C3255087,C0029408,may_treat,MED-RT
C3255821,C0009806,may_prevent,MED-RT
C3255821,C0009806,may_treat,MED-RT
C3255821,C0011991,may_treat,MED-RT
C3255861,C0042850,may_treat,MED-RT
C3255909,C0007302,may_treat,MED-RT
C3255909,C0029408,may_treat,MED-RT
C3255944,C0009806,may_treat,MED-RT
C3255944,C0013537,may_treat,MED-RT
C3255944,C0019158,contraindicated_with_disease,MED-RT
C3255944,C0024473,may_prevent,MED-RT
C3255944,C0024473,may_treat,MED-RT
C3255944,C0032914,may_treat,MED-RT
C3255944,C0040479,may_treat,MED-RT
C3255944,C0042510,may_treat,MED-RT
C3256154,C0037268,may_prevent,MED-RT
C3256154,C0037268,may_treat,MED-RT
C3256380,C0011334,may_prevent,MED-RT
C3256380,C0031090,may_treat,MED-RT
C3256457,C0001122,may_treat,MED-RT
C3256589,C0039236,may_treat,MED-RT
C3256589,C0042514,contraindicated_with_disease,MED-RT
C3256616,C0004623,may_prevent,MED-RT
C3256616,C0004623,may_treat,MED-RT
C3256664,C0020598,may_treat,MED-RT
C3256748,C0009806,may_treat,MED-RT
C3256750,C0009806,may_treat,MED-RT
C3256930,C0009806,may_treat,MED-RT
C3256930,C0020598,contraindicated_with_disease,MED-RT
C3256930,C0034063,contraindicated_with_disease,MED-RT
C3264621,C0010674,may_treat,MED-RT
C3265310,C0019087,contraindicated_with_disease,MED-RT
C3265535,C0009806,may_treat,MED-RT
C3272698,C0017205,may_treat,MED-RT
C3272699,C0017205,may_treat,MED-RT
C3272851,C0019087,contraindicated_with_disease,MED-RT
C3272851,C0038454,may_prevent,MED-RT
C3273320,C0020621,contraindicated_with_disease,MED-RT
C3273320,C0023976,contraindicated_with_disease,MED-RT
C3273320,C0040479,contraindicated_with_disease,MED-RT
C3273401,C0017205,may_treat,MED-RT
C3273711,C0026764,may_treat,MED-RT
C3273719,C0042963,may_prevent,MED-RT
C3273719,C0042963,may_treat,MED-RT
C3273721,C0042963,may_prevent,MED-RT
C3273721,C0042963,may_treat,MED-RT
C3273754,C0026946,may_prevent,MED-RT
C3273754,C0026946,may_treat,MED-RT
C3273776,C0004623,may_prevent,MED-RT
C3273776,C0004623,may_treat,MED-RT
C3282847,C0002395,may_prevent,MED-RT
C3282847,C0002395,may_treat,MED-RT
C3282847,C0002878,may_prevent,MED-RT
C3282847,C0002878,may_treat,MED-RT
C3282847,C0042875,may_prevent,MED-RT
C3282847,C0042875,may_treat,MED-RT
C3463896,C0023895,contraindicated_with_disease,MED-RT
C3463896,C0085605,contraindicated_with_disease,MED-RT
C3463896,C1956346,may_prevent,MED-RT
C3463896,C1956346,may_treat,MED-RT
C3464497,C0019360,may_prevent,MED-RT
C3464497,C0023418,contraindicated_with_disease,MED-RT
C3472162,C0003811,contraindicated_with_disease,MED-RT
C3472162,C0030920,contraindicated_with_disease,MED-RT
C3472162,C0034067,may_treat,MED-RT
C3473003,C0007302,may_treat,MED-RT
C3473003,C0029408,may_treat,MED-RT
C3474001,C0033860,may_treat,MED-RT
C3474322,C0014057,may_prevent,MED-RT
C3485619,C0030343,contraindicated_with_disease,MED-RT
C3485619,C0042164,contraindicated_with_disease,MED-RT
C3486462,C0014836,may_treat,MED-RT
C3486462,C0029882,may_treat,MED-RT
C3486650,C0004576,may_treat,MED-RT
C3486650,C0019061,contraindicated_with_disease,MED-RT
C3486650,C0024535,may_treat,MED-RT
C3486650,C0026896,contraindicated_with_disease,MED-RT
C3486650,C0029134,contraindicated_with_disease,MED-RT
C3486650,C0032984,contraindicated_with_disease,MED-RT
C3486650,C0040034,contraindicated_with_disease,MED-RT
C3486650,C0040264,contraindicated_with_disease,MED-RT
C3489575,C0009806,may_treat,MED-RT
C3489748,C0014836,may_treat,MED-RT
C3489764,C0033860,may_treat,MED-RT
C3491331,C0010346,contraindicated_with_disease,MED-RT
C3491331,C0033860,may_treat,MED-RT
C3491971,C0020456,may_treat,MED-RT
C3491971,C0020615,contraindicated_with_disease,MED-RT
C3491974,C0524910,may_treat,MED-RT
C3495135,C0019158,contraindicated_with_disease,MED-RT
C3495135,C0024473,may_prevent,MED-RT
C3495135,C0024473,may_treat,MED-RT
C3495425,C0034067,may_treat,MED-RT
C3495425,C0035460,may_treat,MED-RT
C3495434,C0036974,may_prevent,MED-RT
C3495437,C0023895,contraindicated_with_disease,MED-RT
C3495450,C0028768,may_treat,MED-RT
C3495450,C0038436,may_treat,MED-RT
C3495450,C0349231,may_treat,MED-RT
C3500827,C0020598,contraindicated_with_disease,MED-RT
C3500828,C0020598,contraindicated_with_disease,MED-RT
C3501358,C4721414,may_treat,MED-RT
C3502471,C0018801,may_prevent,MED-RT
C3502652,C0014836,may_treat,MED-RT
C3502652,C0042029,may_prevent,MED-RT
C3502652,C0042029,may_treat,MED-RT
C3505264,C0007302,may_treat,MED-RT
C3505264,C0029408,may_treat,MED-RT
C3528226,C0003811,contraindicated_with_disease,MED-RT
C3528226,C0018801,contraindicated_with_disease,MED-RT
C3528226,C0036341,may_treat,MED-RT
C3528226,C0040517,may_treat,MED-RT
C3529078,C0010481,may_treat,MED-RT
C3529563,C0042974,may_treat,MED-RT
C3529778,C1800706,may_treat,MED-RT
C3529928,C0085605,contraindicated_with_disease,MED-RT
C3529928,C0851578,may_treat,MED-RT
C3535682,C0003175,may_prevent,MED-RT
C3535694,C0023895,contraindicated_with_disease,MED-RT
C3535911,C0019158,contraindicated_with_disease,MED-RT
C3535911,C0023176,may_prevent,MED-RT
C3536965,C0009806,may_treat,MED-RT
C3537278,C0022660,may_prevent,MED-RT
C3537697,C0238198,may_treat,MED-RT
C3537697,C2239176,may_treat,MED-RT
C3538368,C0027145,may_treat,MED-RT
C3538368,C0040156,contraindicated_with_disease,MED-RT
C3538368,C0040156,may_treat,MED-RT
C3538368,C0920350,may_treat,MED-RT
C3539953,C0019693,may_treat,MED-RT
C3540733,C0014868,may_treat,MED-RT
C3540733,C0017168,may_treat,MED-RT
C3540733,C0018834,may_treat,MED-RT
